sentence,label_name
"it 's pretty linear and only makeup-deep , but bogdanovich ties it together with efficiency and an affection for the period . ",positive
a part of its fun ,positive
"in telling the story , which is paper-thin and decidedly unoriginal ",negative
an enjoyable big movie ,positive
plan to make enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ' ,positive
fishy ,negative
cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and ,positive
the jokes are sophomoric ,negative
"realize , much to our dismay ",negative
"after seeing ` analyze that , ' i feel better already . ",positive
with no obvious escape ,negative
sade achieves the near-impossible : it turns the marquis de sade into a dullard ,negative
been hyped to be because it plays everything too safe ,negative
some of this laughable dialogue ,negative
"proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness ",negative
addition to sporting one of the worst titles in recent cinematic history ,negative
"an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys ",positive
a fascinating profile ,positive
to check your brain at the door ,negative
"the redeeming feature of chan 's films has always been the action , but the stunts in the tuxedo seem tired and , what 's worse , routine . ",negative
even witty ,positive
"mildly funny , sometimes tedious , ultimately insignificant ",negative
thoughtful and ,positive
"worry about being subjected to farts , urine , feces , semen , or any of the other foul substances ",negative
all the interesting developments ,positive
a heartening tale of small victories and enduring hope . ,positive
offers a guilt-free trip ,positive
daring and beautifully made ,positive
"'s a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism ",positive
full of grace ,positive
"feels like the work of someone who may indeed have finally aged past his prime ... and , perhaps more than he realizes , ",negative
big bad love ,positive
lackluster script ,negative
lots of laughs ,positive
the old disease-of-the-week small-screen melodramas ,negative
you 're left with a sour taste in your mouth ,negative
predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director john stockwell . ,positive
been leavened by a charm that 's conspicuously missing from the girls ' big-screen blowout ,negative
"devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , ",negative
tortured and ,negative
", overnight , is robbed and replaced with a persecuted `` other ",negative
letting its imagery speak for it while it forces you to ponder anew what a movie can be . ,positive
"while dutifully pulling on heartstrings , directors dean deblois and chris sanders valiantly keep punching up the mix . ",positive
to marry science fiction with film noir and action flicks with philosophical inquiry ,positive
what is kind of special ,positive
is so charmless and vacant ,negative
the best of the pierce brosnan james bond ,positive
the pitfalls ,positive
i would leave the theater with a lower i.q. than when i had entered ,negative
little more than routine ,negative
spielberg 's realization of a near-future america is masterful . ,positive
"bring a heart and reality that buoy the film , and at times , elevate it to a superior crime movie . ",positive
underdeveloped effort ,negative
an unsuccessful attempt at a movie of ideas ,negative
interesting matters ,positive
want my money back . ,negative
play like the worst kind of hollywood heart-string plucking ,negative
in the pianist ,positive
"as with most late-night bull sessions , eventually the content is n't nearly as captivating as the rowdy participants think it is . ",negative
too textbook to intrigue ,negative
the film 's thoroughly recycled plot and tiresome jokes ,negative
this poor remake ,negative
accurately reflects the rage and alienation that fuels the self-destructiveness of many young people ,positive
report that it is instead a cheap cliché ,negative
"a fairly slow paced , ",negative
antonio banderas ,positive
( a ) mess ,negative
if you 're up for that sort of thing ,positive
a zinger-filled crowd-pleaser that open-minded elvis fans ,positive
meager ,negative
too many scenes toward the end that should move quickly ,negative
had more to do with imagination than market research ,positive
swiftly ,positive
some serious issues ,negative
that woman 's doubts ,negative
going nowhere fast ,negative
unholy hokum ,negative
most sincere and artful movie ,positive
"examines the intimate , unguarded moments of folks who live in unusual homes -- which pop up in nearly every corner of the country ",positive
this movie got me grinning . ,positive
a half-assed film . ,negative
the collaborative process ,positive
"weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil ",negative
"interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run ",negative
so fascinating ,positive
"mr. murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold . ",negative
"from its nauseating spinning credits sequence to a very talented but underutilized supporting cast , bartleby squanders as much as it gives out . ",negative
a load of clams left in the broiling sun for a good three days ,negative
"a beautiful food entrée that is n't heated properly , so that it ends up a bit cold and relatively flavorless ",negative
lacks in depth ,negative
doubt it ,negative
fails to arrive at any satisfying destination ,negative
"few films have been this odd , inexplicable and unpleasant . ",negative
friendly ,positive
"fails as a dystopian movie , as a retooling of fahrenheit 451 , and even as a rip-off of the matrix ",negative
hugely enjoyable ,positive
has never been filmed more irresistibly than in ` baran . ,positive
"hurried , badly cobbled look ",negative
and sumptuous stream ,positive
oddly sweet comedy ,positive
lively ,positive
bring you into the characters ,positive
awfully hard ,negative
"kids five and up will be delighted with the fast , funny , and even touching story . ",positive
in practically every facet of inept filmmaking ,negative
"revel in those visual in-jokes , as in the film 's verbal pokes at everything from the likes of miramax chief harvey weinstein 's bluff personal style ",positive
too bland and fustily tasteful to be truly prurient . ,negative
good man ,positive
dishonesty ,negative
is grossly contradictory in conveying its social message ,negative
though jay roach directed the film from the back of a taxicab ,negative
evolves ,positive
", she is merely a charmless witch . ",negative
cheapening ,negative
"a visionary marvel , ",positive
tens ,positive
"openness , ",positive
dullest tangents ,negative
dumb drug jokes and predictable slapstick ,negative
"that does n't offer any insight into why , for instance , good things happen to bad people ",negative
the bottom of the barrel ,negative
that were once amusing ,negative
"in old-fashioned screenwriting parlance , ms. shreve 's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast . ",negative
smarter than any 50 other filmmakers still ,positive
to produce another smash ,positive
2002 's first great film ,positive
have completely forgotten the movie by the time you get back to your car in the parking lot ,negative
"not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching . ",positive
", pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime . ",positive
ii experience ,negative
"sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , ",negative
best and most unpredictable comedy ,positive
low rent from frame one . ,negative
the movie is pretty funny now and then without in any way demeaning its subjects . ,positive
"people sit and stare and turn away from one another instead of talking and it 's all about the silences and if you 're into that , have at it ",negative
"an unflinching , complex portrait of a modern israel that is rarely seen on-screen ",positive
very meticulously but without any passion ,negative
"suffers from a simplistic narrative and a pat , fairy-tale conclusion ",negative
"then his tone retains a genteel , prep-school quality that feels dusty and leatherbound ",negative
well-made entertainment ,positive
", it does so without compromising that complexity . ",positive
"aimless , arduous ",negative
contains very few laughs and even less surprises ,negative
uselessly ,negative
"miyazaki 's nonstop images are so stunning , and his imagination so vivid , that the only possible complaint you could have about spirited away is that there is no rest period , no timeout ",positive
"` anyone with a passion for cinema , and indeed sex , should see it as soon as possible . ' ",positive
"trapped wo n't score points for political correctness , ",negative
become very involved ,positive
congrats disney on a job well done ,positive
stunningly trite ,negative
confusing melange ,negative
as deflated as he does ,negative
is not only a love song to the movies ,positive
back to a time when movies had more to do with imagination than market research . ,positive
freakish ,positive
"is brilliant , ",positive
nothing more than an hour-and-a-half-long commercial for britney 's latest album ,negative
anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair ,positive
brutally honest and ,positive
up as the worst kind of hubristic folly ,negative
mediocre one ,negative
funnier than being about something ,positive
a real documentary ,positive
i do n't blame eddie murphy but should n't ,negative
of warmth and humor ,positive
acclaimed ,positive
resurrecting performers who rarely work in movies now ... ,positive
"exhaustion , from watching a movie that is dark ( dark green , to be exact ) , ",negative
has the capability of effecting change and inspiring hope ,positive
"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed ",negative
doze off thirty minutes ,negative
a triumph of pure craft and passionate heart . ,positive
"looking for a smart , nuanced look at de sade and what might have happened at picpus ",positive
"a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors , morgan freeman and ashley judd . ",negative
"dumb , fun , curiously adolescent movie ",positive
