sentence,label_name
making it relatively effortless to read and follow the action at the same time ,positive
noyce 's greatest mistake ,negative
audacious-impossible ,negative
"with a smile that says , ` if i stay positive , maybe i can channel one of my greatest pictures , drunken master ",positive
a heavyweight film ,positive
is a real charmer ,positive
berling and béart ... continue to impress ,positive
too late ,negative
"the whole affair , true story or not , feels incredibly hokey ... ( it ) comes off like a hallmark commercial . ",negative
that lifts blue crush into one of the summer 's most pleasurable movies ,positive
", this halloween is a gory slash-fest . ",positive
skill and determination ,positive
of almost bergmanesque intensity ,positive
simply ca n't recommend it enough . ,positive
quality ,positive
"looking , sounding and simply feeling like no other film in recent history ",positive
's no real sense of suspense ,negative
"the gay community as an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves ",negative
has made a film so unabashedly hopeful that it actually makes the heart soar ,positive
if only merchant paid more attention the story . ,negative
murphy and wilson actually make a pretty good team ... ,positive
the ` ick ' in ` classic ,negative
"who are either too goodly , wise and knowing or downright comically evil ",negative
'd much rather watch teens poking their genitals into fruit pies ,negative
creative film ,positive
"whatever flaws igby goes down may possess , it is undeniably that ",negative
is n't scary ,negative
's a fun one . ,positive
"there are flaws , but also stretches of impact and moments of awe ",positive
they do n't fit well together and neither is well told . ,negative
less compelling than the circumstances of its making ,negative
"stand tall with pryor , carlin and murphy ",positive
crane 's decline with unblinking candor ,positive
is too much like a fragment of an underdone potato . ,negative
"take you places you have n't been , and also places you have ",positive
likely to find compelling ,positive
wo n't be remembered as one of ( witherspoon 's ) better films . ,negative
's not very interesting ,negative
", accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill ",negative
a successful adaptation and an enjoyable film in its own right ,positive
after drinking twelve beers ,negative
a corny examination ,negative
"the film boasts at least a few good ideas and features some decent performances , but the result is disappointing ",negative
"may not be an important movie , or even a good one ",negative
is easily ,positive
that someone other than the director got into the editing room and tried to improve things by making the movie go faster ,negative
this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life . ,negative
of ` should have been a sketch on saturday night live ,negative
a superficial way ,positive
the sentimental oh-those-wacky-brits genre that was ushered in by the full monty and is still straining to produce another smash ,negative
"contrived and exploitative for the art houses and too cynical , small and decadent for the malls . ",negative
to it -- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product ,negative
feel contradictory things ,negative
reduces wertmuller 's social mores and politics to tiresome jargon ,negative
disease ,negative
of impossible disappearing/reappearing acts ,negative
", with his brawny frame and cool , composed delivery , fits the bill perfectly ",positive
pity and ,negative
wonderful ,positive
redolent ,negative
generosity ,positive
of the darkest variety ,negative
... most viewers will wish there had been more of the `` queen '' and less of the `` damned . '' ,negative
marginal intelligence ,negative
is plenty of fun for all ,positive
a more sheerly beautiful film ,positive
make this a moving experience for people who have n't read the book ,positive
hitler ,negative
"does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects ",negative
much dramatic impact ,positive
suffer the same fate ,negative
"strip it of all its excess debris , ",negative
is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings . ,positive
interesting matters of identity and heritage ,positive
seems content to dog-paddle in the mediocre end of the pool ,negative
a dazzling dream ,positive
always destined to be measured against anthony asquith 's acclaimed 1952 screen adaptation . ,positive
is so clumsily sentimental and ineptly directed it may leave you speaking in tongues . ,negative
that it 's hardly watchable ,negative
does n't take itself so deadly seriously ,positive
relentlessly depressing ,negative
audacity ,negative
"engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and ",positive
uniformly good ,positive
of embarrassment ,negative
"the emotion is impressively true for being so hot-blooded , and both leads are up to the task . ",positive
"is uncompromising , difficult and unbearably beautiful ",positive
the film itself is ultimately quite unengaging . ,negative
b-movie imagination ,negative
suitably kooky which should appeal to women and ,positive
is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd ,negative
"that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies ",positive
interesting social ,positive
spare dialogue and acute expressiveness ,positive
laughter and self-exploitation ,positive
comes up shorter than britney 's cutoffs . ,negative
clever in spots ,positive
this listless feature ,negative
quirky iranian drama secret ballot ,positive
impressive style ,positive
"well , it probably wo n't have you swinging from the trees hooting it 's praises , but ",negative
"this cloying , voices-from-the-other-side story ",negative
"'s clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long ",negative
trying to pass off as acceptable teen entertainment for some time now ,negative
"'s back in form , with an astoundingly rich film ",positive
"eloquent , reflective and beautifully ",positive
plots that never quite gel ,negative
exercise in sham actor workshops and an affected malaise . ,negative
is that there is never any question of how things will turn out ,negative
all the pleasure of a handsome and well-made entertainment ,positive
the cultural moat surrounding its ludicrous and contrived plot ,negative
will find millions of eager fans . ,positive
", bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world . ",positive
ca n't recommend it . ,negative
becomes a chore to sit through -- despite some first-rate performances by its lead ,negative
it 's likely to please audiences who like movies that demand four hankies ,positive
the barriers finally prove to be too great ,negative
"the asylum material is gripping , as are the scenes of jia with his family . ",positive
into a cinematic poem ,positive
typical junkie opera ,negative
"an intensely lived time , ",positive
"'s a movie that ends with truckzilla , for cryin ' out loud ",negative
is more fun than conan the barbarian . ,positive
highly entertaining ,positive
expresses our most basic emotions ,positive
a frustrating misfire ,negative
"memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual ",negative
"know if it wants to be a retro-refitting exercise in campy recall for older fans or a silly , nickelodeon-esque kiddie flick ",negative
the film runs on a little longer than it needs to -- muccino either does n't notice when his story ends or just ca n't tear himself away from the characters -- ,negative
"tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense . ",negative
who has come to new york city to replace past tragedy with the american dream ,positive
herzog simply runs out of ideas and ,negative
staggered from the theater and blacked out in the lobby ,negative
find that the road to perdition leads to a satisfying destination ,positive
"is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky . ",negative
's hardly over before it begins to fade from memory ,negative
"unspeakable , of course , barely begins to describe the plot and its complications . ",negative
an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs ,positive
is a small gem ,positive
most notable ,positive
from a woodland stream ,positive
"is not only a pianist , but a good human being ",positive
as a seven rip-off ,negative
"heroes would be a film that is n't this painfully forced , false and fabricated ",negative
mel brooks ' borscht belt schtick look sophisticated ,positive
"it has fun with the quirks of family life , but it also treats the subject with fondness and respect . ",positive
"is hilarious as she tries to resuscitate the fun-loving libertine lost somewhere inside the conservative , handbag-clutching sarandon . ",positive
"he took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long . ",negative
"'s both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen ",positive
having sucked dry the undead action flick formula ,negative
crowd-pleaser ,positive
"normally , rohmer 's talky films fascinate me , but when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes his films so memorable ",negative
", standard disney animated fare , with enough creative energy and wit to entertain all ages . ",positive
the only fun part of the movie is playing the obvious game . ,negative
rank ,negative
exudes the urbane sweetness that woody allen seems to have bitterly forsaken . ,positive
unblinkingly pure as the hours ,positive
highly engaging . ,positive
have a résumé loaded with credits like `` girl in bar # 3 ,negative
"be labeled ` hip ' , ` innovative ' and ` realistic ' ",positive
"have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie ",negative
"buoy the film , and at times , elevate it to a superior crime movie ",positive
less enjoyable ,negative
rude and profane ,negative
kim ki-deok seems to have in mind an ( emotionally at least ) adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested . ,negative
"expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape . ",negative
a sobering meditation ,positive
an admirable reconstruction of terrible events ,positive
"queen of the damned as you might have guessed , makes sorry use of aaliyah in her one and only starring role -- she does little here but point at things that explode into flame ",negative
"the film has the high-buffed gloss and high-octane jolts you expect of de palma , but what makes it transporting is that it 's also one of the smartest , most pleasurable expressions of pure movie love to come from an american director in years . ",positive
gifted korean american stand-up ,positive
's not as single-minded as john carpenter 's original ,negative
fragmentary ,negative
if you 're not deeply touched by this movie ,positive
that loses sight of its own story ,negative
of cliches that shoplifts shamelessly from farewell-to-innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence ,negative
"have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense . ",positive
south park ,positive
"if you love him , you 'll like it . ",positive
move over bond ,positive
jackson 's ,positive
all credibility flies out the window . ,negative
radiant ,positive
a huge heart ,positive
the ideal casting of the masterful british actor ian holm ,positive
quickly enters the pantheon of wreckage that includes battlefield earth and showgirls ,negative
present an unflinching look ,positive
do n't blame eddie murphy but ,negative
feels as if everyone making it lost their movie mojo . ,negative
deserved co-winner ,positive
", but to his legend ",positive
"jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad ",positive
great over-the-top moviemaking if you 're in a slap-happy mood ,positive
do n't add up to much more than trite observations on the human condition ,negative
it must be the end of the world : ,negative
"combined with so much first-rate talent ... could have yielded such a flat , plodding picture ",negative
m. night shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema ,negative
listless and ,negative
is too busy hitting all of its assigned marks to take on any life of its own . ,negative
about identity and alienation ,negative
duvall 's ,positive
short of profound characterizations ,positive
utter tripe ,negative
then it 's the perfect cure for insomnia . ,negative
"are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns ",positive
"a big , tender hug ",positive
sexiness ,positive
is consistently amusing and engrossing ... ,positive
slopped ` ,negative
returns de palma to his pulpy thrillers of the early '80s ,positive
cultural ,positive
on the wonderful acting clinic put on by spader and gyllenhaal ,positive
a contemptible imitator starring a `` snl '' has-been acting like an 8-year-old channeling roberto benigni ,negative
"for a story set at sea , ghost ship is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . ' ",negative
"( `` safe conduct '' ) is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage ",positive
some like it hot on the hardwood proves once again that a man in drag is not in and of himself funny . ,negative
remembered in the endlessly challenging maze of moviegoing ,positive
a fullness that does not negate the subject ,positive
become just another situation romance about a couple of saps stuck in an inarticulate screenplay ,negative
it is derivative ,negative
an eventual cult classic ,positive
bother with a contemptible imitator starring a `` snl '' has-been acting like an 8-year-old channeling roberto benigni ? ,negative
delivered in grand passion ,positive
barely register ,negative
sitting open too long ,negative
short and sweet ,positive
a glorious dose of humankind 's liberating ability ,positive
crossing-over ,positive
frustration ,negative
the cat 's meow ,positive
feces ,negative
"a stylish but steady , and ultimately very satisfying , piece of character-driven storytelling ",positive
"loses its fire midway , nearly flickering out by its perfunctory conclusion ",negative
"you 'll forget about it by monday , though , ",negative
one of the rarest kinds of films : ,positive
"'ll find it with ring , an indisputably spooky film ; with a screenplay to die for ",positive
overly long and worshipful bio-doc . ,negative
"a sour taste in one 's mouth , and little else ",negative
look so bad in a major movie ,negative
it 's definitely a step in the right direction . ,positive
does n't pummel us with phony imagery or music ,positive
to have been modeled on the worst revenge-of-the-nerds clichés the filmmakers could dredge up ,negative
capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries ,positive
"to make the film relevant today , without fully understanding what it was that made the story relevant in the first place ",negative
to term an `` ambitious failure ,negative
thrill ,positive
's provocative stuff ,positive
'd watch these two together again in a new york minute ,positive
"the action scenes have all the suspense of a 20-car pileup , while the plot holes are big enough for a train car to drive through -- if kaos had n't blown them all up . ",negative
the storyline and its underlying themes ... finally seem so impersonal or even shallow ,negative
volatile ,negative
is impressive for the sights and sounds of the wondrous beats the world has to offer ,positive
emerges from the simple fact that the movie has virtually nothing to show . ,negative
's hard to understand why anyone in his right mind would even think to make the attraction a movie . ,negative
shorter than britney 's cutoffs ,negative
i like about men with brooms and what is kind of special ,positive
just another combination of bad animation and mindless violence ... lacking the slightest bit of wit or charm . ,negative
perry 's good ,positive
the party favors to sober us up with the transparent attempts at moralizing ,negative
a bad sign ,negative
but none of which amounts to much of a story ,negative
", with increasingly amused irony , the relationship between reluctant captors and befuddled captives . ",positive
one of the smartest ,positive
act weird ,negative
"... in no way original , or even all that memorable , but as downtown saturday matinee brain candy , it does n't disappoint . ",positive
gaps in their relationships ,negative
tedious ,negative
"there are n't too many films that can be as simultaneously funny , offbeat and heartwarming ( without a thick shmear of the goo , at least ) , but `` elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases . ",positive
a convincing one ,positive
", biting and witty feature ",positive
"of the most creative , energetic and original comedies to hit the screen in years ",positive
the credits roll across the pat ending ,negative
"cheap , graceless , hackneyed sci-fi serials ",negative
a music scene that transcends culture and race ,positive
( `` safe conduct '' ) is a long movie at 163 minutes but ,positive
shallow styles ,negative
not good ,negative
"explode obnoxiously into 2,500 screens ",negative
a polished and vastly entertaining caper ,positive
a stunningly unoriginal premise ,negative
achieved ,positive
( the film 's ) taste for `` shock humor '' will wear thin on all but ,negative
tour de ,positive
it is not worth ,negative
( madonna 's ) denied her own athleticism by lighting that emphasizes every line and sag . ,negative
a riot ,positive
"a pleasing , ",positive
outtakes in which most of the characters forget their lines and ,negative
"apparently designed as a reverie about memory and regret , but the only thing you 'll regret is remembering the experience of sitting through it . ",negative
insufferably naive . ,negative
"in self-consciously flashy camera effects , droning house music and flat , flat dialogue ",negative
"skillfully assembled , highly polished and ",positive
pummel us with phony imagery or music ,negative
the worst movies ,negative
cut their losses ,negative
"what makes salton sea surprisingly engrossing is that caruso takes an atypically hypnotic approach to a world that 's often handled in fast-edit , hopped-up fashion . ",positive
effecting ,positive
a prolific director ,positive
it is n't that funny ,negative
"hard , endearing , caring , ",positive
ca n't help but feel ` stoked . ,positive
favors to sober us up with the transparent attempts at moralizing ,negative
by the incredibly flexible cast ,positive
"albeit a visually compelling one , ",positive
tiresomely simpleminded ,negative
sporadic dips ,positive
scary and sad ,negative
the sexual politics too smug ,negative
more sophisticated and ,positive
saccharine genre ,negative
grinning ,positive
hokey ,negative
a chinese film depict a homosexual relationship in a mature and frank fashion ,positive
nolan 's penetrating undercurrent ,positive
spreads itself too thin ,negative
"remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats ) ",negative
"better characters , some genuine quirkiness and at least ",positive
suffer ' ,negative
generally smart casting ,positive
break ,negative
"loud , ugly , irritating ",negative
is marveilleux . ,positive
lacks the charisma and ability ,negative
the emphasis on self-empowering schmaltz and ,negative
a ray of hope ,positive
"on the whole , you 're gon na like this movie . ",positive
"no charm , no laughs , no fun , no reason to watch . ",negative
been preferable ,positive
subjective ,negative
to a film about a family 's joyous life ,positive
overlong infomercial ,negative
"simplistic , silly and tedious . ",negative
its story is only surface deep ,negative
the dragons are the real stars of reign of fire and you wo n't be disappointed ,positive
"my least favorite emotions , especially when i have to put up with 146 minutes of it ",negative
may seem disappointing in its generalities ,negative
its initial excitement ,positive
"not even solondz 's thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it . ",negative
made literature literal without killing its soul ,positive
"'s not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd ",negative
no worse a film ,negative
intellectual and emotional ,positive
"an inventive , ",positive
it drowns in sap . ,negative
hypermasculine ,negative
leave the theater ,negative
"is a mormon family movie , and a sappy , preachy one at that ",negative
terminally bland ,negative
the none-too-original premise ,negative
the problem with all of this : it 's not really funny . ,negative
a low-rent retread ,negative
fierce grace ,positive
", while it may not rival the filmmaker 's period pieces , is still very much worth seeing ",positive
a different and emotionally reserved type of survival story ,positive
reaches ,negative
by forming a chain of relationships that come full circle to end on a positive ( if tragic ) note ,positive
dysfunctional drama ,negative
from-television movie that actually looks as if it belongs on the big screen ,positive
"this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton 's ever-watchful gaze -- and it 's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one . ",positive
"a lumbering , wheezy drag ",negative
is dudsville . ,negative
"who 's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness ",positive
the screenwriter responsible for one of the worst movies of one year ,negative
at times a bit melodramatic and even a little dated ( depending upon where you live ) ,negative
acting that could be any flatter ,negative
charismatic charmer ,positive
atypically hypnotic ,positive
"from the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line , `` besotted '' is misbegotten ",negative
the filmmakers found this a remarkable and novel concept ,positive
surprised at the variety of tones in spielberg 's work ,positive
fruitful ,positive
of middle eastern world politics ,positive
ca n't help but get caught up in the thrill of the company 's astonishing growth . ,positive
a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life ,positive
"talky , artificial and opaque ... an interesting technical exercise , but a tedious picture . ",negative
big trouble could be considered a funny little film . ,positive
"ought to pick up the durable best seller smart women , foolish choices for advice ",negative
edward burns ' best film ,positive
uses grant 's own twist of acidity to prevent itself from succumbing to its own bathos ,positive
artificial and opaque ,negative
overcooked soufflé ,negative
"marshall keeps the energy humming , and his edits , unlike those in moulin rouge , are crisp and purposeful without overdoing it . ",positive
") story becomes a hopeless , unsatisfying muddle ",negative
"... portrays young brendan with his usual intelligence and subtlety , not to mention a convincing brogue . ",positive
` zany ' does n't necessarily mean ` funny ,negative
of scorn ,negative
"sustain its initial promise with a jarring , new-agey tone creeping into the second half ",positive
short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil . ,positive
adorably ditsy but heartfelt ,positive
reveals how important our special talents can be when put in service of of others . ,positive
gutless direction ,negative
handed down from the movie gods ,positive
inside the wave ,positive
deeply pessimistic ,negative
to believe that anyone in his right mind would want to see the it ,negative
rewarded ,positive
"'s apparently nothing left to work with , sort of like michael jackson 's nose ",negative
"flaws , ",negative
"tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo ",negative
maladjusted teens in a downward narcotized spiral . ,negative
one of the most unpleasant things the studio has ever produced . ,negative
modestly surprising ,positive
... a funny yet dark and seedy clash of cultures and generations . ,positive
can aspire but none can equal ,negative
"so it 's not a brilliant piece of filmmaking , ",negative
grace this deeply touching melodrama . ,positive
every bad action-movie line in history ,negative
above all ,positive
equally impressive ,positive
just how much more grueling and time-consuming the illusion of work is than actual work ,negative
"thoughtless , ",negative
"memorable for a peculiar malaise that renders its tension flaccid and , ",negative
as dumb and cheesy ,negative
wanted to leave . ,negative
it 's crap on a leash -- far too polite to scale the lunatic heights of joe dante 's similarly styled gremlins . ,negative
"loud , violent and mindless ",negative
disquieting ,negative
"drags , underscoring the obvious ",negative
fulfilling practically every expectation either a longtime tolkien fan or a movie-going neophyte ,positive
of the world 's greatest teacher ,positive
"it may not be particularly innovative , ",negative
amoral assassin ,negative
"follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity ",negative
a natural sense for what works ,positive
"a very funny , heartwarming film ",positive
"outside of burger 's desire to make some kind of film , it 's really unclear why this project was undertaken ",negative
creepy and dead-on performance ,positive
never ,negative
is a failure ,negative
", there is almost nothing in this flat effort that will amuse or entertain them , either . ",negative
as such the film has a difficult time shaking its blair witch project real-time roots ,negative
glorified ,positive
"snapping it might have held my attention , but as it stands i ",negative
of lives lived in a state of quiet desperation ,positive
remains a perfect wildean actor ,positive
"the three leads produce adequate performances , but ",positive
relaxed in its perfect quiet pace and proud in its message . ,positive
when poor hermocrates and leontine pathetically compare notes about their budding amours ,negative
style-free ,negative
"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing handicap . ",negative
it does n't take itself so deadly seriously ,positive
how tedious ,negative
's the very definition of epic adventure . ,positive
"it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults ",positive
love song ,positive
is bravado -- to take an entirely stale concept and push it through the audience 's meat grinder one more time ,negative
abandon '' ,negative
"courtesy of john pogue , the yale grad who previously gave us `` the skulls '' ",positive
dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances ,positive
"is clear : not easily and , in the end , not well enough ",negative
war movies ,negative
a lot richer than the ones ,positive
"'s the kind of movie that , aside from robert altman , spike lee , the coen brothers and a few others , our moviemakers do n't make often enough ",positive
"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo . ",negative
attractive and talented actors ,positive
"juliette binoche 's sand is vivacious , but it 's hard to sense that powerhouse of 19th-century prose behind her childlike smile . ",positive
the best ` old neighborhood ' project ,positive
"first-class , natural acting and a look at `` the real americans '' make this a charmer . ",positive
pretentious mess ,negative
of the great crimes ,negative
the visceral excitement ,positive
often incisive satire and unabashed sweetness ,positive
"give shapiro , goldman , and bolado credit for good intentions ",positive
once again that he 's the best brush in the business ,positive
"this film , like the similarly ill-timed antitrust , ",negative
has a number of other assets to commend it to movie audiences both innocent and jaded . ,positive
's what makes it worth a recommendation ,positive
"excels because , unlike so many other hollywood movies of its ilk , it offers hope ",positive
intimate and socially encompassing ,positive
", notorious c.h.o. hits all the verbal marks it should . ",positive
powerful and astonishingly vivid holocaust drama ,positive
", eight crazy nights is a total misfire . ",negative
simply radiates star-power potential in this remarkable and memorable film . ,positive
"a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior ",negative
you never know where changing lanes is going to take you but it 's a heck of a ride ,positive
's kind of sad that so many people put so much time and energy into this turkey . ,negative
fairly revealing ,positive
"just bring on the battle bots , please ! ",positive
i see this piece of crap again ,negative
"do n't mind crappy movies as much as adults , provided there 's lots of cute animals and clumsy people . ",negative
get caught up in the thrill of the company 's astonishing growth ,positive
he 's just a sad aristocrat in tattered finery ,negative
"recommended -- as visually bland as a dentist 's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms ",negative
an entertainment destination ,positive
once subtle and visceral ,positive
seems endless . ,negative
his passion ,positive
"loose , unaccountable direction ",negative
a bad premise ,negative
wo n't have you swinging from the trees hooting it 's praises ,negative
to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as the grey zone ,negative
recite some of this laughable dialogue with a straight face ,positive
'd be hard pressed to think of a film more cloyingly sappy than evelyn this year ,negative
a formula that worked five years ago but has since lost its fizz ,negative
ever reaching the comic heights it obviously desired ,negative
"filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism ",positive
of a story that 's a lot richer than the ones hollywood action screenwriters usually come up with on their own ,positive
the most fragmented charms ,positive
takes every potential laugh and stiletto-stomps the life out of it . ,negative
biographical melodramas ,positive
cutes ,positive
never again is a welcome and heartwarming addition to the romantic comedy genre . ,positive
a screwed-up man who dared to mess with some powerful people ,negative
most enchanting film ,positive
the procession ,positive
naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation ,positive
we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity ,negative
really unclear ,negative
process of imparting knowledge . ,positive
"as for children , they wo n't enjoy the movie at all . ",negative
the credit for the film 's winning tone ,positive
love the opening scenes of a wintry new york city in 1899 ,positive
a sour taste in your mouth ,negative
the legendary wit 's ,positive
succeed merrily at their noble endeavor ,positive
portrayals ,negative
"simply stupid , irrelevant and ",negative
beat-the-clock thriller ,positive
"perfectly executed and wonderfully sympathetic characters , who are alternately touching and funny ",positive
's not funny ,negative
"takes a really long , slow and dreary time to dope out what tuck everlasting is about . ",negative
no charm ,negative
"is uncompromising , difficult and unbearably beautiful . ",positive
"kwan is a master of shadow , quietude , and room noise , and ",positive
as earnest as a community-college advertisement ,negative
storytelling feels slight . ,negative
"cut their losses -- and ours -- and retitle it the adventures of direct-to-video nash , and send it to its proper home ",negative
"the story itself it mostly told through on-camera interviews with several survivors , whose riveting memories are rendered with such clarity that it 's as if it all happened only yesterday ",positive
"captures the way young japanese live now , chafing against their culture 's manic mix of millennial brusqueness and undying , traditional politesse ",positive
", this one is a sweet and modest and ultimately winning story . ",positive
fills me with revulsion . ,negative
faithful ,positive
ol' ,positive
", double-pistoled , ballistic-pyrotechnic hong kong action ",positive
the code talkers deserved better than a hollow tribute . ,negative
does n't put you off ,positive
truly bad ,negative
will probably have a reasonably good time with the salton sea ,positive
a terrible adaptation ,negative
"unique , well-crafted psychological study ",positive
spider web . ,negative
", some of it is honestly affecting ",positive
betrayed by the surprisingly shoddy makeup work ,negative
their seats ,positive
"as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking ",positive
conspicuous ,negative
insensitivity ,negative
creep ,negative
"a bit exploitative but also nicely done , ",positive
frequent flurries of creative belly laughs ,positive
the greatest musicians ,positive
effective ,positive
ultimate scorsese film ,positive
"an unsettling , memorable cinematic experience that does its predecessors proud . ",positive
mystery devoid ,negative
so engagingly ,positive
bored by as your abc 's ,negative
the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script . ,positive
pretends to be a serious exploration of nuclear terrorism ,negative
"the town has kind of an authentic feel , but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial . ",negative
ick ' ,negative
"with nary an original idea ( or role , or edit , or score , or anything , really ) in sight ",negative
certainly does n't feel like a film that strays past the two and a half mark ,negative
goodness ,positive
"the film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport ",positive
"straightforward , emotionally honest ",positive
the sheer joy and pride they took in their work -- and in each other -- ,positive
combines the enigmatic features of ` memento ' ,positive
eventually the content is n't nearly as captivating as the rowdy participants think it is . ,negative
"other words , about as bad a film ",negative
... a pretentious mess ... ,negative
"to consider the unthinkable , the unacceptable , the unmentionable ",negative
the modern-day characters are nowhere near as vivid as the 19th-century ones . ,negative
an unprecedented tragedy ,negative
seems to have recharged him . ,positive
"a stirring tribute to the bravery and dedication of the world 's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us ",positive
movie rapes ,negative
this 65-minute trifle ,negative
in a downward narcotized spiral ,negative
the timeless spectacle ,positive
's a part of us that can not help be entertained by the sight of someone getting away with something ,positive
peculiarly ,negative
more repulsive ,negative
a script ( by paul pender ) made of wood ,negative
"the obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old hanna-barbera charm . ",negative
too crazy ,negative
", narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve . ",positive
"the following things are not at all entertaining : the bad sound , the lack of climax and , worst of all , watching seinfeld ( who is also one of the film 's producers ) do everything he can to look like a good guy ",negative
"the kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly ",positive
intense and engrossing head-trip ,positive
the film is visually dazzling ,positive
spellbinding fun and ,positive
cyndi lauper ,negative
"self-consciously flashy camera effects , droning house music and flat , flat dialogue ",negative
both overplayed and exaggerated ,negative
delectable ,positive
tom green stages his gags as assaults on america 's knee-jerk moral sanctimony ,negative
balances real-time rhythms ,positive
too cynical ,negative
a perfect performance that captures the innocence and budding demons within a wallflower ,positive
"it 's hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as the grey zone , but it 's equally hard to imagine anybody being able to tear their eyes away from the screen once it 's started . ",positive
as the lousy tarantino imitations have subsided ,negative
of a movie saddled with an amateurish screenplay ,negative
a retread of material already thoroughly plumbed by martin scorsese . ,negative
is as visceral as a gut punch ,positive
is always watchable . ,positive
"delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for . ",positive
this one feels like a life sentence ,negative
"somewhere inside the mess that is world traveler , there is a mediocre movie trying to get out . ",negative
the art direction and costumes are gorgeous and finely detailed ,positive
the human cost of the conflict that came to define a generation ,positive
( lin chung 's ) voice is rather unexceptional ,negative
uninspired story ,negative
