sentence,label_name
originality ,positive
exploitation flick ,negative
damage ,negative
a worthy entry ,positive
a huge sacrifice of character and mood ,negative
's already been too many of these films ... ,negative
it is hard to resist ,positive
it 's the worst movie of 2002 ,negative
it almost loses what made you love it ,negative
those famous moments ,positive
there 's something fishy about a seasonal holiday kids ' movie ... that derives its moment of most convincing emotional gravity from a scene where santa gives gifts to grownups . ,negative
rather brilliant ,positive
articulates the tangled feelings of particular new yorkers deeply touched by an unprecedented tragedy ,positive
a fair share ,positive
"self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy ",negative
who learns that believing in something does matter ,positive
"'re not likely to have seen before , but beneath the exotic surface ( and exotic dancing ) it 's surprisingly old-fashioned . ",negative
dreadfully short ,negative
by which all the queen 's men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen ,negative
seem graceless and ugly ,negative
since freddy got fingered ,negative
's kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers . ,positive
'' will leave you wanting to abandon the theater . ,negative
( and better ,positive
this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short . ,positive
"barry convinces us he 's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful . ",positive
quickly wears out its limited welcome ,negative
", but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons ",positive
may be burns 's strongest film since the brothers mcmullen . ,positive
all the best possible ways ,positive
between presiding over the end of cinema as we know it and another night of delightful hand shadows ,negative
with most of the big summer movies ,positive
"the strength and sense of freedom the iranian people already possess , with or without access to the ballot box ",positive
you 'll be rewarded with some fine acting . ,positive
comes far closer than many movies ,positive
fred schepisi 's tale of four englishmen facing the prospect of their own mortality views youthful affluence not as a lost ideal but a starting point . ,positive
"the filmmaker would disagree , but , honestly , i do n't see the point ",negative
ca n't possibly be enough ,negative
suck ,negative
", this somber cop drama ultimately feels as flat as the scruffy sands of its titular community . ",negative
intelligent and ,positive
the bellyaching of a paranoid and unlikable man ,negative
us to remember that life 's ultimately a gamble and last orders are to be embraced ,positive
some soul ,positive
", kinky fun ",positive
too long and ,negative
the execution ,negative
some deft ally mcbeal-style fantasy sequences ,positive
"crafted , ",positive
foul up ,negative
be a one-trick pony ,negative
of the worst movies of the year ,negative
visually stunning ,positive
turns out to be smarter and more diabolical than you could have guessed at the beginning . ,positive
fake backdrops ,negative
best didacticism ,positive
pulp melodrama ,negative
alarms for duvall 's throbbing sincerity and his elderly propensity for patting people while he talks ,negative
astounds ,positive
"the evocative imagery and gentle , lapping rhythms of this film ",positive
crafted a deceptively casual ode ,positive
a trove of delights ,positive
the highest production values you 've ever seen ,positive
", shafer and co-writer gregory hinton lack a strong-minded viewpoint , or a sense of humor . ",negative
shockingly bad and absolutely unnecessary ,negative
be captivated ,positive
", the film chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss . ",positive
", this film 's heart is even more embracing than monty , if only because it accepts nasty behavior and severe flaws as part of the human condition . ",positive
a film so graceless and devoid ,negative
a fragment of an underdone potato ,negative
"an uncluttered , resonant gem that relays its universal points without lectures or confrontations . ' ",positive
"the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart ",positive
an imaginative filmmaker ,positive
"( davis ) wants to cause his audience an epiphany , yet he refuses to give us real situations and characters . ",negative
fondly remembered as roman coppola 's brief pretentious period before going on to other films that actually tell a story worth caring about ,negative
there was ever a movie where the upbeat ending feels like a copout ,negative
", unfortunately , is a little too in love with its own cuteness ",negative
aggressively anti-erotic ,negative
the story does seem pretty unbelievable at times ,negative
"like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy ",negative
the lack of naturalness makes everything seem self-consciously poetic and forced ... it 's a pity that ( nelson 's ) achievement does n't match his ambition ,negative
also comes with the laziness and arrogance of a thing that already knows it 's won . ,negative
is a great deal of fun ,positive
's an utterly static picture ,negative
a glimmer of intelligence or invention ,positive
"you may think you have figured out the con and the players in this debut film by argentine director fabian bielinsky , but while you were thinking someone made off with your wallet . ",negative
struggled ,negative
lifts blue crush into one of the summer 's most pleasurable movies ,positive
the pushiness and decibel volume ,negative
"rife with the rueful , wry humor springing out of yiddish culture and language . ",positive
among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation ,negative
a series of riveting set pieces ,positive
may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar . ,negative
"that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project ",negative
rival the filmmaker 's period pieces ,positive
that has something a little more special behind it : music that did n't sell many records but helped change a nation ,positive
lies ... ,negative
the very hollowness of the character he plays ,negative
stop eric schaeffer before he makes another film ,negative
an actress ,positive
"unlike many revenge fantasies , it ultimately delivers ",positive
", endearing , masterful ",positive
"the film boasts at least a few good ideas and features some decent performances , ",positive
to have decades of life as a classic movie franchise ,positive
favor of tradition and warmth ,positive
funny and touching film ,positive
aims so low ,negative
talky ,positive
the movie is powerful and provocative . ,positive
the vital action sequences ,positive
the way ,positive
overcomes its visual hideousness ,negative
fairly trite ,negative
wears ,negative
capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance . ,negative
", in the history of the academy , people may be wondering what all that jazz was about `` chicago '' in 2002 . ",negative
to the scuzzy underbelly of nyc 's drug scene ,negative
even more remarkable ,positive
bland hotels ,negative
old disease-of-the-week small-screen melodramas ,negative
` fatal attraction ' for the teeny-bopper set ,negative
"very well-meaning movie , ",positive
no unifying rhythm or visual style ,negative
like any good romance ,positive
"... a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll . ",positive
"schaeffer is n't in this film , which may be why it works as well as it does . ",positive
draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss ,positive
you like peace ,positive
demonstrates a vivid imagination and an impressive style that result in some terrific setpieces . ,positive
"humor about itself , a playful spirit and a game cast ",positive
"'s , it 's simply unbearable ",negative
stranded ,negative
"that will be best appreciated by those willing to endure its extremely languorous rhythms , waiting for happiness ",negative
carmichael ,positive
works more often than it does n't ,positive
that illustrates why the whole is so often less than the sum of its parts in today 's hollywood ,negative
point at things that explode into flame ,negative
", crossroads comes up shorter than britney 's cutoffs . ",negative
tsai has a well-deserved reputation as one of the cinema world 's great visual stylists ,positive
chillingly effective ,positive
if routine action and jokes like this are your cup of tea ,negative
grisly ,negative
that celebi could take me back to a time before i saw this movie ,negative
"love , family ",positive
only seems to care about the bottom line ,negative
a halfwit plot ,negative
"the picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but ",positive
nary a glimmer of self-knowledge ,negative
paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear ,positive
"buy is an accomplished actress , and this is a big , juicy role ",positive
"simply stupid , ",negative
"despite its faults , gangs excels in spectacle and pacing . ",positive
fit all of pootie tang in between its punchlines ,negative
is hard to care ,negative
lovingly ,positive
certainly was n't feeling any of it ,negative
a compelling and horrifying story ,positive
major acting lessons and maybe a little coffee ,negative
an increasingly important film industry ,positive
more attuned to the anarchist maxim that ` the urge to destroy is also a creative urge ' ,positive
great director ,positive
trashy ,negative
where the characters ' moves are often more predictable than their consequences ,negative
hanukkah ,positive
"self-hating , self-destructive ways ",negative
is bad ,negative
one look at a girl in tight pants and big tits and you turn stupid ,negative
often hilarious ,positive
is sorely lacking . ,negative
hard to like a film so cold and dead ,negative
"... the good and different idea ( of middle-aged romance ) is not handled well and , except for the fine star performances , there is little else to recommend `` never again . '' ",negative
unflappable air ,positive
"cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release ",negative
"while scorsese 's bold images and generally smart casting ensure that `` gangs '' is never lethargic , the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about . ",negative
there 's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles . ,positive
should be probing why a guy with his talent ended up in a movie this bad ,negative
most touching movie of recent years ,positive
nothing more or less than an outright bodice-ripper -- it should have ditched the artsy pretensions and revelled in the entertaining shallows . ,negative
", guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster . ",positive
"are the hallmark of this bittersweet , uncommonly sincere movie that portrays the frank humanity of ... emotional recovery . ",positive
"a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast ",positive
funny ( sometimes hilarious ) comedy ,positive
exhilarating but blatantly biased . ,positive
pushes all the demographically appropriate comic buttons . ,positive
vulgar ,negative
worst titles ,negative
lacks even the most fragmented charms i have found in almost all of his previous works ,negative
nearly epic ,positive
joyous documentary ,positive
"skin of man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults ",positive
", if disingenuous , ",negative
sedate ,negative
to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor ,positive
"subtle , and resonant ",positive
why i have given it a one-star rating ,negative
the biggest problem i have ,negative
before the plot kicks into gear ,positive
flimsy flicks ,negative
an arcane area of popular culture ,positive
"a gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative hollywood practices . ",positive
're most likely to find on the next inevitable incarnation of the love boat ,negative
"the hard-to-predict and absolutely essential chemistry between the down-to-earth bullock and the nonchalant grant proves to be sensational , ",positive
"a solid , anguished performance that eclipses nearly everything else she 's ever done ",positive
with cardboard characters and performers ,negative
"seeing himself in the other , ",positive
grows on you -- like a rash ,negative
of intelligent humor ,positive
would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head ,negative
assurance worthy ,positive
the under-7 crowd ,positive
all the movie 's narrative gymnastics ca n't disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling . ,negative
this in-depth study of important developments of the computer industry should make it required viewing in university computer science departments for years to come . ,positive
ability to make its subject interesting to those who are n't part of its supposed target audience ,positive
an off-beat and fanciful film ,positive
sophomore effort ,negative
it eventually works its way up to merely bad rather than painfully awful . ,negative
"ai n't art , ",negative
a negligible work ,negative
mawkish dialogue ,negative
it 's been done before but never so vividly or with so much passion . ,positive
", can prevent its tragic waste of life ",negative
how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering ,negative
"a chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness ",positive
fluke ,negative
with revulsion ,negative
"incompetent , incoherent or ",negative
from a bygone era ,negative
where the bizarre is credible and the real turns magical ,positive
a sentimental but entirely irresistible portrait of three aging sisters . ,positive
is simply no doubt that this film asks the right questions at the right time in the history of our country . ,positive
"'s hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress ",negative
", while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction . ",positive
lot funnier ,positive
so horrendously confusing ,negative
enormous packages ,positive
a shakespearean tragedy ,negative
"although fairly involving as far as it goes , the film does n't end up having much that is fresh to say about growing up catholic or , really , anything . ",negative
"an action/thriller of the finest kind , evoking memories of day of the jackal , the french connection , and heat . ",positive
"heavy-handed , manipulative ",negative
'm not sure which will take longer to heal : the welt on johnny knoxville 's stomach from a riot-control projectile or my own tortured psyche ,negative
with stunning animation ,positive
does a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past . ' ,positive
unwary viewers ,negative
strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama ,positive
are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach . ,negative
unfunny comedy ,negative
a terrible strength ,positive
an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people ,positive
"poetic , heartbreaking . ",positive
wastes its time ,negative
"'s the plot , and a maddeningly insistent and repetitive piano score that made me want to scream ",negative
good-natured fun ,positive
"enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games . ",positive
its soul ,positive
", another gross-out college comedy -- ugh . ",negative
"as beautiful , desirable , ",positive
in such a gloriously goofy way ,positive
"made , on all levels , that it does n't even qualify as a spoof of such ",negative
exaggerated action ,negative
is : ` scooby ' do n't ,negative
comfortable ,positive
elegantly produced and expressively performed ,positive
finds warmth in the coldest environment ,positive
undistinguished attempt to make a classic theater piece ,negative
edge ,positive
throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit ,positive
the effort is sincere ,positive
overwhelming pleasure ,positive
the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans . ,positive
"it is dark , brooding and slow , and takes its central idea way too seriously . ",negative
inspired ,positive
the problematic characters ,negative
", inconsistent , dishonest ",negative
extremely unpleasant film ,negative
their way around this movie directionless ,negative
some phenomenal performances ,positive
succeed in producing that most frightening of all movies -- a mediocre horror film too bad to be good and too good to be bad . ,negative
romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong . ,negative
own ambitious goals ,positive
well-executed ,positive
becomes long and tedious like a classroom play in a college history course . ,negative
has created a beautiful canvas ,positive
was being attempted here that stubbornly refused to gel ,negative
"both shrill and soporific , and because everything is repeated five or six times ",negative
for a summer of good stuff ,positive
its grand locations ,positive
establishes its ominous mood and tension ,positive
being `` in the mood '' to view a movie as harrowing and ,negative
a choppy ending ,negative
"tell you how tedious , ",negative
simply runs out of ideas ,negative
"they 're merely signposts marking the slow , lingering death of imagination . ",negative
"a guilty-pleasure , daytime-drama sort of fashion ",positive
is better-focused than the incomprehensible anne rice novel it 's based upon ,positive
delivers a perfect performance that captures the innocence and budding demons within a wallflower . ,positive
freeman ca n't save it ,negative
was painful ,negative
does a splendid job of racial profiling hollywood style -- casting excellent latin actors of all ages -- a trend long overdue ,positive
'm left slightly disappointed that it did n't ,negative
"is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny . ",positive
work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative ,negative
"an important , original talent in international cinema ",positive
", wendigo , larry fessenden 's spooky new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films . ",positive
"revel in those visual in-jokes , as in the film 's verbal pokes at everything from the likes of miramax chief harvey weinstein 's bluff personal style to the stylistic rigors of denmark 's dogma movement ",positive
the bizarre is credible ,positive
with a core of decency ,positive
far too cliched ,negative
painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory ,negative
has n't progressed as nicely as ` wayne . ' ,negative
"not only a coming-of-age story and cautionary parable , but also a perfectly rendered period piece . ",positive
"you come away thinking not only that kate is n't very bright , but that she has n't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another . ",negative
standard crime drama fare ... instantly forgettable and thoroughly dull ,negative
viewers will wish there had been more of the `` queen '' and less of the `` damned . '' ,negative
"to be anything but frustrating , boring , and forgettable ",negative
dreary movie . ,negative
that not only blockbusters pollute the summer movie pool ,negative
's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic ,negative
a cleverly ,positive
's waltzed itself into the art film pantheon . ,positive
always surprising ,positive
looking at his 12th oscar nomination ,positive
great acting ,positive
a weird fizzle ,negative
"as an introduction to the man 's theories and influence , derrida is all but useless ; ",negative
good music ,positive
of cinema 's directorial giants ,positive
a serious debt to the road warrior ,positive
for most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche . ,positive
funny situations ,positive
invitingly upbeat overture ,positive
masterful ,positive
adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking ,positive
"saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) ",negative
watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination ,negative
it 's a crime movie made by someone who obviously knows nothing about crime ,negative
that leads up to a strangely sinister happy ending ,positive
"cheapo animation ( like saturday morning tv in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and japanese names ",negative
"light-heartedness , that makes it attractive throughout ",positive
"gets vivid , convincing performances from a fine cast , ",positive
"witless , pointless , tasteless and idiotic ",negative
"a cheap thriller , a dumb comedy ",negative
"... a movie that , quite simply , should n't have been made . ",negative
uncomfortable movie ,negative
crocodile hunter steve irwin do what he does best ,positive
offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film . ,positive
to his son 's home ,positive
demonstrates just how far his storytelling skills have eroded . ,negative
chronically mixed signals ,negative
forget that they are actually movie folk ,positive
a clever script and skilled actors bring new energy to the familiar topic of office politics . ,positive
be more genial than ingenious ,negative
lumbering ,negative
by the sick sense of humor ,negative
"if george romero had directed this movie , it would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head ",negative
"helped give a spark to `` chasing amy '' and `` changing lanes '' falls flat as thinking man cia agent jack ryan in this summer 's new action film , `` the sum of all fears ",negative
screwball ideas ,negative
the group 's playful spark of nonconformity ,positive
might not have noticed ,negative
in the middle of hopeful ,positive
derailed by bad writing and ,negative
"good , achingly human ",positive
"swear that you 've seen it all before , even if you 've never come within a mile of the longest yard ",negative
crafted but ultimately hollow mockumentary . ,negative
are really going to love the piano teacher . ,positive
that 's a liability . ,negative
"was , uh , michael zaidan , was supposed to have like written the screenplay or something ",negative
punching up the mix ,positive
an ultra-loud blast ,positive
"is n't heated properly , so that it ends up ",negative
beautifully ,positive
a fascinating little thriller ,positive
its best moments ,positive
seeking an existent anti-virus ,positive
"none of this is very original , and it is n't particularly funny . ",negative
clever ways ,positive
"satin rouge is not a new , or inventive , journey , but it 's encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity ",positive
is slow to those of us in middle age ,negative
a really funny movie ,positive
it 's also not smart or barbed enough for older viewers ,negative
lacks balance ... and fails to put the struggle into meaningful historical context . ,negative
pleasures ,positive
's simply unbearable ,negative
it 's a satisfying summer blockbuster and worth a look . ,positive
's icky ,negative
that shoplifts shamelessly from farewell-to-innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence ,negative
"a bittersweet contemporary comedy about benevolent deception , which , while it may not rival the filmmaker 's period pieces , is still very much worth seeing ",positive
a.c. will help this movie one bit ,positive
( l ) ame and unnecessary . ,negative
little gem ,positive
that embraces its old-fashioned themes and ,positive
convincing intelligence ,positive
"is truly funny , ",positive
all the filmmakers need to do ,positive
"jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe ",negative
clichés and mawkish dialogue ,negative
"it looks good , sonny ",positive
a smile ,positive
"... an incredibly heavy-handed , manipulative dud that feels all too familiar . ",negative
"assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low ",negative
rises to its clever what-if concept ,positive
"dumb gags , anatomical humor , or character cliches ",negative
"leave the auditorium feeling dizzy , confused , and totally disorientated ",negative
a cheat in the end ,negative
"is moody , oozing , chilling and heart-warming all at once ... ",positive
brutally labored and unfunny hokum ,negative
", brooding and slow ",negative
possibly will enjoy it ,positive
that the debate it joins is a necessary and timely one ,positive
thoroughly entertaining ,positive
just how much more grueling and time-consuming ,negative
fails to fascinate ,negative
more enjoyable than i expected ,positive
change hackneyed concepts when it comes to dreaming up romantic comedies ,negative
-- and not in a good way ,negative
nor truly edgy -- merely crassly flamboyant and comedically labored . ,negative
"'s unfortunate that wallace , who wrote gibson 's braveheart as well as the recent pearl harbor , has such an irrepressible passion for sappy situations and dialogue ",negative
"dazzling , remarkably unpretentious ",positive
unique way shainberg ,positive
so meditative and lyrical about babak payami 's boldly quirky iranian drama secret ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics ,positive
has clever ways of capturing inner-city life during the reagan years ,positive
a domestic melodrama with weak dialogue and biopic cliches . ,negative
about rubbo 's dumbed-down tactics ,negative
no film could possibly be more contemptuous of the single female population . ,negative
that watching it leaves you giddy ,positive
as much of a mess as this one ,negative
contrived pastiche of caper clichés . ,negative
"just another teen movie , ",negative
a liability ,negative
for industrial-model meat freezers ,negative
"while american adobo has its heart ( and its palate ) in the right place , its brain is a little scattered -- ditsy , even . ",negative
"written so well , that even a simple `` goddammit ",positive
the small moments ,positive
go see this delightful comedy . ,positive
bring on the sequel ,positive
convey a sense of childhood imagination ,positive
the actors try hard but come off too amateurish and awkward . ,negative
without a fresh infusion of creativity ,negative
the distinct and very welcome sense ,positive
scream ,negative
faith in the future ,positive
"-- a film less about refracting all of world war ii through the specific conditions of one man , and more about that man ",positive
how long will filmmakers copy the `` saving private ryan '' battle scenes before realizing steven spielberg ,negative
right to be ,positive
"but the problem with wendigo , for all its effective moments , is n't really one of resources . ",negative
an authentic feel ,positive
start reading your scripts before signing that dotted line ,negative
"in the real world , an actor this uncharismatically beautiful would have a résumé loaded with credits like `` girl in bar # 3 . '' ",negative
waited three years with breathless anticipation for a new hal hartley movie ,positive
that educates viewers with words and pictures while entertaining them ,positive
at least passably real ,positive
the pretensions -- and disposable story -- sink the movie . ,negative
"filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing ",positive
living hell ,negative
"starts promisingly but disintegrates into a dreary , humorless soap opera . ",negative
coupled with pitch-perfect acting ,positive
( has ) an immediacy and an intimacy that sucks you in and dares you not to believe it 's all true . ,positive
at its best moments ,positive
attempts and often achieves a level of connection and concern ,positive
get to an imitation movie ,negative
it 's not a brilliant piece of filmmaking ,negative
derisive ,negative
", it 's a pretty good execution of a story that 's a lot richer than the ones hollywood action screenwriters usually come up with on their own . ",positive
the worst movie i 've seen this summer ,negative
"lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank ",negative
a wet burlap sack of gloom ,negative
compliment ,positive
to see if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks ,negative
entertaining movie ,positive
a riot-control projectile or my own tortured psyche ,negative
way too full of itself ,negative
an acidic all-male all about eve ,negative
greatest play ,positive
shot on ugly digital video ,negative
quite good at providing some good old fashioned spooks . ,positive
", spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world . ",positive
"satisfies , ",positive
implodes ,negative
"a very slow , uneventful ride around a pretty tattered old carousel . ",negative
's most weirdly engaging and unpredictable character pieces ,positive
to believe that a life like this can sound so dull ,negative
lush ,positive
uncommonly pleasurable ,positive
were insulted ,positive
may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar ,negative
"a real winner -- smart , funny , subtle , and resonant ",positive
understand her choices ,positive
"much colorful eye candy , including the spectacle of gere in his dancing shoes ",positive
do we have that same option to slap her creators because they 're clueless and inept ,negative
"anything ever , and easily the most watchable film of the year ",positive
"'s funny and human and really pretty damned wonderful , all at once ",positive
should please fans of chris fuhrman 's posthumously published cult novel . ,positive
"'s a dull girl , that 's all . ",negative
made all too clear in this schlocky horror/action hybrid ,negative
"a faulty premise , ",negative
that relies on more than special effects ,positive
( like saturday morning tv in the '60s ) ,positive
", undisputed scores a direct hit . ",positive
one of ( witherspoon 's ) better films ,positive
"'s about as convincing as any other arnie musclefest , ",negative
're convinced that this mean machine was a decent tv outing that just does n't have big screen magic . ,negative
's pretty stupid ,negative
bitter italian comedy ,negative
incisive and sensitive ,positive
these people ,negative
"with a sour taste in one 's mouth , and little else ",negative
disgusting to begin with ,negative
its core ,positive
one of the worst movies of one year ,negative
) homage ,positive
the conventional science-fiction elements of bug-eyed monsters ,negative
should be interesting ,positive
own languorous charm ,positive
crude humor and vulgar innuendo ,negative
", it also represents glossy hollywood at its laziest . ",negative
a real winner ,positive
give a second look if we passed them on the street ,positive
the charms of the lead performances ,positive
"jagger , stoppard and director michael apted ... deliver a riveting and surprisingly romantic ride . ",positive
much of what we see is horrible ,negative
clueless ,negative
intimidated by both her subject matter ,negative
my greatest pictures ,positive
"of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original ",negative
unassuming ,negative
been told and retold ,negative
service of of others ,positive
"fresh , sometimes funny , and usually genuinely worthwhile ",positive
is banal in its message and the choice of material ,negative
"imagine the cleanflicks version of ` love story , ' with ali macgraw 's profanities replaced by romance-novel platitudes . ",negative
is to see two academy award winning actresses ( and one academy award winning actor ) succumb to appearing in this junk that 's tv sitcom material at best ,negative
miller comes at film with bracing intelligence and a vision both painterly and literary . ,positive
"a compelling yarn , but not quite a ripping one . ",positive
"the entire point of a shaggy dog story , of course , is that it goes nowhere , and ",negative
"you 're looking for a smart , nuanced look at de sade and what might have happened at picpus ",positive
skirts around any scenes that might have required genuine acting from ms. spears ,negative
where one 's imagination will lead when given the opportunity ,positive
"looked like crap , ",negative
"the hurried , badly cobbled look ",negative
dramatic substance ,positive
disingenuous ,negative
're looking for something new and hoping for something entertaining ,positive
"it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie ",negative
"never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class . ",negative
drown a viewer in boredom ,negative
is both a snore and utter tripe ,negative
each of these stories has the potential for touched by an angel simplicity and sappiness ,negative
as rewarding ,positive
the plot ( other than its one good idea ) and the movie 's inescapable air of sleaziness ,negative
"a boring , pretentious waste ",negative
", it could have been a thinking man 's monster movie ",negative
offers a desperately ingratiating performance . ,positive
could n't have done any better in bringing the story of spider-man to the big screen ,positive
intriguing and stylish . ,positive
going out and enjoying the big-screen experience ,positive
goes to absurd lengths ,negative
to a higher level ,positive
the usual movie rah-rah ,negative
the premise itself is just sooooo tired . ,negative
from the guy-in-a-dress genre ,negative
"delivers the goods and audiences will have a fun , no-frills ride ",positive
"does n't take a rocket scientist to figure out that this is a mormon family movie , and a sappy , preachy one at that ",negative
ca n't stand ,negative
"is an exercise in chilling style , and twohy films the sub , inside and out , with an eye on preserving a sense of mystery . ",positive
"takes care with the characters , who are so believable that you feel what they feel ",positive
clichéd and shallow ,negative
mandy moore leaves a positive impression ,positive
who ca n't act ,negative
stifling morality tale ,negative
is as conventional as can be ,negative
no-surprise series ,negative
yearning for adventure and a chance to prove his worth ,positive
very interesting and ,positive
"children 's entertainment , superhero comics , and japanese animation ",positive
"real-life basis is , in fact , so interesting that no embellishment is ",positive
