Aspect Category,News Headlines
Sports,سعودي پرو ليگ جي جاري مقابلن ۾ ڪرسٽيانو رونالڊو جي ٽيم النصر 4 گولن تان الرائد کي شڪست ڏئي ڇڏي آهي.
Crime,تحفظ لاءِ اپيلون ڪندڙ هادي بخش کي تحفظ نه مليو ۽ چئن ڪلاڪن بعد ڪورٽ ٻاهران قتل ٿي ويو.
Crime,سيوهڻ ۾ پوليس ڪارروائي، نوجوان جي قتل ۾ ملوث 3 جوابدار گرفتار.
Politics,ايم ڪيو ايم آدمشماري نتيجن کي رد ڪري ڇڏيو
Politics,هن چيو ته ڪجهه ماڻهو آئين کان ٻاهر وڃڻ جي ڪوشش ڪري رهيا آهن ۽ ڪجهه آئين پرست ماڻهو آئين سان کيڏي رهيا آهن.
Politics,سڀ ڪنڌ جهڪائي بيهندا ته اها ڳالهه بادشاهت ۽ آمريت ٿي ويندي، قسمين قسمين آرڊر جاري ٿيندا آهن، خبر ناهي ڪنهن کي بي وقوف بڻائي رهيا آهيو. هن چيو ته پاڻمرادو نوٽيس جي شق مظلومن لاءِ رکي وئي، ڪنهن کي فائدو ڏيڻ لاءِ نه. اهو انتهائي احتياط سان استعمال ڪرڻ گهرجي.
Politics,سلامتي ڪميٽي سڀني تي زور ڏنو ته هو ملڪ جي سلامتي ۽ استحڪام لاءِ پنهنجو ڪردار ادا ڪن. ٻئي طرف اجلاس کان اڳ پارلياماني اڳواڻن جو اجلاس ٿيو، جنهن ۾ خالد مقبول صديقي، اسلم ڀوتاڻي، خالد مگسي، خرم دستگير، قانون واري وفاقي وزير نذير تارڙ ۽ ٻين اڳواڻن شرڪت ڪئي.
Sports,هن چيو ته ايشين ڪرڪيٽ ڪائونسل 15 مئي تائين جواب ڏيڻ جو چيو، بنگلاديش اي سي سي اجلاس دوران چيو ته پاڪستان کانسواءِ ايشيا ڪپ نه ٿيندو.
Sports,فهد مصطفيٰ جي روز 150 ڇڪا هڻندڙ بيٽر تي تنقيد!
Sports,ٽيم مئنيجمنٽ جا فيصلا حفيظ کي متاثر نه ڪري سگهيا، تنقيد
Politics,"سنڌ حڪومت 42000 کان وڌيڪ اسڪول هلائي ٿي، جيڪي صوبي جي اڪثر اسڪولن جي نمائندگي ڪن ٿا ۽ SEF سان گڏيل طور تي 2,600 اسڪول هلائين ٿا."
Crime,بلال ڪاڪا قتل ڪيس، جوابدار 7 ڏينهن جي رمانڊ تي پوليس حوالي
Politics,پرڏيهي وزارت چيو ته صدارتي محل تي حملي جو جواب ضرور ڏنو ويندو، ڪو به شڪ ناهي ته حملي پٺيان يوڪرين جو هٿ آهي.
Crime,پوليس رڳو دعوائون ڪرڻ ۾ پوري آهي ڇو ته اسٽريٽ ڪرائمز ۾ ڪا جوڳي گهٽتائي ڪونه آئي آهي
Sports,راولپنڊي ( ويب ڊيسڪ ) پاڪستان ۽ نيوزيلينڊ جي ڪرڪيٽ ٽيمن وچ ۾ پنج هڪ ڏينهن وارين ميچن تي ٻڌل سيريز جي پهرين ميچ خميس تي کيڏي ويندي.
Sports,ٽيسٽ ڪرڪيٽر اسد شفيق به ڪراچي يونيورسٽي ۾ داخلا وٺي ڇڏي
Politics,چيف جسٽس بائيڪاٽ ختم ڪرڻ بابت لکت ۾ آگاهي ڏيڻ تائين حڪومتي اتحاد جي وڪيلن کي ٻڌڻ کان انڪار ڪري ڇڏيو،
Sports,ڏکڻ آفريقا جي ورلڊ ڪپ ۾ ڪواليفائي بعد وانڊلي گووايو کي وايٽ بال ڪوچ مقرر
Politics,ڀارت ۾ ”گجرات جو ڪاسائي“ جو گوڙ، مودي جي وڊيو ٻائتال، مظاهرا
Crime,ڏاهلي ۾ نوجوان ناري جو کوهه مان لاش مليو
Sports,پاڪستاني بالرن مان علي اسفند ۽ عرفات منهاس 3،3 وڪيٽون ورتيون. هوڏانهن محفوظ الرحمان 4 وڪيٽون وٺڻ باوجود بنگلاديش کي شڪست کان بچائڻ ۾ ناڪام رهيو آهي.
Politics,سپريم جوڊيشل ڪائونسل ۾ ايڊووڪيٽ ميان دائود طرفان داخل ڪرايل ريفرنس ۾ موقف اختيار ڪيو ويو آهي ته جسٽس مظاهر نقوي بدانتظامي ڪئي، غير قانوني اثاثا ٺاهيا ۽ فرنٽ مين ذريعي غير قانوني دولت گڏ ڪئي.
Politics,ڪريملن جي ترجمان اڄ پنهنجي هڪ بيان ۾ چيو آهي ته محل تي ڊرون حملي جو ذميوار آمريڪا اهي ڇو جو يوڪرين جا قدم آمريڪا طرفان منظور ٿيل آهن.
Politics,ڌاڙيل راڄ آهي، سنڌ جو عوام نئون صوبو ٺهڻ نه ڏيندو: راشد محمود
Politics,پاڪستان ۽ نواز شريف اڳ کان وڌيڪ طاقت سان واپسي ڪندا: مريم نواز
Crime,ايس ايس پي گهوٽڪي جو چوڻ آهي ته پوليس جي ڪنهن به گاڏي کي نقصان ناهي ٿيو،
Politics,پاڪستان جي فلمي شخصيتن کي گذريل ٽن ڏينهن کان ملڪ ۾ جاري حالتن تي تمام گهڻي ڳڻتي ورائي وئي آهي، جن پريشاني واريون پوسٽون پڻ شيئر ڪيون آهن
Crime,هن چيو ته گرفتار دهشتگردن ۾ عبدالعزيز ۽ مهراڻ حبيب شامل آهن، دهشتگرد ٻئي حملي جي رٿابندي ڪري رهيا هئا، دهشتگردن احسان آباد ۾ روپوشي اختيار ڪئي، حملي ۾ استعمال ٿيل هٿيار ٽانڪ مان گهرايا ويا.
Politics,شهري ويب سائيٽ تي پورٽل ذريعي آدمشماري ۾ داخلا ڪري سگهن ٿا: اليڪشن ڪميشن
Crime,ان موقعي تي صحافين سان ڳالھائيندي هنن چيو ته خانواھڻ ٿاڻي جي حد ۾ گذريل 15 ڏينھن ۾ 20 کان مٿي چوريون ۽ ڦرون ٿي چڪيون آھن پر ايس ايڇ او ننڊ پيل آهي، ھن وقت تائين چوري يا ڦر ٿيل سامان واپس نه ٿيو آهي، ٻن ڏينهن کان احتجاج ڪري رهيا آهيون پر پوليس جي ڪن تي جون به نٿي چري.
Crime,نوابشاهه جي موبائيل مارڪيٽ ۾ تيزاب جو حملو، هڪ ڄڻو زخمي.
Crime,”ڪراچي جي عورت گهر گهرائيندي هئي“ همراهه سان وڏي ٺڳي !
Politics,بعد ۾ تنوير الياس جي وڪيلن طرفان نئين درخواست داخل ڪئي وئي، جنهن کي سپريم ڪورٽ اڄ شنوائي لا مقرر ڪري ڇڏيو
Politics,شهيد ذوالفقار علي ڀٽو پاڪستان جي ايٽمي پروگرام جو بنياد رکيو، بلاول ڀٽو زرداري، آصفه ڀٽو زرداري ڳڙهي خدابخش ۾ شهيد ذوالفقار علي ڀٽو جي مزار تي حاضري ڀريندا،
Politics,وفاقي وزير چيو ته عمران خان مذمت نه ڪري، دهشتگردي جي مرڪز زمان پارڪ ۾ لڪل دهشتگرد قانون جي حوالي ڪري.
Politics,لڳندو هو ملڪ جا سڄڻ هِن مونسان ائين نه ڪندا، رياست قانون کان مٿانهين آهي: عمران خان
Sports,2022ع ۾ بابر اعظم سرگار فيلڊ سوبرز ڪرڪيٽر آف دي ايئر 2022ع بھ پنھنجي نالي ڪيو ويو، 2020 ۾ بابر اعظم پاڪستان جي ويليو ايبل ڪرڪيٽ آف دي ايئر جو ايوارڊ حاصل ڪيو.
Sports,سنگاڪارا ۽ مهيلا سان گڏ کيڏيو آهيان، پونٽنگ مون ۾ ڪجهه ڏسي پوءِ تعريف ڪئي آهي : بابر اعظم
Politics,ڀارت والاريل ڪشمير ۾ مقامي اليڪشن ۽ سياسي حق بحال ڪري: آمريڪا
Politics,قومي اسيمبلي ۾ پنهنجي تقرير ڪندي خواجا آصف چيو ته پارليامينٽ جي ميمبرن کان شڪايت آهي ته هو ججن جو نالو وٺي تنقيد ڪن ٿا
Sports,آسٽريليا ٻئي ون ڊي ۾ ڀارت کي 10 رنسن تان شڪست ڏئي بدلو وٺي حساب برابر ڪري ڇڏيو آهي.
Sports,برطانوي ميڊيا موجب نجم سيٺي جي بيان کانپوءِ مڪي آرٿر ڊربي شائر جي سربراهه کي پنهنجو موقف واضح ڪري ڇڏيو، هيڊ ڪوچ ٿيڻ تي مڪي آرٿر پاڪستان ڪرڪيٽ بورڊ سان ڳالهيون ڪري رهيو آهي
Sports,پاڪستاني ٽيم جي اوپنر محمد رضوان جي نيوزيلينڊ خلاف ٻئي ٽي 20 ۾ زخمي ٿيڻ بعد امڪان آهي تھ کيس ايندڙ ميچ ۾ آرام ڪرايو ويندو.
Crime,دريا خان موري ۾ پٽ پنهنجي پيءُ کي ڪهاڙيون هڻي قتل ڪري ڇڏيو.
Crime,هوڏانهن عدالتي فيصلي تي ردعمل ڏيندي جيا خان جي ماءُ رابعا خان چيو تھ منهنجي آپگهات ناهي ڪيو، اها قتل ٿي آهي، کيس قتل لاءِ اتساهيو ويو، تشدد ڪيو ويو، تنهنڪري انصاف لاءِ هائي ڪورٽ وينداسين.
Crime,صوماليا جي شهر مهاس ۾ ٻن ڪار ڌماڪن ۾ هڪ ئي خاندان جي 8 ماڻهن سميت 35 ماڻهو اجل جو شڪار ٿي ويا جڏهن ته 40 کان وڌيڪ زخمي ٿيا آهن.
Politics,آزادي کانپوءِ صحافين سان ڳالهائيندي فواد چوڌري چيو ته اسان کي هڪٻئي کي گنجائش ڏيڻي پوندي، سمجهان ٿو ته هر ڌر طرفان صبر جو مظاهرو ٿيڻ گهرجي، ڳالهين ذريعي ڪو حل ڪڍڻ گهرجي، هي ملڪ پابندين کي برداشت نٿو ڪري سگهي.
Politics,پي ٽي آ ڪارڪنن کي وڊيو لنڪ خطاب ڪندي عمران خان چيو ته پنجاب جي نگران وڏي وزير ۽ آ جي پوليس جي پريس ڪانفرنس کي رد ڪريون ٿا، اسان جي ڪارڪن ظل شاهه کي پوليس حراست دوران تشدد ڪري شهيد ڪيو آهي، پوليس جي ظلم تي جيتري تڪليف پهتي آهي اها بيان نٿو ڪري سگهان، ظل شاهه جي جسم تي 60 هنڌن تي تشدد جا نشان آهن، عدالتون نيٺ ڪڏهن حرڪت ۾ اينديون؟
Sports,اڳوڻي آسٽريلوي ڪرڪيٽر مچل جانسن جي اوپنر ڊيوڊ وارنر جي زال تي تنقيد
Crime,جيڪب آباد مان 6 ڏينهن اڳ اغوا ٿيل ٻارڙي جو لاش هٿ.
Politics,ويدنت پٽيل جو چوڻ هو ته پاڪستان ته ڇا پر دنيا جي ڪنهن به ملڪ ۾ اسان جو ڪو به پسنديدهه اميدوار يا پسنديدهه جماعت ناهي.
Crime,ڄامشورو ۾ نوجوان جي قتل خلاف سول سوسائٽي جو احتجاج.
Sports,سريلنڪا خلاف ون ڊي سيريز، افغانستان جي 15 رڪني مضبوط اسڪواڊ جو اعلان
Sports,نيوزيلينڊ خلاف ون ڊي ۽ ٽي 20 ميچن تي ٻڌل وڏي سيريز جي تياري پاڪستاني ٽيم زور شور سان ڪري رهي آهي، جنهن تحت شاداب خان جي اسٽالئينز جي ٽيم بابراعظم جي بادشاهه کي شڪست ڏئي پنهنجي صلاحيتن کي مڃرائي ورتو آهي.
Crime,سکر: سنڌ ۾ امن امان جي صورتحال بابت ڪيس جي شنوائي سنڌ هاءِ ڪورٽ سکر بئنچ ۾ جسٽس صلاح الدين پنهور ۽ جسٽس عبدالمبين لاکو تي ٻڌل ٻه رڪني بئنچ ڪئي. عدالت ۾ سيڪريٽري گھرو کاتو سنڌ سعيد مڱڻيجو، ايس ايس پي گھوٽڪي تنوير تنيو، ايس ايس پي سکر سنگھار ملڪ سميت مختلف عملدار عدالت ۾ پيش ٿيا.
Politics,عمران خان سان لاڏلي جهڙو ورتاءُ بند ٿيڻ گهرجي: شرجيل ميمڻ
Crime,ڪجهه پمپس تي سنٿيٽڪ آئل هوندو آهي جيڪو عام پيٽرول کان سستو آهي ۽ پمپ وارا بنا پڇا جي اهو پيٽرول ڀري ڇڏيندا آهن
Sports,پاڪستاني ٽيم جي تيز بالر حارث رئوف ون ڊي ڪرڪيٽ جي پهرين 20 ميچن ۾ شعيب اختر جو 24 سال پراڻو وڪيٽن وارو رڪارڊ ٽوڙي ڇڏيو آهي.
Sports,پاڪستان لاءِ خطري جي گهنٽي، انگلينڊ جو اهم رانديگر فٽ
Crime,هڪ شخص تي ماڻهن جو احتجاج، وارثن جو چوڻ آهي ته پوليس جوابدار کي گرفتار ڪري ورتو آهي، جنهن جي زندگي خطري ۾ آهي.
Politics,ڪارڪنن کي غنڊو چوڻ تي ايم ڪيو ايم جو پي ٽي آءِ کي سخت جواب
Politics,ڊسٽرڪٽ رٽرننگ آفيسر، ڊي سي عمرڪوٽ ڊاڪٽر ايم بي راجا ڌاريجو ميمبرن کان حلف کڻايو.
Politics,پاڪستان جي خوبصورت اداڪارا رابعا ڪلثوم پنهنجو پاڻ کي ماهرا خان قرار ڏئي ملڪ جي سياسي صورتحال ۾ ذو معنيٰ واري چٿر ڪري ڇڏي آهي
Politics,اليڪشن ڪميشن سپريم ڪورٽ کي آگاهه ڪيو آهي ته چونڊن لاءِ فنڊ نه ملي سگهيا ۽ اسٽيٽ بئنڪ رقم منتقل نه ڪئي. هوڏانهن اسٽيٽ بئنڪ به پنهنجي رپورٽ سپريم ڪورٽ ۾ جمع ڪرائي ڇڏي، جنهن ۾ رقم جي منتقلي نه ٿيڻ جا سبب شامل آهن
Crime,گهڻي دير ٿيڻ تائين گهر اطلاع نه ڏيڻ تي علي بختيار نظاماڻي جي بيوهه ما سندس موبائول نمبر تي ڪال ڪئي ته هڪ پوليس اهلڪار فون اٽينڊ ڪيو ۽ کيس آگاهه ڪيو ته حادثي ۾ علي بختيار فوت ٿي ويو آهي. نوجوان علي بختيار جي جنازي نماز صبح ڳوٺ ٽنڊو سومري ۾ ادا ڪئي وئي.
Politics,اسلام ڪوٽ ۾ مقامي ماڻهن کي ٿرڪول ۾ نظرانداز ڪرڻ ۽ نوڪريون نه ڏيڻ خلاف احتجاج ڪندڙن کي پوليس ڳالهين لاءِ گهرائي گرفتار ڪري ورتو،
Sports,هوڏانهن مينز سنگلز جي ڪاورٽر فائنل ۾ اسپين جي ڪارلوس الڪراز سخت مقابلي بعد آمريڪي ٽينس اسٽار ٽيلر فرٽز کي شڪست ڏئي سيمي فائنل ۾ پهچي ويو آهي.
Crime,ڄامشورو ۾ چوري جي واقعن ۽ امن امان جي خراب صورتحال خلاف حيدرآباد-ڄامشورو روڊ تي ڌرڻو.
Crime,اسلام ڪوٽ: اسلام ڪوٽ ڀرسان خوفناڪ حادثي ۾ ڪوچ جي ڪنڊيڪٽر سميت 2 ماڻهو فوت ٿي ويا، 21 مسافر زخمي ٿي پيا
Sports,سندس اهڙي بيان تي بابر جا مداح تپي باهه ٿي ويا هئا جن سوشل ميڊيا تي ثناءَ مير کي ڇتي تنقيد جو نشانو بڻايو هو.
Sports,هوڏانهن ٽن ميچن واري سيريز جو آخري مقابلو اڄ شارجا جي ميدان تي کيڏيو ويندو.
Crime,گهوٽڪي مان گم ٿيل نوجوان جي وارثن جو چوڻ آهي ته نوجوان کي اڻڄاتل ماڻهو اغوا ڪري ويا آهن.
Sports,باسڪٽ بال جي عالمي گورننگ باڊي فيبا اعلان ڪيو آهي ته قطر جو تخت گاهه دوحا 2027 جي ورلڊ ڪپ جي ميزباني ڪندو،
Politics,شهباز شريف جي لنڊن ۾ نواز شريف سان اهم ملاقات
Sports,پرڏيهي خابرو اداري موجب ٻه طرفي ٽيسٽ ۽ ون ڊي سيريز ۾ ٽيمون شرٽ اسپانسرشپ حاصل ڪري سگهن ٿيون
Politics,ڏٺو وڃي ته درخواستگذار جو پنهنجو ڪهڙو رويو هو؟ جڏهن نيب ۾ ترميمون پيش ڪيون ويون ته عمران خان جو ڪهڙو رويو هو؟ عمران خان بنيادي حقن جي ڀڃڪڙي تي پاڻ کي عوام جو نمائندو ڪيئن ٿو چئي سگهي؟ جسٽس اعجاز الاحسن چيو ته درخواستگذار جو موقف آهي ته اها ملڪ جي سڀ کان وڏي نمائندي پارٽي آهي.
Crime,ڀارت ۾ 16 ورهين جي نينگر کي جنسي طور هراسان ڪرڻ جي الزام ۾ هڪ ٽران وومين کي 7 سال قيد جي سزا ٻڌائي وئي.
Politics,صحافين صوبائي وزير سردار علي شاهه کي مخاطب ٿيندي چيو ته اوهان ميڊيا ۾ ڪم ڪندڙ استادن کي نوڪري تان فارغ ڪيو، پر استاد سياسي پارٽين جا عهديدار ٿي ويٺا آهن، اهو ٻٽو معيار آهي.
Sports,رضوان پاران ڪمپني جو لوگو لڪائي کيڏڻ تي ملطان سلطانز حمايت ڪري ڇڏي
Politics,برطانيا جي ٽي وي چئنل کي ڏنل انٽرويو ۾ هن چيو ته پاڪستان ۾ هن وقت تاريخ جي سڀ کان ڪمزور جمهوريت آهي ۽ هاڻوڪي صورتحال ۾ اميد رڳو عدليا ۾ آهي
Politics,سانا ڪانفرنس، سياسي، سماجي اڳواڻن ۽ اديبن آدمشماري کي رد ڪري ڇڏيو
Sports,وڊيو: پاڪستان جي سيمي فائنل ۾ ڪاميابي کانپوءِ وزيراعظم شهباز شريف ڇا چيو؟
Crime,اختيارين موجب، سون جي کاڻ اندر سرنگ ۾ باهه لڳڻ کانپوءِ ڌماڪو ٿيو جنهن جي نتيجي ۾ 27 ماڻهو فوت ٿي ويا.
Crime,” آزاديءَ جي ٽاور آڏو رُومانوي رقص“ ايراني جوڙي کي ڏهه ورهيه قيد جي سزا
Crime,ناظم جوکيو قتل ڪيس ۾ ايم پي اي ڄام اويس سميت 8 جوابدارن تي فرد جرم لاڳو
Crime,ڪراچي ۾ چور پڪڙجڻ کي خوف کان چوٿين ماڙ تان ٽپو ڏئي ڇڏيو
Politics,صدر صاحب اوهان پارٽي سان لاڳاپن سبب اوهان قانون لاڳو ڪندڙ ادارن تي ٿيل حملن کي به نظر انداز ڪيو،
Politics,قومي اسيمبلي اسپيڪر راجا پرويز اشرف بل جي هڪ ٻئي پٺيان شقن جي ايوان مان منظوري ورتي، بل ۾ سيد نويد قمر ترميم پيش ڪئي جنهن کي بل ۾ شامل ڪيو ويو جنهن کان پوءِ قومي اسيمبلي بل جي منظوري ڏئي ڇڏي
Politics,فجر محل پوليس جي وڏن اٽالن ڌرڻي جي اڳواڻي ڪندڙ پ پ پ اڳواڻ يوسي کاريو غلام شاهه جي ضلعي ڪائونسلر ڀورل شاهه، حاجي محمد مهراڻپوٽو، حسين جوڻيجو، اويس سنگراسي، سبحان لنجو، سليم ڪاڇيلو، سجاد علي، محمد حيات، يامين، الجهڙيو، عاقب، موهن ميگهواڙ، ڀيرو، ڪنڊو، سنگهار ۽ خير محمد سميت 39 ڄڻن کي ڳالهين لا ٿاڻي تي وٺي وڃي لاڪپ ڪري ڇڏيو ۽ ايس ايڇ او جي سرڪاري فرياد تي سندن خلاف روڊ بلاڪ ڪرڻ ۽ امن ۾ خلل وجهڻ جو ڪيس داخل ڪيو، گرفتارين بعد اسلام ڪوٽ ۽ ڀرپاسي جي سوين ڳوٺاڻن مڇرجي شھر جي مختلف چوراهن تي ڌرڻا هڻي ڇڏيا، رينجرس چيڪ پوسٽ ڀرسان مٺي-اسلام ڪوٽ روڊ تي ٽائرن کي باهيون ڏئي مڇريل ڳوٺاڻن روڊ بلاڪ ڪيو.
Politics,پيپلزپارٽي ڳالهين تي يقين رکي ٿي: شازيا مري
Politics,آمريڪي صدر جو بائيڊن طرفان وائيٽ هائوس ۾ رٿيل عيد ملن ۾الهان عمر سوڌو مسلمان ڪانگريس ميمبرن، سفارتي، سياسي، مذهبي ۽ مختلف محڪمن سان واسطو رکندڙ تقريبن 400 شخصيتن شرڪت ڪئي.
Politics,”اسٽيبلشمينٽ آئين جي دائري ۾ رهندي ته اکين تي ويهارينداسين“
Politics,ڪميٽي شفاف طريقي سان قائم ٿيڻ گهرجي، جڏهن ڪميٽي تي تحفظات آهن ته اهو معاملو شفاف ڪيئن ٿي سگهي ٿو.
Sports,پي ايس ايل: ڪراچي ڪنگز ۽ پشاور زلمي ۾ اڄ مقابلو، پرستارن کي عامر ۽ بابر مان وڏيون اميدون
Sports,ماڻهو صحيح چوندا هئا، خرابي ويرات ڪوهلي ۾ آهي
Politics,جيڪڏهن ائين ڪرڻو آهي ته ملڪ ۾ موجود سڀني چورن کي ڇڏي ڏيو.
Crime,اسلام آباد :ايف آءِ اي فرحت شهزادي عرف فرح گوگي کي پاڪستان آڻڻ لاءِ انٽر پول سان رابطي جو فيصلو ڪيو آهي.
Crime,گهوٽڪي: گهوٽڪي ڀرسان ڌاڙيلن جو حملو، 2 پوليس اهلڪار شهيد، هڪ زخمي. تفصيل موجب گهوٽڪي جي ڪچي واري علائقي گيمڙو ٿاڻي جي حد پنجون ميل پوليس چوڪي تي رات جي پھر ۾ هڪ درجن کان وڌيڪ ڌاڙيلن ڪاهه ڪري فائرنگ ڪري ڏني، جنهن جي نتيجي ۾ ٻه پوليس اهلڪار علي گوهر دايو ۽ اشوڪ ڪمار اوڏ شهيد ٿي ويا.
Politics,نئين آدمشماري، پارليامنٽ ۾ اقليتن جي سيٽن ۾ واڌ لاءِ درخواست داخل
Sports,ورات ڪوهلي ٽي ٽوئنٽي ورلڊ کانپوءِ رٽائر ٿي ويندو
Crime,جين ڪيرول نيويارڪ ۾ جيوري جي آڏو پيش ٿي بيان ڏنو هو ته ڊونلڊ ٽرمپ ڊپارٽمينٽل اسٽور جي ڊريسنگ روم ۾ کيس زيادتي جو نشانو بڻايو هو.
Politics,سماجي رابطن واري ويب سائيٽ ٽوئيٽر تي جاري ڪيل ٽوئٽ ۾ شيخ رشيد احمد چيو ته حڪومت جو چونڊن کان کان ڀڄڻ، عدليا تي دٻاءُ وجهڻ ۽ غريبن جو اٽي لاءِ جان ڏيڻ خطري جي علامت آهي، عدليا ريڊ لائن آهي.
Crime,سول اسپتال سانگهڙ مان لاش هٿ آيو.
Politics,هڪ الزام پي ٽي آءِ اڪائونٽ کي ” نيا پاڪستان” اڪائونٽ ۾ تبديل ڪرڻ جو آهي جيڪو ڪو ڏوهه ناهي.
Politics,سنڌ حڪومت آدمشماري جا نتيجا مڃڻ کان انڪار ڪري ڇڏيو
Politics,وڏي وزير چيو ته جاچ آفيسرن کي متحرڪ ڪرڻ لاءِ هڪ پلان جوڙيو وڃي ته جيئن اهي ڪيسن جي صحيح جاچ ڪري عدالت ۾ ثابت ڪري سگهن.
Politics,ٻئي طرف ميگهواڙ پاڙي ۾ مقتول ڊاڪٽر بيربل گيناڻي جو تڏو وڇايو ويو آھي، جتي پ پ اڳواڻ مينارٽي ونگ سنڌ جي ڊپٽي سيڪريٽري سندر داس کيتاڻي، پ پ سٽي سنجهورو جي صدر راڻا حاجي محمد انور راجپوت، ايم پي اي وريام فقير خاصخيلي، ذوالفقار رند، ڊسٽرڪٽ بار سانگهڙ جي صدر سنيل ڪمار پهنيار ۽ ٻين ڊاڪٽر بيربل گيناڻي جو وارثن سان ڏک ونڊيو، ان کان علاوه سياسي سماجي ڌرين پڻ مقتول جي گهر پهچي وارثن سان ڏک ونڊيو
Crime,ناڻي واري وزير سميت يارنهن ڪامورا گهربل ڏوهاري قرار
Crime,چمبڙ ۾ قتل ۾ ملوث جوابدارن جي گرفتاري نه ٿيڻ خلاف احتجاج.
Politics,پابندي پيل فنڊنگ ڪيس ۾ سنڌ جو اڳوڻو گورنر عمران اسماعيل به ايف آءِ اي طلب
Politics,آمريڪا جي صدر جو بائيڊن هوائي سفر لاءِ مخصوص جهاز ايئر فورس ون جي ڊيزائن جي منظوري ڏئي ڇڏي آهي.
Sports,شاهين پاڻ کي مليل پلاٽ ساٿي ڪرڪيٽر کي تحفي ۾ ڏئي ڇڏيو، ڏسو وڊيو
Politics,شاهه محمود ۽ فواد کي ٺپ انڪار، پ پ ۽ (ن) ليگ جا در ٻنهي لاءِ بند
Politics,سائفر جي جاچ لا انڪوائري ڪميشن جوڙڻ بابت درخواستون رد
Politics,عدالت عمران خان جي ٻن هفتن لاءِ عبوري ضمانت منظور ڪندي نيب کي گرفتاري کان روڪي ڇڏيو.
Sports,پنڊي ٽيسٽ ٿيندي يا نه؟ انگلش ڪرڪيٽ بورڊ جو اهم بيان سامهون اچي ويو
Politics,آڊيو ليڪ جي جاچ لاءِ ثاقب نثار کي پٽ سميت خاص ڪميٽي ۾ طلب ڪرڻ جو فيصلو
Politics,نار سهڪار تنظيم (جي سي سي) ملڪن لاءِ نئين شينگن طرز جي ويزا جي منصوبابندي ڪري ورتي، سڄي دنيا جا شهري هڪ ئي ويزا تي سڀني ملڪن جو دورو ڪري سگھندا.
Crime,ڪراچي کان ڪويت لاءِ بُڪ ڪنٽينر مان 90 ڪلو گرام هيروئن هٿ
Sports,ميڊيا مطابق آئي سي سي پليئر آف دي منٿ آف اپريل لاءِ فخر زمان شاندار راند کيڏندي ايوارڊ جي فهرست ۾ آيو هو.
Sports,پول بي ۾ ڪوريا، ملائشيا، عمان، بنگلاديش ۽ ازبڪستان شامل هوندا.
Crime,ڪراچي: جمشيد ڪوارٽر ۾ خانگي ٽي وي ڊرامي جي شوٽنگ دوران تڪرار تان علائقي جي رهواسين اداڪار ۽ شوٽنگ عملي تي حملو ڪري ڏنو.
Politics,تنهن ڪري ايم ڪيو ايم جو اسان وٽ اچڻ ۾ فائدو آهي، آئون ڪوشش ڪري رهيو آهيان ته ايم ڪيو ايم ۽ پيپلز پارٽي گڏ هلن، خالد مقبول صديقي چيو هو ته ڪامران ٽيسوري کي سنڌ جو گورنر بڻايو.
Politics,ايوان ۾ توشا خانا ۾ ملندڙ سوکڙين جي سار سنڀال بابت بل متعارف ڪرايو ويو، واڳيل ڪميٽي حوالي.
Sports,نيوزيلينڊ سان واسطو رکندڙ بريڊ برن اسڪاٽ لينڊ جو هيڊ ڪوچ به رهي چڪو آهي.
Crime,رپورٽ ۾ ان ڳالهه تي زور ڏنو ويو آهي ته عدالت پاران جوابدار کي سزا ٻڌائڻ کانپوءِ مقتولا جي هڪ ڀا جهامن ميگهواڙ پڻ آپگهات ڪيو هو، ان معاملي جي پڻ ٻيهر جاچ ڪرائڻ ضروري آهي.
Crime,عمرڪوٽ لڳ ميلي تان موٽندڙن سان حادثو، 2 پانڌيئڙا فوت، 10 زخمي
Sports,پاڪستان ۾ هر سطح تي کيڏيس، پر ملڪ جي نمائندگي نه ملي: عمران طاهر
Politics,جنرل نعمان ذڪريا ۽ جنرل عاصم ملڪ سميت اٽڪل 12 جنرلن جون موجوده پوزيشنون تبديل ڪرڻ جو فيصلو ڪيو ويو آهي.
Politics,هن چيو ته هن ڀيري جيڪي برساتون ٿيون ان سان آبپاشي کاتي جي نااهلي ظاهر ٿي آهي هن گهر ڪئي ته شڪارپور ۾ ڊرينيج سسٽم کي ٺيڪ ڪيو وڃي، جيڪڏهن ڊرينيج سسٽم کي ٺيڪ ڪيو وڃي ها ته صوبي ۾ ايڏي تباهي نه ٿئي ها
Crime,جڏهن ته پوليس مقابلي ۾ مارجي ويل جوابدار جي به قيمت 5 لک مقرر ٿي وئي.
Politics,سيڪريٽري پنجاب اسيمبلي جي گمشدگي خلاف سنڌ هاءِ ڪورٽ ۾ درخواست داخل
Crime,ڏوهن تي ضابطي لاءِ اثرائتا قدم کڻي رهيا آهيون: ڊي جي رينجرز سنڌ
Politics,آئين جي تحفظ لاءِ ڪا به قرباني ڏيڻ کان نه ڪيٻائينداسين:آصف علي زرداري
Politics,عالمي ميڊيا به ڪشميرين سان ڪيل ڀارتي ظلمن تي چپ جو روزو ٽوڙي ڇڏيو آهي.
