Aspect Category,News Headlines
Sports,ميڊيا مطابق ڪرڪيٽ آسٽريليا ويمنز ڪرڪيٽرن جي معاوضن جي ڏس ۾ نئين ڪانٽريڪٽ جو ايم او يو تيار ڪري صحيحون ڪري ڇڏيون آهن، جنهن تحت ويمن بگ بيش ۽ ڊوميسٽڪ ڪرڪيٽرياڻين جي معاوضن کي 8 لک ڊالر ڪيو ويو آهي
Crime,دانيه ملڪ جي گرفتاري، بشريٰ اقبال جو موقف اچي ويو
Crime,جوابدارن جو گروهه ڊالر، سعودي ريال، پائونڊ ۽ درهم جي جعلي ڪرنسي ٺاهي سگهي ٿو
Politics,راڻا قاسم نون چيو ته توهين پارليامينٽ جو بل اهم آهي ٻيهر ڪنهن هن هائوس جي توهين ڪئي ته ان کي سزا ملندي
Sports,ايشيا ۽ عالمي ڪپ جون تياريون، پاڪستان سڀاڻي نيوزيلينڊ سان مهاڏو اٽڪائيندو
Crime,ميڊيا مطابق للي ڪولنز وهنجڻ جي لاءِ حمام ۾ وئي، جنهن دوران ئي سندس ڪمري ۾ واردات ٿي آهي، جنهن ۾ سندس مڱڻي جي قيمتي منڊي چورائي وئي
Crime,ٻئي طرف واقعي خلاف شهرين، واپارين ۽ دڪاندارن پنهنجو ڪاروبار بند ڪري احتجاجي ريلي ڪڍي مظاهرو ڪري سکر پيرجوڳوٺ پريالو روڊ تي نئين پل وٽ لاش رکي 5 ڪلاڪ ڌرڻو هنيو.
Crime,2 ڏينهن کان گم ٿيل شخص جو لاش هٿ
Crime,آءِ جي سنڌ پاران ايس ايس پي خيرپور کي شهزادو اچان جي قاتلن کي فوري گرفتار ڪرڻ جي هدايت.
Crime,ٽنڊوالهيار ۾ هٿياربندن جي فائرنگ، 1 ڄڻو زخمي.
Crime,گولاڙچي ۾ اڻڄاتل هٿياربندن هڪ ڄڻي کي قتل ڪري ڇڏيو، پوليس.
Sports,بي سي سي آءِ راهول ڊريوڊ کي عهدي تان هٽائي ڇڏيو ؟
Sports,اٽالين اوپن ٽينس ۾ مارڪو چيچناٽو اسپين جي بوٽيسٽا کي شڪست ڏئي ڇڏي
Sports,سيمي فائنل ۾ پهچڻ لاءِ پاڪستاني ڀارت جي کٽڻ جون دعائون گهرن يا هارائڻ جون؟
Politics,هڪ سوال جي جواب ۾ پرڏيهي وزير چيو ته اسان کي ورهائڻ نه پر ايڪي جي سياست تي يقين آهي، وزيراعظم ۽ سندس معاشي ٽيم سڀني اتحادين جي سهڪار سان ملڪ کي مشڪل معاشي دور مان ٻاهر ڪڍڻ ۾ ڪامياب ٿي ويندي
Crime,ٽنڊي الهيار ۾ پوليس ڪارروائي، 4 ڏوهاري گرفتار، منشيات هٿ.
Crime,ڪرمپور ڪچي واري علائقي ۾ پوليس جي ڪارروائي، هڪ يرغمالي بازياب، ايس ايڇ او.
Sports,سچن ٽنڊولڪر ۽ لارا کي سڊني گرائونڊ ۾ اعزاز ڏنو ويو
Crime,ڀٽ شاهه: ڀٽ شاھه ۾ 4 ٻارن جي پي دڪاندار رياض حسين پريشانين کان تنگ ٿي روهڙي ڪئنال ۾ ٽپو ڏئي خودڪشي ڪري ڇڏي.
Politics,پي ٽي آءِ وارا حڪومت ٺهڻ تي به نچندا آهن ۽ وڃڻ تي به نچندا آهن: فضل الرحمان
Crime,جڏهن ته پوليس ۽ ڏوهارين وچ ۾ وقفي وقفي سان فائرنگ جو سلسلو به جاري آهي. ٻئي طرف پوليس غني لاٺاڻي جي ٿاڪن کي تباهھ ڪري ڪيمپون قائم ڪري ورتيون آهن
Politics,سيد نويد قمر وڌيڪ چيو ته اها ڪاميابي پرڏيهي وزير بلاول ڀٽو زرداري جي ڪوشش سان ملي آهي.
Sports,ايشيا ڪپ جي ميزباني لاءِ سريلنڪا ۽ بنگلاديش جئه شاهه کي پنهنجي موجودگي کان آگاهه ڪري ڇڏيو آهي.
Politics,وڏي وزير سيد مراد علي شاهه جي انسپيڪشن ٽيم اوقاف کاتي جي سيڪريٽري کان تفصيل طلب ڪري ورتا آهن.
Sports,اٽالين اوپن ۾ وانگ زو، ميڊيسن ڪيز ۽ ڪوچيناٽو کي شڪست
Politics,بل ۾ پارليامينٽ جي توهين ڪرڻ تي جوابدار کي 6 مهينا قيد ۽ 10 لک رپيا ڏنڊ جي سزا جي تجويز ڏني وئي آهي.
Politics,جسٽس اطهر من الله جي فيصلي بعد اڪثريتي ججن جو فيصلو ٻڌائي ڇڏيو، درخواست اڳ ئي چار ٽن جو فيصلو ٻڌائيندي رد ٿي چڪي آهي.
Crime,آئون زخمن سبب روئيندي رهيس، مالڪن سامهون ويهي ڪباب کائيندا رهيا
Politics,سعيد غني پي ٽي آءِ جي اعتراضن کي غلط قرار ڏئي ڇڏيو
Sports,ٽي ٽوئنٽي بالرن جي فهرست ۾ افغانستان جي راشد خان جو راڄ برقرار آهي، ۽ افغانستان جو ئي فضل حق فاروق ٻئي نمبر تي موجود آهي.
Politics,پي ٽي آءِ کان رستا ڌار، عارف علوي استعيفيٰ ڏيڻ لاءِ تيار؟
Sports,ميڊيا مطابق افغانستان خلاف ٽي 20 سيريز جي پهرين ميچ ۾ ٻڙي ۽ ٻي ميچ هڪ رنسن ٺاهڻ سان گڏ خراب فيلڊنگ بعد ٽئين ٽي 20 ۾ اعظم خان کي ڊراپ ڪيو ويو، جنهن دوران اسٽيڊيم ۾ موجود مداحن پڻ اشارن ۾ اعظم خان تي تنقيد ڪئي، جنهن ۾ مايوسي ۽ ڪاوڙ جو اظهار نمايان هو.
Crime,نئين دهلي ( ويب ڊيسڪ ) آءِ پي ايل جي رانديگرن جو لکين رُپين جي ماليت جو سامان چور ٻهاري ويا.
Politics,ضابطا اخلاق جي ڀڃڪڙي: وڏي وزير کي نوٽيس
Politics,عمران خان وري ڏچي ۾، حڪومت وڏو قدم کڻي ورتو
Crime,سلمان خان قتل جي ڌمڪي ملڻ بعد سلمان خان بلٽ پروف گاڏي وٺي ڇڏي
Crime,مورو ۾ پٽ پيءُ کي قتل ڪري ڇڏيو، پوليس جوابدار ذيشان کي گرفتار ڪري ورتو.
Politics,ڪراچي: مڪاني چونڊن کان اڳ ايڊمنسٽريٽرز جي تبديلي وارو معاملو
Politics,اسيمبلين جي بحالي جي درخواست اعتراض لڳائي واپس
Crime,غوثپور مان اغوا ٿيل نوجوان کي 2 ڏينهن گذرڻ باوجود پوليس بازياب نه ڪرائي سگهي، وارثن پاران آءِ جي سنڌ کان نوٽيس وٺڻ جو مطالبو.
Sports,جڏهن تھ ٻي ميچ ۾ ڪي ايم سي جي ٽيم پاڪ ڪورنگي ڪلب کي شڪست ڏني آهي
Politics,اجلاس ۾ اليڪشن ڪميشن فيصلو ڪيو ته اليڪشن ڪميشن آئين ۽ قانون موجب بنا ڪنهن دٻاءُ فيصلو ڪندو رهيو آهي ۽ ڪندو رهندو. پڌرائي موجب اليڪشن ڪميشن هر وقت آئين ۽ قانون تحت 90 ڏينهن ۾ اليڪشن ڪرائڻ لاءِ تيار رهي ٿو پر آئين ۽ قانون ۾ ڪٿي به ناهي لکيل ته اليڪشن جي تاريخ ڪميشن ڏيندو پر مجاز اٿارٽي طرفان تاريخ مقرر ڪرڻ کان پوءِ ڪميشن بنا دير اليڪشن شيڊول ڏئي اليڪشن ڪرائڻ جو پابند آهي.
Politics,وزيراعظم شهباز شريف چيو آهي ته پنجاب ۾ ترقي جو جيڪو سفر اسان شروع ڪيو هو ان کي گذريل حڪومت روڪي ڇڏيو، پنجاب جي عوام کان مسلم ليگ ن جي حمايت جو انتقام ورتو ويو آهي، لاهور ۾ نوان منصوبا شروع نه ڪيا ويا جڏهن ته اسان جي شروع ڪيل منصوبن کي پڻ روڪيو ويو
Politics,لنڊن (ويب ڊيسڪ) پاڪستان تحريڪ انصاف جي چيئرمين عمران خان جي گرفتاري بابت سپريم ڪورٽ جي حڪم تي عمران خان جي اڳوڻي زال جمائما گولڊ سمٿ جو ردعمل سامهون اچي ويو.
Politics,شرجيل ميمڻ پاران پيپلز پارٽي ڊجيٽل ميڊيا جي ڪارڪنن کي افطار پارٽي ڏني وئي
Sports,ميامي اوپن ۾ الڪراز، سيبالينڪا ۽ باربورا پنهنجا پنهنجا ميچ کٽي ورتا
Sports,سائمن ڊول بيان ۾ چيو تھ بالرن لابابراعظم کي چٽو پيغام ڏيڻو پوندو تھ هو پاڪستان جو ڪپتان آهي.
Politics,عمران خان جي حڪومت جو خاتمو اپريل 2022ع ۾ ٿيو پر کيس يقين هو ته ” پراجيڪٽ عمران خان “ ختم ناهي ٿيو ۽ تمام جلد هو واپس اقتدار ۾ اچي ويندو،
Crime,ٽنهي صوبن يعني سنڌ، پنجاب ۽ بلوچستان جي ڪچي وارن علائقن ۾ ڪارروايون هلي رهيون آهن.
Politics,مريم نواز تي ادارن جي توهين جو الزام، عدالت 10 مارچ تي طلب ڪري ورتو
Politics,آمريڪي تاريخ ۾ اهو پهريون موقعو آهي ته ڪنهن به موجوده يا اڳوڻي آمريڪي صدر کي ڪرمنل چارجز کي منهن ڏيڻو پوندو.
Politics,پرويز مشرف جي تدفين ۽ آخري رسمن بابت اهم خبر اچي وئي
Politics,گڏيل عرب رياستن جي صدر جو پاڪستان جو دورو ملتوي
Crime,ايف آءِ آر موجب پوليس چيڪ پوسٽ کي نقصان پهچايو ويو، جوڊيشل ڪمپليڪس جو مک دروازو ۽ شيشا ٽوڙيا ويا، ڀڃ ڊاهه، پٿراءُ، حملو ۽ جوڊيشل ڪمپليڪس جي عمارت جون شيون ٽوڙڻ واري جوابدارن کي گرفتار ڪيو ويو.
Politics,ڪميٽي سفارش ڪئي ته نوان انتظامي يونٽ ٺاهڻ تي مڪمل پابندي، صوابديدي گرانٽس ۽ سيڪريٽ سروس فنڊ منجمد ڪيو وڃي
Politics,ڄامشورو ۾ امن امان جي خراب صورتحال خلاف ٽرانسپورٽرن جو احتجاج.
Sports,پاڪستان جي اڳوڻي ڪوچ باب وولمر جي ورسي، پي سي بي پاران ڀيٽا پيش
Politics,جيڪڏهن اسان کي سياسي مخالفن سان ڳالهيون ڪرڻيون آهن ته انهن سان به ڳالهيون ڪيون وينديون ته اسان سڀ ملڪ ۾ هڪ ئي ڏينهن چونڊون ڪرائڻ جي حق ۾ آهيون
Politics,هن چيو ته سنڌ ۾ 43 هزار 748 آدمشماري جي لاءِ بلاڪ ٺاهيا ويا آهن، قانون موجب هر بلاڪ ۾ اڍائي سئو خاندان هجڻ گهرجن، جيڪڏهن رڳو انهن بلاڪن کي جي حساب سان انگن اکرن کي ڏٺو وڃي ته سنڌ جي آبادي ڪيتري ٿي وڃي ٿي، هاڻوڪي آدمشماري 2017ع واري آدمشماري کان به وڌيڪ خراب آهي، موجوده آدمشماري تحت ڏيکاريل انگن اکرن تحت وفاق کان اين ايف سي مد ۾ جاري ٿيندڙ رقم 40 سيڪڙو گهٽ ملندي
Politics,آئين جي تحفظ لاءِ ڪا به قرباني ڏيڻ کان نه ڪيٻائينداسين:آصف علي زرداري
Sports,نيڌرلينڊ جي ڪوچ پاڪستان لاءِ خطري جي گهنٽي وڄائي ڇڏي
Politics,اٽارني جنرل چيو فوج چونڊن جي مقرر وقت موجب آپريشن شروع ڪري ڇڏيا هئا.
Crime,صدر پارڪنگ پلازا ۾ سي ٽي ڊي جي ڪارروائي، ٽريفڪ پوليس اهلڪارن جي قتل ۽ ڪراچي ۾ ٽارگيٽ ڪلنگ جي ڪيترن ئي ڪيسن ۾ ملوث هڪ جوابدار گرفتار.
Crime,خيرپور ۾ روڊ حادثي ۾ پوليس انسپيڪٽر فوت ٿي ويو.
Politics,تحريڪ انصاف اليڪشن ڪميشن جو فيصلو رد ڪري ڇڏيو، سپريم ڪورٽ ۾ وڃڻ جو اعلان
Politics,جسٽس يحييٰ آفريدي، جسٽس اطهر من الله ۽ جسٽس منيب اختر بينچ جو حصو آهن.
Sports,پاڪستان ۽ نيوزيلينڊ ۾ سيريز جون ٽڪيٽون وڏي تعداد ۾ وڪرو
Crime,بن سعيد آباد مان شاگردياڻي اغوا، وارثن پاران واقعي خلاف احتجاج.
Crime,ٻئي پاسي رابطي ڪرڻ تي ايس ايڇ او غلام شبير دلواڻي ۽ ون فائيو انچارج وھاب بروھي ميڊيا کي ٻڌايو ته قانون کان مٿانھون ڪير به ناہي، اسان ڪجهھ جوابدار پڪڙيا آھن، باقي جوابدارن کي جلد گرفتار ڪيو ويندو.
Sports,شاهنواز ڏاهاڻي ڀارت خلاف نه کيڏندو
Sports,انگلينڊ جو اهم رانديگر واپس، 20 وڪيٽون وٺڻ ۾ آساني ٿيندي: اسٽوڪس خبردار ڪري ڇڏيو
Crime,حسب الله مبينا طور تي هڪ دوست جي شادي پنهنجي دوستن سان ملهائي رهيو هو ته اختيارين کيس گرفتار ڪري ورتو.
Politics,مريم نواز جو ججن تي آپگهاتي حملو، وڏي ڌماڪي جي اڳ ڪٿي!
Politics,پنجاب حڪومت تحريڪ انصاف کي ڪالعدم قرار ڏيڻ لا ثبوت اليڪشن ڪميشن کي ڏئي ڇڏيا
Politics,اڳوڻي وزيراعظم چيو ته فوج منهنجي ۽ ملڪ به منهنجو آهي، منهنجو جيئڻ مرڻ پاڪستان ۾ آهي، مان هن ملڪ مان ٽپڙ کڻي ٻاهر نٿو ڀڄڻ چاهيان، هي چاهين ٿا ته فوج کي اسان جي خلاف ورغلايو وڃي
Sports,بنگلاديش جي بالر تسڪين احمد 2، تنوير اسلام، شڪيب الحسن، مستفضر الرحمان هڪ، هڪ وڪيٽ ورتي آهي
Politics,”ڪنهن جو پيءُ به نٿو روڪي سگهي“ دعا ڀٽو ڇا ڪرڻ واري آهي؟
Sports,ڀارت خلاف ڪيوي اسڪواڊ جو اعلان، ڪانٽريڪٽ نه وٺڻ تان بولٽ کي ٽيم مان نيڪالي
Crime,ڪراچي: ڪي پي ٽي جو ڪياماڙي ۾ قبضا مافيا خلاف آپريشن جو فيصلو
Politics,ايم ڪيو ايم جون وزيراعظم کي پيپلزپارٽي جون شڪايتون
Politics,وڊيو بيان ۾ عمران خان عسڪري اداري جي عملدار جو نالو وٺڻ جي به ڳالهه ڪئي هئي.
Crime,غلام نبي شاهھ : ڍورونارو ويجھو نوري ولي جي درگاھه تي زيارت لا ويل زيارتين جي ٻيڙي ڪلانڪر ڍنڍ ۾ ٻڏي وئي، جنهن سبب 6 ماڻهو ٻڏي ويا، جن مان 3 ڄڻن جا لاش ٽوٻن ھٿ ڪري ٻاهر ڪڍيا
Crime,ميرپورخاص : ميرپورخاص جي ماڊل ٽرائل ڪورٽ عورت مسڪان کوکر جي قتل جو ڏوهه ثابت ٿيڻ تي سندس ڏير علي حيدر راجپوت ۽ سس امتياز بي بي کي 25-25 سال قيد جي سزا جو فيصلو ڏئي ڇڏيو.
Crime,پوليس جو چوڻ هو ته درياهه ويجهو قائم ڊونگر ڳوٺ جي رهواسين مسافرن کي بس جي درين مان ڪڍي مسافرن کي بچائڻ جي ڪوشش ڪئي جڏهن ته واقعي جواطلاع ملندي ئي ريسڪيو اهلڪار ٿڏي تي واقعي واري هنڌ پهچي لاشن ۽ زخمين کي اسپتال منتقل ڪيو.
Sports,ميڊيا مطابق پي ايڇ ايف جي صدر سجاد کوکر نئين شعبي جي منظوري ڏني آهي، جنهن جي ذميوارين ۾ راند کي هيٺين سطح تي ترقي ڏيارڻ لاءِ قدم کڻڻ شامل هوندو، رانديگرن جي تربيت جا ٽيڪنيڪل پروگرام بھ هي شعبو ڪرائڻ جو پابند هوندو
Sports,ٽيم منهنجي اڳواڻي ۾ وڙهندي نظر ايندي: شاداب خان
Sports,قومي بيٽر ٽي ٽوئنٽي انٽرنيشنلز ۾ 3 هزار چار سئو 85، ٽيسٽ ڪرڪيٽ ۾ 3 هزار 6 سئو 96 ۽ ون ڊي ڪرڪيٽ ۾ 4 هزار 8 سئو کان وڌيڪ رنسون ٺاهي چڪو آهي.
Crime,گهوٽڪي مان نوجوان اغوا، وارثن اعليٰ اختيارين کي نوٽيس وٺڻ جي اپيل ڪئي.
Crime,اسلام ڪُوٽ ويجهو جوان ڇوڪري خودڪشي ڪري ڇڏي
Politics,مٺي: ٿرپارڪر ضلعي جي ڪل 64 يوسيز جي ضلعي ۽ جنرل ڪائونسلرن، چيئرمينن، نائب چيئرمينن، هڪ ميونسپل ڪميٽي مٺي ۽ 6 ٽائون ڪميٽين جي چونڊيل نمائندن پنهنجي عهدن جو حلف کڻي ورتو
Sports,پاڪ-نيوزيلينڊ ميچ دوران اهم غلطي، ڊار به ايڪشن ۾ اچي ويو
Crime,کپرو: کپرو پريس ڪلب جي ميمبر ۽ سروري تنظيم ويلفئير فائونڊيشن جي جنرل سيڪريٽري حسن ھنڱورو پنهنجي ڪيبن تي ويٺو ھو ته 4 جوابدارن حملو ڪري کين ڪهاڙيون ۽ ڏنڊا هڻي زخمي ڪري ڇڏيو ۽ سامان کڻي ويا. صحافي کي اسپتال آندو ويو
Politics,هن ڪجهه فوجي آفيسرن سان ذاتي لاڳاپا قائم ڪري ورتا جيڪي باجوه کي ڏٺي نه وڻندا هئا
Crime,پوليس موجب ڊرائيور طرفان پل تي اوور اسپيڊ سبب بس ڪنٽرول کان ٻاهر ٿي ۽ پل تي لڳل حفاظتي ڄارين کي ٽوڙيندي هيٺ ڪري جنهن سبب هيل تائين 22 ڄڻا مارجڻ جي تصديق ٿي آهي ۽ 20 وڌيڪ زخمي آهن.
Crime,فوتي نوجوان ڳوٺ حاجي رند جو رھواسي ھو، سندس لاش گهر آندو ويو ته ڪهرام مچي ويو.
Crime,لياري گينگ وار جو هڪ ٻيو مک جوابدار ٻاهرئين ملڪ مان گرفتار
Sports,هوڏانهن بورڊ کي ٽيم جي مستقل بال ڪوچ جي ڳولا آهي.
Politics,هوڏانهن پاڪستاني پرڏيهي وزارت طرفان جاري ڪيل بيان ۾ چيو ويو آهي ته هي اظهار جي آزادي ناهي.
Politics,آمريڪي فورسز جو صوماليا ۾ آپريشن، داعش جي سينيئر ڪمانڊر سميت ڏهه ڄڻا مارجي ويا
Politics,الزام هيٺ آيل ڊي ڊي او روينيو، لطيف آباد جي مختيارڪار، ايڇ ايم سي جي ايڊمنسٽريٽر سميت 11 ڄڻن خلاف ايف آءِ آرز داخل ڪرڻ جي منظوري ڏني وئي
Sports,ارجنٽينا کي تاريخي شڪست، سعودي جو راندين وارو وزير جذباتي ٿي ويو
Sports,افغانستان خلاف جونيئر رانديگرن کي موقعو ڏيڻ بهترين قدم هو: اعزاز چيما
Sports,پي سي بي علائقائي ڪرڪيٽرن کي ٽِيڪائي ڇڏيو، ماهوار پگهار ۽ ميچ فيس ۾ لکين رُپيا واڌ
Sports,جڏهن تھ پويلينڊ جي ميڊالينا ٻئي مقابلي ۾ يوڪرين جي ٽينس اسٽار مائرينا زينويسڪا کي شڪست ڏئي ٻئي رائونڊ ۾ ڪواليفائي ڪيو آهي.
Politics,ان موقعي تي مولانا عبدالقادر جمالي، ڊاڪٽر پرتاب را ميگھواڙ، ليکڪ لياقت جوڻيجو، ارباب نيڪ محمد، محمد قاسم راھمون، منظور ڪنڀر ۽ ٻين پڻ خطاب ڪيو.
Politics,اسلام آباد:اسلام آباد هاءِ ڪورٽ پابندي مڙهيل فنڊنگ ڪيس ۾ عمران خان کي 28 فيبروري تي بئنڪنگ ڪورٽ ۾ پيش ٿيڻ جو حڪم ڏئي ڇڏيو.
Politics,اسلام آباد : وفاقي گهرو وزير راڻا ثناءُ الله چيو آهي ته عدالتن تي حملي ڪيس ۾ عمران خان کي گرفتار ڪرڻ جي ڪوشش ڪنداسين.
Crime,ان موقعي تي ايس ايس تنوير تنيو ڳالهائيندي چيو ته گهوٽڪي ضلعي ۾ امن امان جي صورتحال کي برقرار رکڻ لا پوليس جا جوان جانين جو نذرانو ڏئي رهيا آهن، پوليس جي جوانن جا حوصلا بلند آهن ته ڌاڙيلن کي پنهنجي منطقي انجام تائين پهچائيندا سين.
Politics,”عمران خان! تنهنجي سلڪيشن ڪميٽي ٽٽي وئي، سليڪٽرَ گهر هليا ويا، هاڻي پڇتائي رهيا آهن“
Crime,خيرپور، شاهه عبداللطيف يونيورسٽي جي 12 شاگردن تي ڪيس داخل، هڪ گرفتار، تشدد جو الزام
Sports,مون خواب ڏسڻ شروع ڪيا، سمجهي ويس تھ بيماري ٿئي پئي، ويسر بھ ٿي رهي هئي، پر همٿ ڪري اڳتي نڪتس.
Politics,قومي اسيمبلي ۾ آئين پاڪستان جي گولڊن جوبلي تقريب ۾ شرڪت دوران خطاب ڪندي جسٽس قاضي فائز عيسيٰ چيو ته مان هتي سياسي تقرير ڪرڻ نه آيو آهيان، اسان پاڪستان جي آئين سان گڏ بيٺل آهيون، خاموشي جو مطلب اهو ناهي ته سياسي ڳالهين سان متفق آهيون، مون کي چيو ويو ته هتي سياسي ڳالهيون نه ٿينديون ۽ رڳو آئين تي ڳالهايو ويندو پر هتي سياسي ڳالهيون ڪيون ويون
Politics,عوام لاءِ سهولت، شرجيل ميمڻ وڏو اعلان ڪري ڇڏيو
Crime,ملير دائود چورنگي تي فائرنگ، هڪ ڄڻو مارجي ويو، پوليس.
Politics,پي ڊي ايم جو ڌرڻو، سپريم ڪورٽ رجسٽرار اهم اجلاس گهرائي ورتو
Politics,استعيفائن جي منظوري ۽ ڊي نوٽيفاءِ ڪرڻ تي تحريڪ انصاف جو ردعمل اچي ويو
Politics,چيف جسٽس مخدوم علي خان کي چيو ته ڌيان سان ڳالهايو عدالت ۾ جيڪا ڳالهه چوندا اها سوشل ميڊيا تي گڊ ٽو سي يو وانگر پيش ڪئي ويندي. چيف جسٽس عمر عطا بنديال ريمارڪس ڏنا ته هن ڪيس جي 46هين شنوائي آهي ۽ بئنچ جي مرضي آهي هن ڪيس کي مڪمل ڪيو وڃي
Politics,وفاقي وزير چيو ته پيپلز پارٽي هميشه سچا واعدا ڪيا آهن ۽ واعدا وفا به ڪري ڏيکاريا.
Politics,هوڏانهن انڊين اخبار ٽائمز آف انڊيا جي خبر ۾ اسپيشل پراسيڪيوٽر وجي فارگاد جو حُوالو ڏيندي چيو ويو آهي ته ڊي آر ڊي او جي هڪ انڪوائري آفيسر 24 فيبروري تي ان سائنسدان جو ليپ ٽاپ ۽ ٻه موبائل فون قبضي ۾ ورتا هئا.
Sports,آءِ پي ايل اختيارين جو چوڻ آهي ته ويرات ڪوهلي تي 2 ڏهائي 4 ملين ڀارتي رپيا (8 ڏهائي 2 ملين پاڪستاني رپيا کان وڌيڪ) ڏنڊ لڳايو ويو آهي.
Crime,جڏهن ته مارجي ويل ڏوهارين خلاف کنڀڙا ٿاڻي تي پوليس مقابلي جو ڪيس داخل ڪيو ويو.
Sports,ياد رهي تھ آئيگا سوائيٽڪ پڻ پنهنجي اهم ميچ کيڏي رهي آهي.
Politics,صوبائي وزير گيان چند اسراڻي جو اغوا ٿيل ڇوڪري سپنا بجير جي بازيابي لاءِ آءِ جي سنڌ سان رابطو.
Sports,آئي پي ايل کيڏندڙ انگلينڊ جي ڪرڪيٽر بيٽر جوز بٽلر تي ضابطا اخلاق جي ڀڃڪڙي تي ميچ جي فيس جو 10 سيڪڙو ڏنڊ ادا ڪرڻ جي سزا ٻڌائي وئي آهي.
Sports,سليم يوسف چيو ته مداح پاڪستان ۽ ڀارت وچ ۾ ڪرڪيٽ ميچ ڏسڻ چاهين ٿا، جيڪڏهن ڀارت سمجهي ٿو ته اها وڏي ٽيم آهي ۽ پاڪستان نه ويندي ته پوءِ پاڪستان کي ڀارت نه وڃڻ گهرجي ڇو ته دنيا جون سموريون وڏيون ٽيمون پاڪستان ۾ آيون آهن.
Sports,ڀارتي ڪرڪيٽ ويب سائيٽ ڪرڪ بز جي هڪ رپورٽ موجب، عالمي ڪپ ۾ راويتي مخالف پاڪستان ۽ ڀارت، احمد آباد جي نريندر مودي ڪرڪيٽ اسٽيڊيم ۾ آمهون سامهون ٿيندا.
Sports,ائين صفا نه ڪجو، پاڪستاني ڪرڪيٽرز لاءِ نئون هدايت نامو جاري
Crime,ڄامشورو جي علائقي خانپور ويجهو پوليس مقابلو، هڪ جوابدار زخمي حالت ۾ گرفتار.
Crime,خانپور مهر ۾ ٻن گروپن ۾ جهيڙو، هڪ ٻارڙو زخمي، علائقي ۾ فائرنگ جو سلسلو جاري.
Crime,ايف آءِ آر ڪياماڙي جي سائيٽ ايريا ٿاڻي تي سرڪار جي فرياد تي داخل ڪيو ويو،
Crime,ست ڀيرا موت جي سزا کان بچي ويندڙ قيدي تي قسمت جي ديوي مهربان!
Crime,فرخ حبيب ۽ زبير نيازي جي گرفتاري جا اطلاع
Politics,چڀندڙ سوال، ٽرمپ فون کسي صحافي کي جهاز مان لاهي ڇڏيو
Politics,ڪريملن جي ترجمان اڄ پنهنجي هڪ بيان ۾ چيو آهي ته محل تي ڊرون حملي جو ذميوار آمريڪا اهي ڇو جو يوڪرين جا قدم آمريڪا طرفان منظور ٿيل آهن.
Sports,آفريدي وڌيڪ لکيو ته کيس افتخار ۽ شاداب خان مان به وڏيون اميدون آهن، ٻنهي جو ٽيم ۾ اهم ڪردار آهي.
Politics,مملڪتي وزير چيو ته عمران خان جي اصليت عوام آڏو اچي چڪي آهي هو ڪنهن قانون کي نٿو مڃي ۽ پاڻ کي قانون کان مٿانهون سمجهي ٿو.
Politics,فردوس شميم نقوي کي تاريخ جي خبر ئي ناهي، ڪراچي سنڌ جو تخت گاھ آهي: صنعان قريشي
Crime,ڪلفٽن توحيد ڪمرشل ۾ پوليس ڪارروائي، 2 جوابدار گرفتار. چوري دوران جوابدار پوليس اهلڪار کي زخمي ڪري ڇڏيو.
Crime,عامر لياقت جو پوسٽ مارٽم روڪڻ جي منع نامي ۾ واڌ
Sports,سريلنڪا ۽ بنگلاديش طرفان پي سي بي کي اي ميل ذريعي پاڪستان ۾ ايشيا ڪپ کيڏڻ جي خاطري ڪرائي وئي هئي.
Crime,سنڌ پوليس باڊي ڪيمراز گهرائي ورتيون، سڀني جي نگراني ٿيندي
Sports,ڀارت، پاڪستان بلائينڊ ڪرڪيٽ ٽيم کي ويزا ڏيڻ کان انڪار ڪري ڇڏيو
Politics,جيل نه ڀريا، تحريڪ انصاف وارا ٻئي ڏينهن ضمانتن لا عدالت پهچي ويا، پشاور ۾ گرفتاريون پيش
Politics,پي ٽي آءِ آمريڪا ۾ هڪ لابنگ فرم سان معاهدو ڪيو آهي: سينيٽر شيري رحمان
Crime,ٽنڊوالھيار: ٽنڊوالھيار شھر جي علائٔقي اشفاق ٽائٔون ۾ 6 ورھين معصوم نينگر سان مبينا جنسي زيادتي ڪئي وئي.
Sports,ايران مان درآمد باوجود بصر جي ڊبل سينچري
Crime,پوليس موبائل ۽ موٽرسائيڪل وچ ۾ ٽڪر، هڪ ڄڻو فوت، 3 زخمي.
Crime,آن لائن گهرايل ڊبل روٽي مان جيئرو ڪوئو نڪري آيو، عورت وائڙي
Politics,خواجا حارث نيب جو رڪارڊ پيش ڪيو ۽ چيو ته نيب کان پڇو انڪوائري انويسٽيگيشن ۾ ڪڏهن تبديل ٿي؟
Politics,مني لانڊرنگ ڪيس، وزيرعظم جي پٽ کي وڏو رليف ملي ويو
Politics,فورم ۾ موجوده غير مستحڪم سياسي صورتحال ۾ قومي سطح تي تمام اسٽيڪ هولڊرز جي اتفاق را جي ضرورت تي زور ڏنو ته جيئن عوام جي اعتماد، معاشي ترقي ۽ جمهوري نظام کي مضبوط ڪيو وڃي.
Politics,عمرڪوٽ ضمني اليڪشن ۾ يوسي 13 فقير عبدالله مان پ پ پ اميدوار محمد قاسم ساند بنا مقابلي چئيرمين چونڊجي ويو
