Text,label
اروپايي ټولنه: له افغانانو سره د بشري مرستو بهير بايد سياسي نه شي,Positive
ډونلډ ټرمپ د ۳۴ تورونو پر وړاندې ځان بې‌ګنا اعلان کړ,Negative
پرفېسر بېلي وويل که خلک ونه شي کولاي خپل کورونه تاوده وساتي نو د سانتيګراد ۱۰ درجې د ژوند لپاره د منځنۍ کچې تودوخه ګڼل کېږي. خو پرزړه، سږو او ماغزو باندې ژور اغېز کولاي شي.,Positive
پژواک خبري اژانس,Negative
د شمالي وزيرستان نه د پښتونخوا ملي عوامي ګوند د صوبايي اسمبلۍ پخواني غړي مير کلام وزير په دې وروستيو کې وي او اي ډيوه سره خبرو کې ويلي وؤ دوي اندېښنه لري چې په پښتون مېشته سيمو کې به سمه سرشمېرنه ونه شي.,Negative
رياست د هر ډول ترهه ګرۍ مخ نيوي صلاحيت لري٬آئي اېم اېف سره خبرې اترې حتمي پړاؤ ته رسېدلي ۔د منصوبه بندۍ او پرمختګ وفاقي وزير احسن اقبال خبري كنفرنس ته وېنا,Neutral
خو ددغې حوزې تړون د افغانستان د مخکني حکومت پر مهال هم يو بل چينايي شرکت سره لاسليک شوي و، چې د ځينو ستونزو له امله هغه چنايي شرکت له تړون څخه په شا شو او بيا د طالبانو حکومت د 'سيٍ پي اې آي سي' په نوم د يو بل چينايي شرکت سره نوي تړون لاسليک کړ.,Negative
"[23/11, 3:25 pm] +93 79 958 7778: کابل .",Positive
د ملګرو ملتونو يادې ادارې نن د وري په ۲۳مه په خپله ټويټرپاڼه کې ليکلي: «له افغانستان سره د مرستو لپاره بودجه مخ په تمامېدو ده چې دغه کار د ميليونونو کسانو  ژوند له ګواښ سره مخ کولاي شي.»,Neutral
رضوان الله بلال,Neutral
د کرېکټ بورډ د مخکيني رييس عزيزالله فضلي د نيولو په هکله رپوټونه,Positive
د قلعه‌نو بل اوسېدونکى سيد عبدالجليل وايي، سږ کال د خوراکي توکو د بيو ترڅنګ، د سون‌توکو بيې هم د پام وړ لوړې شوې دي.,Positive
د دغه بانک يادې سرچينې په دې اړه چې ولې يې خبر نه دي خپور شوي، څه ونه يل.,Neutral
"ده پر ټويټر ليکلي: ""دا به احتمالاً د خلکو کړاو لا پسې ډېر کړي او د نړيوالې مرستې کمېدو ته له ښايي لار هواره کړي.",Negative
د کاپيسا د امنيه قوماندانۍ وياند عبدالفتاح فايز وايي، د دغه ولايت د حصه اول ولسوالۍ له جنايي جرمونو سره د مبارزې مديريت د مسوولينو د کشفي اطلاعاتو پر اساس، د يوه سړي مړي د دغې ولسوالۍ په قاضي‌خېل کلي کې موندل شوي دي.,Neutral
له نيول شوو د احمدشاه په نوم کس پژواک ته وويل: «له حکومته کومه غوښتنه نه لرم، حکومت چې څومره توان لري، هغه دې زموږ پر وړاندې وکاروي؛ په هېواد کې بل کار او روزګار نشته، د کار مو نه واي کړي نو څه مو کړي واي؟»,Negative
د طالبانو حکومت د رياست الوزرا اقتصادي معاونيت وايي، په تيرو اوو مياشتو کې د افغانستان له فضا څخه د تيرېدونکو الوتکو په شمېر کې زياتوالي راغلي دي.,Positive
په خپرو شويو تصويرونو کې د سمندر غاړې ته نژدې يوه لار کې يو اوښتي موټر او يو اسرائيلي پوليس په داسې حال کې ليدل کېږي چې ډزې کوي.,Negative
"د مېرمن مقصودي په وينا: ""د ويزو وخت مو پوره شوي، د بيا ترلاسه کولو غوښتنه مو کړې خو رد شوې، د کار کولو اجازه نه راکول کېږي، مېړه مې د سړک پر غاړه ميوه خرڅوي خو د پاکستان پوليس يې هره ورځ په يوه او بله بهانه ځوروي او مزدورۍ ته يې نه پرېږدي.""",Neutral
دا ډول لاره د طالبانو په اوسني حکومت کې ناممکنه ښکاري ځکه چې د طالبانو مشران وايي د حکومت کولو لپاره د خلکو رايو يا ووټونو ته نه بلکې يواځې اسلامي شرعي قانون ته اړتيا لري.,Positive
عبدالرحمن ژوندي,Negative
ټوېټر وايي هغه اکونټونو له منځه وړي چې د بل چا په معلوماتو جوړ شوي وي,Neutral
د دغه ولايت د کانونو او صنايعو خونې رييس سيد سرور اماني پژواک خبري اژانس ته وويل، کندهار د پي‌وي‌سي او پولي‌ايتلين پايپونو او ځينو نورو پلاستيکي توکو جوړولو په برخه کې پر ځان بسيا شوي او د دغه ډول وارداتي توکو مخه په پوره ډول نيول شوې ده.,Neutral
هغه دغه راز په پنجشير کې د فرهنګي غونډو او نندارتونونو جوړېدو په برخو کې د اطلاعاتو او فرهنګ له وزير د همکارۍ غوښتنه هم وکړه.,Negative
د هغه په وينا، دغه کډوال له تېرو اتو کلونو راهيسې په يادو سيمو کې مېشت دي.,Neutral
خبريال مصطفي شهريار وايي: «له بده مرغه اطلاعاتو ته د لاسرسي په برخه کې ډېرې ستونزې لرو، نه‌شو کولاي پر وخت اطلاعاتو ته لاسرسي ولرو.»,Neutral
سرچينې څرګنده کړه چې ياد کتابونه له ماشومانو د ملګرو ملتونو د ملاتړ صندوق (يونيسف) له لوري د جوزجان ولايت پوهنې رياست ته استول شوي دي.,Neutral
همکار مې حفيظ الله معروف په ولسي او سياسي چارو کې د مخکني ولسمشر له سلاکار او د ملي ثبات ټولنې له مشر ضياء الحق امرخېل سره چې اوس کابل کې خبرې کړي.,Positive
د ياد ولايت بل زنداني جمعه خان هم په دې باور دي چې په يوه ټولنه کې د جرمونو کچه د بې علمۍ، بېوزلۍ او ولس ته د حکومت نه پاملرنې له امله لوړېږي.,Positive
ډاکټره شريف له ناروغانو غواړي: «ښځې بايد د اميدوارۍ په دوران کې خپل روغتيايي حالت ته پام وکړي، کله چې د اميدوارۍ څلور مياشتې يې پوره کېږي نو هره مياشت دې ډاکټر ته مراجعه وکړي، څو لازمې سپارښتنې ورته وشي.»,Negative
پر افغانستان د طالبانو له بيا واکمنۍ راهيسې،‌ د طالبانو حکومت په چټکۍ د پخواني افغان پوځ له امکاناتو په ګټې د نوي پوځ جوړونې چارې روانې ساتلې.,Positive
همداراز د ښاغلي شریفي په وینا، په ریګستاني یا بیدیا سیمو کې د اوبو د جذب ستونزه د اندېښني وړ موضوع نه ده، برعکس دده په خبره دا تر ځمکي لاندي د اوبو د سرچینو د پیاوړتیا لامل کیږي او نوموړی یې ګټوره چاره بولي.,Neutral
د نورې نړۍ په شان د پاکستان د بهرنيو چارو وزير هم په طالبانو غږ وکړ چې د افغانانو او نړۍ سره دې خپلې کړې ژمنې عملي کاندي.,Positive
له بل لوري د اسلامي امارت مسوولين وايي، نړۍوالې مرستې بايد له اسلامي امارت سره په همغږۍ ولګول شي.,Positive
د اوبو او انرژۍ وزارت د تېر يوه کال په موده کې په هېواد کې ۳۶۰ پروژې پلې کړې دي,Negative
د امريکا متحدو ايالتونو د جيولوژيکي سروې د معلوماتو له مخې، دا ۵ اعشاريه ۶ درجې زلزله د جاوا ټاپو لوېديځ سيانجور ښار کې شوې چې ژوروالي يې ۱۰ کيلومتره (۶ ميله) اټکل شوي دي.,Positive
نوموړي له اسلامي امارته د يادې پرېکړې د ژر لغوه کولو غوښتنې ترڅنګ ويلي، هغه ټول اقدامات چې د کار، تحصيل او ازادۍ لپاره د ښځو او نجونو حقوق محدودوي، بايد لغوه شي.,Negative
سي‌اېس‌ټي‌او له افغانستانه د ترهګرۍ ګواښونو په اړه اندېښنه ښودلې ده,Negative
"[15/04, 7:27 pm] Bahadarkhil: جلال اباد .",Neutral
د سپين بولدک- چمن ترمنځ دروازه له سبا 'دوشنبې' بېرته پرانيستل کېږي,Positive
همدارنګه نوموړي وايي چې روان کال به په نيمروز ولايت کې د کمال خان بند د دويمې کاسې د تخنيکي سروې او د امکان سنجۍ چارې هم پيل شي.,Neutral
سرچينو ويلي چې دې پروازونو اوه اوونۍ ادامه درلوده.,Neutral
انتونيو ګوتېرېشد عکس سرچينه،GETTY IMAGES,Negative
۷ تله ۱۴۰۰ - ۲۹ سپتمبر ۲۰۲۱,Negative
دغه بانک خپله اعلاميه کې په افغانستان کې ټولو سوداګريز بانکو او همدا راز د بهرنيو بانکونو څانګو ته سپارښتنه کړې چې دا پرېکړه عملي کړي.,Negative
که په پازي ګي کې د مړو دا شمېر تاييد شي دا به په کورنۍ جګړه کې تر دمه تر ټولو خونړې پېښه وي چې يوه ورځ کې دومره شمېر کسان پکې وژل کېږي.,Neutral
د طالبانو د بهرنيو چارو وزارت په خبرپاڼه کې راغلي، د مسکو په ناسته کې پر سوله‌ييز، متحد، خپلواک، ناپېيلي او له اقتصادي پوله په پرمختللي افغانستان ټينګار د ستاينې وړ دريځ بولي.,Positive
"په قطر کې اوسېدونکي بل ايراني وګړي د ايران د لوبډلې د لوبې وروسته وويل: ""ځېنې وختونه، موږ هڅه کوو، چې هغه ستونزې چې په ايران کې رواني دي، هغه هېرې کړو. زموږ لپاره دا د خوښۍ فرصت وو چې د دواړو لوبډلو لوبه وګورو. خو موږ له نويمې تر سلمې دقيقې پورې، په وزګار وخت کې، د هغه څه په اړه چې په ايران کې روان دي، فکر نه کولو. خو زه هيله من يم چې دا به په ايران کې يوه مثبته اغېزه ولري. لوبغاړي او ټول هغه خلک چې دلته دخيل دي او ټوله نړۍ، هغه څه غواړي چې د بشريت لپاره غوره دي. ايران هم د دې برخه ده.""",Positive
خو د دې ټولنې شرطونه هم لانجمن او بحث وړ وو.,Positive
افغان مېرمنې,Neutral
اوچا په خپل ټويټر کې يوه ويډيو خپره کړې چې پکې راغلي، په افغانستان کې ۲۸.۳ ميليون وګړي مرستو ته اړتيا لري چې له دې ډلې ۲۳ سلنه يې مېرمنې، ۵۴ سلنه يې ماشومان او ۸.۳ سلنه يې شديد معلوليت لرونکي کسان دي.,Negative
په هرات کې د ښوونې او روزنې برخې يوه فعاله منيژه صايبي د دغه ولايت د محبس د مسوولينو له دغه اقدامه د ملاتړ ترڅنګ وايي چې د بنديانو لپاره د ښوونيزو پروګرامونو پيلول او د هغوي د ذهني پياوړتيا په برخه کې د مسوولينو احساس اغېزناک دي.,Positive
د بشري حقونو ادارې وايي د ۲۰۱۵ کال راپديخوا چې محمد بن سلمان په سعودي عربستان کې واک تر لاسه کړي، پدې هيواد کې څه باندې ۱۰۰۰ کسان اعدام شوي.,Negative
په افغانستان کې له سياسي تحول مخکې په پلازمېنې کابل کې د خلکو او موټرو ګڼه‎ګوڼه ډېره وه او اوسېدونکو يې ډېرى وخت، په ځانګړي ډول د ژمې موسم کې د هوا له ککړوالي شکايت کاوه.,Positive
د اتحادي حکومت يو کلنه کارکردګي د کاميابۍ سفر دے ٬ د سختو چېلنجونو مبارزه وكړې شوه ٬ په نړيواله كچه د پاکستان وقار بحال کړے شو٬ وزيراعظم شهباز شريف,Neutral
"د جمال خاشقجي کوژدنې د دې خبر له خپرېدو وروسته پر ټويټر ليکلي  چې ""جمال نن بيا ومړ"" او فکر يې کاوه چې عدالت به وشي، خو پيسو ته لومړيتوب ورکړل شو.",Positive
نوموړې د یاد ولایت د سیمه‌ییزې ادارې له ملاتړه د مننې ترڅنګ زیاته کړه چې له افغان ښځینه متشبثینو نه باید ډېر ملاتړ وشي؛ ځکه چې ډېری ښځینه متشبثینې د خپلو کورنیو نفقه برابروونکې دي.,Neutral
د راپورونو ترمخه د زلزلې وروسته د جټکو لړۍ هم روانه ده.,Positive
د بريتانيا حکومت نن پنجشنبه اپريل شپږمه (وري۱۷) وويل چې د هغو نيپالي امنيتي ځواکونو شړل يې ځنډولي دي‌ چې په افغانستان کې د طالبانو له بيا واکمن کېدو وروسته بريتانيا ته انتقال کړل شوي وو.,Negative
د رياست الوزرا سياسي مرستيال مولوي عبدالکبير په دغه کتنه کې وويل چې د اسلامي امارت په بريا کې ټولو ولايتونو قرباني ورکړې او ټول د متوازن پرمختګ او بيا رغونې مستحق دي.,Neutral
وايټ هېلمټ پر خپل ټويټر ليکلي،‌ ناپېژانده ډورن د ادليب ولايت د کيلي ښار څنډو کې پر دغه سړي د توغندي بريد وکړ.‌,Negative
تازه ۳ ساعتونه وړاندې,Neutral
د اطلاعاتو او کلتور وزارت يوه پلاوي د فرهنګي، لرغونو او تاريخي ځايونو د سروې او ثبت په موخه بغلان ته سفر کړي,Negative
اسلام آباد 12اپرېل  (اے پي پي) د اسلامي مرستي تنظيم (او آئي سي) غړو هېوادونو كښې د روايتي داروګانو او دې سره تړون لرونكي بائيو ميډيکل سائنسز كښې مرستي قوي كولو لپاره د چين سائنسمدارو او صنعت کارو يو اعليٰ كچ پلاوي به د پاكستان دوره كوي۔د اسلامي مرستي تنظيم ذيلي ادارے کامسټيك له مخې د چين سائنسمدارو او صنعت کارو پلاوي به د اداره جاتي او صنعتي رابطو د لارې قدرتي مصنوعات، بائيو ټيکنالوجي، ماليکيولر او سيل بائيولوجي او روايتي داروګانو په څانګو كښې تحقيق او پرمختګ كښې مرستي لپاره د مفاهم په يادښت لاس ليك كولو لپاره په 27 اپرېل اسلام آباد كښې د کامسټيك سيکرټريټ دوره کوي۔د مفاهم په يادښت لاس ليك سره به عوامي جمهوريه چين او او آئي سي غړو هېوادونو ترمينځه نړيوال او تحقيقي اقدامات قوي كولو كښې مرسته وشي۔(sfa/sfa/1309),Neutral
د مسکو ناستې په څنډه کې د ايران، هند او روسيې استازو هم د افغانستان په اړه ځانګړې غونډه کړې او د افغانستان پر ثبات، امنيت او د يوه داسې ټولګډونه حکومت پر اړتيا ټينګار کړي چې په کې ټولو قومونو ته ونډه ورکړل شوې وي.,Positive
د موسمياتي بدلون له امله په پاكستان كښې تباهي خپرونكي سېلاب 33 ملين وګړي ځپلي دي٬ شازيه مري,Positive
دغه راز ددغه ښار په اوومې ناحيې کې د غصب شوو ځمکو په اړه ښاروالۍ ته دنده وسپارل شوه چې په راتلونکې ناسته کې بشپړ معلومات راټول او وړاندې کړي او د ننګرهار د نفت او ګازو امريت څخه ددغې ادارې د غصب شوو ځمکو په اړه سندونه وغوښتل شول.,Positive
همدا رنګه د بغلان ولايت د عامې روغتيا رياست وياند عبدالله ملنګ پژواک ته وويل چې له يادې ترافيکي پېښې يو جسد او شپږ ټپيان روغتون ته انتقال شوي دي.,Neutral
خو پښتانه قام پرست سياسي ګوندونه، ولسي تحريکونه اؤ دمدني ټولني فعالان وايي چې که دپښتنو په خاوره بيا دعملياتو په نوم دپښتنو دبې کوره کولو هڅه وشوه نو دوي به يې پرضد مزاحمت کوي.,Neutral
سرچينې زياته کړې، ګډونوالو د افغانستان اوسني وضعيت او له موجوده واکمنانو څخه د نړۍوالې ټولنې د مهمو غوښتنو په اړه چې «د ټول‌ګډونه حکومت جوړول، افغان ښځو ته د کار او تعليم فرصتونو برابرول او د اقليتونو د حقونو تضمينول» په کې شامل دي، بحثونه وکړل.,Neutral
د تحريک انصاف ګوند مشر عمران خان په ټويټر ليکلي دا خبره په بشپړ ډول په ډاګه شوې ده چې پي ډي‌ ايم په هرحال کې د انتخاباتو نه تېښته کول غواړي خو وزيراعظم شبهباز شريف بيا ويلي چې سپريم کورټ دې خپلې فيصلې ته کتنه وکړي اؤ فل کورټ دې جوړ کړي بيا چې هره فيصله کوي حکومت به يې مني.,Negative
۲۰کلن هاجم د لوبې دپاره د روژې له خوړلو ډډه کړې ده.,Negative
د غونډې په وروستۍ برخه کې، د افغانستان اوسپنې پټلۍ ادارې وياند عبدالسميع دراني، وويل چې په تېر مالي کال کې د افغانستان اوسپنې پټليو له لارې څلور ميليونه ۶۷۳ زره ۹۲۹ مټريک ټنه انتقالات چې صادرات، ورادات او ټرانزيټ پکې شامل دي؛ ترسره شوي او دا کچه د ۱۴۰۰ مالي کال په پرتله ۳۶ سلنه زياتوالي ښيي.,Neutral
فېروزکوه (پژواک، ۱۴ وري ۱۴۰۲): غور کې سيمه‌ييزې سرچينې وايي چې د تېرې شپې واورې ورېدو له امله د غور – کابل لويه لار د بکک کوتل سيمه کې د ترافيکو پر مخ تړل شوې او لسګونه مسافر په دې لاره کې بند پاتې دي.,Negative
فنلنډ او سويډن وروسته له هغه په ناټو سازمان کې د غړيتوب وړانديز وکړ چې مسکو د فبروري په ۲۴ نيټه په خپل ګاونډي هيواد اوکراين نظامي بريد وکړ.,Positive
احمد جواد سداد  زياته کړه:«مرکزي بانک تل د زړو او له‌منځه تللو پيسو په راټولولو کې هڅه کوي او لکه څرنګه چې مو وويل زموږ فعاليت روان دي او نوي چاپ شوي بانک‌نوټونه ووېشل شول او ځينې زاړو بانک‌نوټه مو هم بدل کړي او دا بهير دوام لري.»,Negative
ډالرد عکس سرچينه،GETTY IMAGES,Neutral
د راپورونو له مخې، په ننګرهار کې د دوو کورنيو ترمنځ ۴۰ کلنه او په لوګر کې بيا د دوو کورنيو ترمنځ ۳۵ کلنه هغه دښمني پاي ته ورسول شوه چې په ترڅ کې يې دواړو لورو ته تر لسو کسانو مرګ‌ژوبله اوښتې وه.,Positive
د غزني په جغتو کې ځايي خلکو په شخصي لګښت د يوه ښوونځي ودانۍ جوړه کړه,Positive
پاکستان کې د تېلو د لوړې بيې نوي ريکارډ,Neutral
تېر کال پر خواله رسنيو د پاکستان په زندانونو کې د بندي افغان کډوالو په ځانګړې توګه د ښځو او ماشومانو خپرو شويو عکسونو پراخ غبرګونونه راوپارول. د دغو بندیانو د ناوړه حالت تر څنګ د ناروغیو له امله د یو شمېر افغان بندیانو د مړينې ریپوټونه هم ورکړل شوي. د ملګرو ملتونو د کډوالو کمېنشرۍ (يو اېن اېچ سي ار) هم په تېره بیا په سند ایالت کې د بندي افغانانو پر وضعيت اندېښنه ښودلې وه.,Neutral
نوموړي وايي، تېر کال يې تر دې دمه له ۱۰۰ جوړو ډېر فرمايشات درلودل، خو په دې روژه کې تر اوسه چې اتلسمه يې ده، له ۲۰ جوړو څخه کم فرمايش لري.,Negative
"خو حکومت مخالف ګوند پاکستان تحريک انصاف بيا دې بلاول بوټو دې اندېښنو ته خپل غبرګون کې په هغه دايين ماتوونکو د سهولت کار تورونه لګولي دي او وايي د دستور، جمهوريت او پارليمان په چقولو بلاول بوټو د ""نظريه ضرورت"" ژوندي کولو لپاره تر خپله وسه زور لګوي.",Negative
د ټويټر نوي څښتن اېلون مسک ويلي، د امريکا د مخکني ولسمشر ډونلډ ټرمپ ټويټر اکونټ بېرته فعال شوي. د نوموړي اکونټ وروسته تر هغه بېرته فعال شو چې د ټويټر کارنو يوه نظرپوښتنه کې د مخالفانو پر وړاندې دوه سلنه لوړه رايه وګټله.,Positive
د رياست الوزرا د اداري مرستيال مولوي عبدالسلام حنفي په مشرۍ د معاشونو او تشکيلاتو د تنظيم کمېسيون غونډه پرون ترسره شوه.,Negative
په ختيځ زون کې پر داسې مهال د پوليو ضد کمپاين پيليږي چې په دې وروستيو کې په کونړ او ننګرهار ولايتونو کې د پوليو د شپږو مثبتو پېښو ثبت تېدو راپور ورکړل شوي دي.,Positive
د چاپېريال ساتنې چارو يو بل کارپوه انجنير امين‌الله وايي: «ډېرې څاګانې هر کال په ژمي کې وچېږي، خو د تېر کال تر صفر لاندې ساړه د دې لامل شول چې په دغه ولايت کې تر ځمکې لاندې اوبه ډېرې ټيټي شي چې اوس خلک له ستونزو سره مخ دي.»,Negative
په هرات کې د ښځو لپاره ځانګړي بازار پرانيستل شو,Positive
هلمند کې لسګونه ميله امريکايي وسلې ترلاسه شوې دي,Negative
د قوشتېپې کانال د پروژې مخینه د محمد داود خان واکمنۍ ته ګرځي، خو په جرمني کې د اوبو او چاپېریالي چارو کارپوه ډاکټر نجیب الله سدید په وینا ددې پروژې طرحه په لومړي پړاو کې وه، چې پاته شوه.,Neutral
د افغانستان د رسنيو د ملاتړ د ادارو د شميرنو له مخې، په تيرو نږدې ۱۸ مياشتو کې په افغانستان کې د ۳۴۵ سيمه ييزو راډيو سټيشنونو څخه ۱۱۷ يې تړل شوي، چې ورسره په سلګونو خبريالانو او د رسنيو کارکوونکو خپل کارونه له لاسه ورکړي دي.,Negative
مقبوضه بېت المقدس۔11اپرېل(اے پي پي) اسرائيلي ځواکونو په فلسطيني سيمو کښې له روان کړکېچ وروسته الاقصي جومات ته د تلونكې لارې لوېديځه دروازه (مراکشي دروازه) بنده كړه۔ د سعودي عربستان د خبري آژانس د خبر له مخې اسرائيلي قابض ځواك په لويديزه  غاړه كښې اريحا ښار ته په نزدې جبر كېمپ د بريد په مهال يو شمېر كورونه محاصره كړل چې په نتيجه كښي يۍ فلسطيني ځوانانو سره نښتې وشوې۔ د بريد څخه وروستو د كېمپ داخلي لارې هم بندې كړې شوې۔ د فلسطين د روغتيا وزارت له مخې اسرائيلي پوځ د بريد په مهال په ډزو كولو 15 كلن ماشوم محمد فائز بلهان شهيد  او دوه  نور كسان ژوبل كړل۔,Neutral
د سيګار په رپوټ کې د افغانستان لانجې د سياسي حل لپاره د امريکا هڅو ته هم اشاره شوې.,Positive
خو د اسلامي امارت وياند ذبيح‌الله مجاهد په هېواد کې د ملګرو ملتونو ادارو کې پر افغان ښځينه کارکوونکو د بنديز په غبرګون کې د يوناما د څرګندونو په اړه ويلي، دا د افغانستان داخلي ارزښتي موضوع ده او بايد ټول لوري ورته درناوي وکړي.,Neutral
د هند او پاکستان لوبډلې هم په نړيوالې درجه بندۍ کې پاکستان ۴۱ او هند ۵۹ ځاي لري، خو افغانستان په دغه نوملړ کې تر سلو وروسته دي.,Positive
"وړاندې ټرمپ پر خپل ټوېټر ليکلي وو: ""د سې شنبې په ګهيځ محکمې ته ځم، که دوي يې ومني يا نه، امريکا بايد په دې ډول نه واي"".",Negative
"[28/11, 4:00 pm] +93 79 958 7778: جلال اباد .",Positive
په ياد رپورټ کې ويل شوي وو، د 15 اګست 2021 نه تر 14 اګست 2022 پورې په پاکستان کې 250 ترهګر بريدونه شوي 433 کسان پکې وژل شوي او 719 پکې ژوبل شوي وو او په دې موده کې د تير کال په مقابله کې د وژنو شرح هم 47 فيصده زياته شوې وه.,Positive
د پيو څيړنيز مرکز شنبه نومبر ۱۹ (لړم۲۷) ويلي چې د کانګرس د نوې دورې غړي چې ټاکل شوې د ۲۰۲۳ کال د جنوري د مياشتې په ۲مې نيټې سوګند وکړي، ښايي د ۱۱۷ مې دورې په شان متنوع وي.,Positive
د بشري حقونو فعالان وايي، طالبانو په افغانستان کې ښځې له ولسي ځايونو په بشپړه توګه ختمې کړې دي، خو مېرمن مبارز وايي:,Positive
پل علم (پژواک، ۲۶ لړم ۱۴۰۱): د لوګر د کليو بيارغونې او پراختيا رياست مسوولين وايي، د ملګرو ملتونو له ماشومانو ملاتړ صندوق/ UNICEF له لوري د دغه ولايت مرکز پل علم اړوند په «نيازيو» کلي کې د څښاک اوبو يوې شبکې جوړولو چارې پيل شوې.,Positive
د افغاني سرې مياشتې ټولنې يوه مسوول محمد‌صالح اخندزاده وايي: «ډېري خلک مرستو ته اړتيا لري چې بايد مرستې ورسره وشي او رسنۍ ډېر پوهېږي او وضعيت څاري، تجربه او څېړنه کوي، په ټوله کې ويلي شو چې په لوړه کچه اړتياوې شته.»,Neutral
هغه زياته کړه، حکومت دې په هلمند کې له بزګرانو د ملاتړ په موخه سړې خونې جوړې کړي څو تر يوه وخته په کې خپل محصولات وساتي.,Negative
کابل، د وري ۱۷مه، باختر,Negative
اسلام آباد۔31مارچ  (اے پي پي)د اطلاعات او خپرونو وفاقي وزيرې مريم اورنګزيب وئېلې دي د 9 كسيز بنچ نه معامله درې كسيز بنچ ته راغله٬ په صوبو كښې د الېكشن په اړه دې فل كورټ بنچ جوړ كړے شي ٬ ائين شكن او ذهني رنځور له د اور ورته كولو ډبے په لاس ورغلے څوك چې ټول ځنګل او هېواد ته تيلے ورته كول غواړي ، ورومبے ئې د سائفر  په رامخې ته كولو قيصې وكړې ،آئين ئې مات كړو ، اسمبلۍ ئې  ماتې كړې، د صدر  ٬ سپيکر  او ډپټي سپيکر  څخه ئې آئين شکني وكړه  ،هم دې سپريم کورټ دا پرېكړه كړې وه  چې آئين شکني شوې  ،كه لېونے  اليکشن غواړي نو د  قامي  اسمبلي څخه ئې استعفې ولې وركړه او د دوو صوبو اسمبلۍ ئې ولې ماتې كړي  ۔ دې  د جمعې په ورځ ميډيا سره خبرې كولې  ۔ د اطلاعات وزيرې مريم اورنګزيب ووئېل  پنجاب او خيبر پښتونخوا كښې د اليکشن په اړه سپريم کورټ كښې سماعت روان دے ، دا هغه کيس دے كوم  چې  د 9 فاضل ججانو د بنچ نه شروع شوے ؤ او  3 ججانو له راغلے ٬ بل پلو د 4-3، 2-3   خبرې كېږي ٬  جسټس اعجاز الاحسن  د وړاندې نه دې کيس نه معذرت کړے، دې ووئېل جسټس اعجاز الاحسن د دې کيس د سماعت برخه نه ؤ  ځكه هغه د  عمل درآمد د پرېكړې برخه  نشي جوړېدے، تېره ورځ يو دا روايت  جوړ كړے شو جې د يوې  پرېكرې د بره سرکلر  راغے كوم چې د دې خبرې نشاندهي کوي او هم دا ئې تاثر دے  چې د سپريم کورټ كومې فيصلې دي  افرادي دي  ،دې ووئېل  دا نشي كېدے چې د يو معزز جج پرېكړه د  رجسټرار په سرکلر کالعدم وګرځولې شي   ۔دې ووئېل  عمران خان د ڼړيوال سازش په دروغو  وئېلو نيولے شوے  ، دغې سړي به اول وئېل چې د امريکي سازش دے بيا وائې د باجوہ نه، د نواز شريف نه ، د شهباز شريف  نه  بلکې دا سازش محسن نقوي كړے ؤ ۔ چې كله  د سازش  بيانيه ، لانګ مارچ، جيل بھر و تحريک ناکامه شول او د پلستر لرې كولو وخت راغلو نو په زمان پارک كښې ئې په ترهه ګرو د پوليس   سرونه مات كړل  ، د پيټرول بمونو څخه ئې بريدونه وكړل  ٬ د دې هر څه بس يو مقصد دے چې دا سړے اليکشن نه غواړي   او هغه يه هېواد كښې  مړي كول غواړي٬ دې ووئېل   ډکليئر لېونے دا هر څه ځكه كوي چې زه د ټيرن پلار يم او ما له به د دې ځواب وركول وي ٬ ، دې سړي له به د توشه خانه ځواب وركول وي۔ دې سړي ته پته ده چې د  ذکواۃ پيسه باندې مني لانډرنګ  شوے او سياست كښې لګولې شوې ، دې سړي ته د دې هم پته ده چې ما ګھړۍ پټې كړي، ځكه دا تماشه راجوړوي، دې ووئېل نن سپريم کوټ کښې 9 كسيز بنچ له سماعت کول وو هغوي ولې سماعت ونه كړو  ،اوس اطلاع راغلې چې درې كسيز بنچ تشکيل كړے شوے، د كوم بنچ نه چې  ججز معذرت کوي هغه متنازعه شوے ، دې ووئېل د پاکستان اولس ګوري  چې څه كېږي  ۔ دې ووئېل دا نشي كېدے  جې يو سړے سپريم کورټ، هائيکورټ اوغواړي نو  هغه په عدالتونو پر بريد كوي ، د سپريم کورټ نه واخله تر سيشن جج پورې هغه سړے بريد كونكے  دے خو دې سړي ته د هر عدالت نه ريليف تر لاسه كېږي  ۔ دې ووئېل كه نن پرون د دې سړي د سهولت لپاره كومه هم پرېكره راغله هغه به  متنازعه وي  ۔دې ووئېل  د پارليمان دننه چې كوم قانون منظور شوے هغه د دې خبرې نشاندهي كوي جې دا يوہ زړه غوښتنه وه  ،  د وکيلانو ورورولۍ او بار کونسلز او د اولس غوښتنه وه چې د اپيل حق پكار دے ، د ججانو کميټۍ له  د ازخود نوټس ، د بنيچ تشکيلولو پرېكره كول غواړي ۔ مريم اورنګزېب ووئېل د وکيلانو د تحفظ قانون هم وزيراعظم د وعدې تر مخه  منظورکړے  په كوم چې وكيلانو له مباركي وركوو  ۔(zia/wam/2027),Negative
د برما د نظامي حکومت وياند امريکا غږ ته تائيد کړه چې په خوشې شويو کسانو کې هنرمندان، فعالين، د مخکني حکومت يو وزير، د انتخاباتو يو پخواني چارواکي او يو اعلي وزير او د بهرنيو هيوادونو څلور اتباع شامل دي.,Positive
