headline,label
رنویر نے بتایا اسکول ٹائم کا راز، اس لئے پہنتے ہیں عجیب وغریب کپڑے,entertainment
میچ کے دوران ممبئی کے اس کھلاڑی نے ٹیم کے سامنے اتارے کپڑے ، ملی سخت سزا,cricket
پاکستان میں آئی پی ایل نشریات پر پابندی ، عمران حکومت نے لگایا یہ سنگین الزام,cricket
آسٹریلیائی کپتان نے کیا تھا پریشان، رشبھ پنت نے اس طرح سے لیا 'بدلہ'۔,cricket
بھوجپوری اسٹار کھیساری لال نے سرعام اداکارہ مدھو شرما کو کیا کس ، دو کروڑ لوگوں نے دیکھا یہ ویڈیو,entertainment
پرینکا چوپڑا نے نک جونس کو سوشل میڈیا پر دیا بوسہ، تصویر وائرل,entertainment
نیوزی لینڈ : مسجد میں نماز ادا کرنے والے تھے بنگلہ دیش کے کرکٹرز ، اسی دوران شروع ہوگئی فائرنگ,cricket
کیپٹن کول دھونی کی زندگی پر بننے والی فلم کے لئے ان کے ہی جم میں ورزش کررہے ہیں سشانت,entertainment
کرن جوہر نے شعلے فلم 100مرتبہ دیکھی ہے,entertainment
بالی ووڈ اداکارہ نے اپنے بوائے فرینڈ کے ساتھ والی رومانٹک تصویریں کی شیئر ، دیکھیں,entertainment
ہوشیار! کہیں آپ کا فیشن نہ بن جائے بیماری کا سبب,entertainment
بچوں کے لئے 2 نینی رکھ کر ٹرول ہوئی میرا راجپوت، اس ویڈیو کو دیکھ کر لوگوں کو آیا غصہ,entertainment
!سفید ساڑی کو سیکسی بنانے کا کام بس راج کپور ہی کر سکتے تھے,entertainment
شاہ رخ- سلمان نہیں ریتک روشن ہیں سال 2018 کے سب سے ہینڈسم اسٹار، جاری ہوئی یہ فہرست,entertainment
یوراج کی ہوئیں ہیزل، گردوارے میں شادی، دیکھیں- مہندی سے لے کر شادی تک کی تصویریں,entertainment
‘کنگنا نے پھر دیا بے باک بیان۔ کہا، ’ میں اتنی کامیاب ہوں کہ سیاست میں جانے کی ضرورت نہیں,entertainment
بگ باس 12 جیتنے والی دیپکا قبول کر چکی ہیں اسلام، فیضہ ہے ان کا اصلی نام,entertainment
مشہور سنگر اور وائیولنسٹ بالا بھاسکر بھیانک کارحادثے کا شکار ، حادثے میں گئی بیٹی کی جان,entertainment
مدھیہ پردیش : آٹھویں کلاس کی 15 سالہ نابالغ لڑکی کو اجتماعی آبروریزی کے بعد زندہ جلا دیا گیا,crime
ایسے ہوئی تھی 'ہیرا ٹھاکر 'کی اہلیہ کی موت,entertainment
"پرینکا چوپڑا نے چھپ کر ""کارپارکنگ"" میں نک جونس کو کیا کس ، ہاٹ تصویریں وائرل",entertainment
ایشیا کپ 2018 : یہ چار پاکستانی کھلاڑی ٹیم انڈیا کا کر سکتے ہیں بڑا نقصان ، رہنا ہوگا محتاط,cricket
آئی پی ایل 2019 : دھونی کا دھماکہ ، چنئی سپرکنگس نے راجستھان کو دی مات,cricket
ہندوستان کے سب سے 'ضعیف' کپتان بنے دھونی، توڑ ڈالے یہ ریکارڈ,cricket
صرف آٹھ دن میں ہی 300 کروڑ کا ہندسہ پار کر گئی پریم رتن,entertainment
"ویسٹ انڈیز کے اس گیند باز نے پھینکی کرکٹ تاریخ کی سب سے ""شرمناک ""نو بال",cricket
کٹرینہ کیف کے بغیر ہی جگا جاسوس کا سیکوئل بنائیں گے انوراگ باسو,entertainment
اس ہیرو کی شرٹ اتروانے کے کیوں خلاف تھے بالی ووڈ اداکار سلمان خان؟,entertainment
کرایہ کا مکان تلاش کر رہی داروغہ کی اہلیہ کی طمنچہ کے نوک پر آبروریزی ، ملزم گرفتار,crime
آئی سی سی ٹی 20 رینکنگ میں کلدیپ یادو کی بڑی چھلانگ ، پاکستانی گیند باز شاداب خان کو چھوڑا پیچھے,cricket
سنی لیون نے سیکس سیل کی تصویر شیئر کرکے پورن سائٹوں پر پابندی کی مخالفت کی,entertainment
مشہور اداکار امیتابھ بچن کے ساتھ پھر سےکام کریں گے شاہ رخ خان,entertainment
سلمان خان نے لگائی گھوڑے سے ریس، دیکھیں جیتا کون؟,entertainment
ہندوستان بمقابلہ نیوزی لینڈ: وراٹ کی غیر موجودگی میں ٹیم انڈیا کو ملی سب سے بڑی ہار,cricket
اب مشت زنی سین کرکے سرخیوں میں آئی یہ اداکارہ ، بولڈنیس کی ٹوٹ گئی ساری حدیں,entertainment
گروگرام : آبروریزی کے بعد تین سال کی بچی کا بے رحمی سے قتل ، پرائیویٹ پارٹ میں ڈالی لکڑی,crime
آئی پی ایل 2019 : وراٹ کوہلی کی ٹیم میں شامل ہوا یہ طوفانی گیند باز ، کیا آر سی بی کی بدلے گی قسمت,cricket
لندن میں چاقو سے حملہ کرنے والا ذہنی مریض، حملہ میں ایک خاتون ہلاک ، 5 افراد زخمی,crime
ممبئی میں پارٹی کرتی نظر آئیں شلپا شیٹی اور امرتا اروڑہ ، دیکھئے مستی بھری تصویریں,entertainment
سنسر بورڈ نے دیکھتے ہی بین کر دی تھی یہ 7 فحش فلمیں، صرف یوٹیوب ہے دیکھنے کا آخری کا راستہ,entertainment
!جب سلیم خان نے اپنے سسر کے نام پر رکھ دیا تھا اس کردار کا نام اور کٹوا دئیے تھے ہاتھ,entertainment
میچ کے دوران کریز پر ہی پاکستانی نزاد اس کرکٹر کو پڑا دل کا دورہ ، ایمبولینس سے لے جانا پڑا باہر,cricket
ہندو دہشت گردی پر پرکاش راج نے کمل ہاسن کی حمایت کی ، کہا : مذہب کے نام ڈرانا دہشت گردی نہیں تو اور کیا,entertainment
شہنشاہ جذبات دلیپ کمار 18 سال پرانے چیک باؤنسنگ مجرمانہ کیس میں باعزت بری,entertainment
تین افریقی نوجوانوں نے گایا ’کل ہو نہ ہو‘ سوشل میڈیا پر ویڈیو نے مچائی دھوم,entertainment
اندرا گاندھی اور سیرینا ولیمز کو قابل تقلید مانتی ہیں کٹرینہ,entertainment
پلوامہ حملہ: سینے اسوسی ایشن کا بڑا قدم، بالی ووڈ میں پاکستانی فنکاروں پر لگی پابندی,entertainment
سلمان کی سابقہ بھابی کو ڈیٹ کر رہے ہیں ارجن کپور؟,entertainment
جب 'خبر' ملی کہ میں پوجا اور مہیش بھٹ کی بیٹی ہوں: عالیہ بھٹ,entertainment
انوشکا کے 'وراٹ' انگلینڈ میں 6 دنوں کے بعد دیں گے بڑی خوشخبری؟,cricket
میرا راجپوت نے رات دو بجے لکھی انسٹاگرام پرحمل کی کہانی، پوسٹ وائرل,entertainment
بالی ووڈ اداکارہ سونم کپوراوآنند اہوجا کا رومانٹک کس ویڈیو انٹرنیٹ پر وائرل,entertainment
"شعیب ملک نے توڑا برینڈن میک کولم کا ریکارڈ ، یہ "" کام "" کرنے والے بنے دنیا کے دوسرے بلے باز",cricket
فلم سلطان کی کامیابی سے خوش اداکارہ انوشکا نے سلمان کے بارے میں کہی یہ بات,entertainment
جلد ہی سلور اسکرین پر شہناز حسین کا کردار نبھائی نظر آئیں گی ایشوریہ,entertainment
آسٹریلیا میں ٹیم انڈیا کی تاریخی کامیابی پر پاکستانی وزیر اعظم عمران خان نے کہی یہ بات ، جیت لیا سب کا دل,cricket
سرفراز احمد کی جگہ پاکستانی ٹیم میں آیا یہ نیا وکٹ کیپر، چوکا لگا کر جتایا میچ,cricket
دلہن کے لباس میں سلمان خان کی والدہ کے ساتھ نظر آئیں کٹرینہ کیف، تصویر ہوئی وائرل,entertainment
‘انکشاف: 19 پہلے بدلا گیا تھا ’دھڑکن‘ کا کلائمیکس، نہیں تو انجلی کے ماں بنتے ہی مر جاتا ’دیو,entertainment
جموں وکشمیرکا یہ نوجوان کرکٹراب آئی پی ایل میں دکھائے گا اپنا جلوہ,cricket
الفاظ اور شاعرانہ اصطلاحات کے سلطان تھے مجروح سلطان پوری,entertainment
رنویر سنگھ کا دھماکہ، ’گلی بوائے‘ نے 8 دن میں لگائی سینچری,entertainment
باتھ ٹب میں چائے پی رہی ہیں بالی ووڈ اداکارہ اروشی روتیلا،تصویریں ہوئیں وائرل,entertainment
ویرے دی ویڈنگ‘‘ سے قبل ان فلموں کی اداکارہ کر چکی ہیں مشت زنی کے سین’’,entertainment
آئی سی سی نے ٹسٹ کرکٹ کے ضوابط میں کی تبدیلی، اب ایک گیند پردوکھلاڑی ہوسکیں گے آوٹ,cricket
چھبیس سال کی لڑکی سے 50 سال کے شخص کو ہوا پیار، اجے دیوگن کی نئی فلم کا ٹریلرجاری,entertainment
مسز سنگھم کے ایکشن سین دیکھ کرحیرت زدہ رہ گئے شاہ رخ,entertainment
ہندوستان کے خلاف ٹسٹ میں آسٹریلیا کو سپورٹ کریں گے ہربھجن؟ جانیں اس ٹویٹ کی حقیقت,cricket
ایڈیلیڈ ٹیسٹ میں ٹیم انڈیا کی جیت یقینی ! ، 100 سالوں میں بھی آسٹریلیا نہیں کرسکا ہے یہ کام,cricket
آٹو ڈرائیور کے بیٹے نے دلائی انڈیا ۔ اے کو جیت ، میچ میں جھٹکے 10 وکٹ,cricket
اداکارہ اہلیہ کی بکنی پر کمینٹ کرنا شوہر کو پڑا بھاری، سوشل میڈیا پر تنقید کا سامنا,entertainment
اس اداکارہ نے انر ویئر میں بستر پر کرایا ایسا ہاٹ فوٹو شوٹ ، انٹرنیٹ پر مچی گئی کھلبلی، دیکھیں تصویریں,entertainment
ملائیکہ اروڑہ اور ارجن کپور کے رشتے پر انل کپور نے توڑی خاموشی ، دیا یہ بڑا بیان,entertainment
"عامر خان نے شیئر کی بیٹی ایرا خان کے ساتھ تصویر،لوگ بولے۔'رمضان""کا تو خیال کرو",entertainment
محنت سے سب کچھ ممکن، محنت ہی کامیابی کی کنجی ہے: وراٹ کوہلی,cricket
"شاہ رخ خان نے لئے "" کسوٹی زندگی کی "" کے پروموشن کےاتنے کروڑ روپے",entertainment
ملائم سنگھ یادو کی سیاسی زندگی پر بن رہی ہے فلم,entertainment
شعیب ملک کی قیادت میں پاکستان نے جنوبی افریقہ کوذلت آمیزشکست دے دی,cricket
گھوڑے پر سوار ہوئے تیمور، کہیں رنویر سنگھ سے پہلے شادی کا ارادہ تو نہیں!۔,entertainment
فلم مرجیا سے ان پانچ وجہوں سے آپ محسوس کرنے لگیں گے اکتاہٹ,entertainment
"روہت شرما نے پوری کی ""سنچری ""، یہ کارنامہ انجام دینے والے ہندوستان کے بنے پہلے کھلاڑی",cricket
لڑکی نے 35 مرتبہ ٹھکرایا تھا پرپوزل ، سرپھرے عاشق نے چاقو سے 35 وار کرکے لے لی جان,crime
"انجانے میں ہوئی اس غلطی کی وجہ سے ایڈیلیڈ کی جیت کا ہیرو ہوگیا ""بدنام"" ، پڑھیں کیا ہے معاملہ",cricket
!کیا انگلینڈ میں ہوئی بیویوں کی لڑائی نے کرا دی ’گبر‘ کی ٹیم انڈیا سے چھٹی,entertainment
ہندوستان میں ہوئے درد ناک حادثہ سے رویا آفریدی کا دل، گوتم گمبھیرنے کہا شکریہ!۔,cricket
اس بھوجپوری ہاٹ اداکارہ نے پانی میں اترکے اپنی سیکسی اداؤں سےلگائی آگ ، یاد آئی منداکنی,entertainment
پڑوسی نے 8 سالہ معصوم بچی کی بنایا اپنی حیوانیت کا شکار، کانوڑ یاتر پر گئے تھے اہل خانہ,crime
گود میں بچہ لئے اسپاٹ ہوئیں سنی لیونی، وائرل ہو گئی یہ تصویر,entertainment
پاکستان کے سلامی بلے باز امام الحق نے عبور کیا ایک اور سنگ میل ، توڑ ڈالا 10 سال پرانا یہ ریکارڈ,cricket
گریٹر نوئیڈا میں ماں بیٹی کا سفاکانہ قتل، معاملہ میں ایف آئی آر درج، تحقیقات شروع,crime
'نورا فتیحی کے حصے میں آیا سشمتا سین کا 'دلبر,entertainment
آئی پی ایل :2018 رائے کی جارحانہ اننگ سے دہلی ڈیئر ڈیولس نے ممبئی انڈینس کو 7وکٹ سے شکست دی,cricket
بالی ووڈ اداکارہ سونالی بیندرے نے کہا، کینسر کی بیماری سے زیادہ دردناک اس کا علاج ہے,entertainment
پاکستان کے آصف علی کا بڑا دھماکہ، 33 گیندوں میں بنا ڈالے 80 رن، ٹیم کو بنایا فاتح,cricket
پڑھئے ، اداکاری کے علاوہ اور کیا بزنس کرتے ہیں بالی ووڈ کے یہ بڑے اسٹار,entertainment
اس اداکارہ نے شبانہ اعظمی کے ساتھ کیا تھا لپ لاک سین، ہو گئی تھی راتوں رات مشہور,entertainment
......سنی لیونی کی فلمیں دیکھنے نہیں جاتے لوگ، لیکن گوگل پر سرچ کرتے ہیں,entertainment
شیکھر کی شاندار سنچری سے ہندوستان نےبنائے 285 رن,cricket
عامر خان کے قافلہ میں شامل کار سے ٹکر لگنے کی وجہ سے ایک شخص زخمی,entertainment
اب دیپیکا امین نے لگایا الزام ، کہا : شام کے بعد برا سلوک کرنے لگتے ہیں آلوک ناتھ,entertainment
"دیسی انداز میں نظر آئیں "" کسوٹی زندگی کی "" سیکسی کوموللیکا ، دیکھیں یہ ویڈیو",entertainment
'سارہ علی خان دیں گی اپنا پہلا انٹرویو، شروع ہونے جا رہا 'کافی ودھ کرن ۔ 6 شو,entertainment
ردھمان ساہا نے شیئرکیا جذباتی ویڈیو، 'سپر مین' کی مدد کے لئے تیارہوئےلوگ,cricket
آئی سی سی کا بلے بازوں کو مشورہ ، وکٹوں کے پیچھے ایم ایس دھونی ہوں تو بھول کر بھی نہ کریں یہ کام,cricket
"باکسنگ ڈے ٹیسٹ میں پاکستانی ٹیم کے ہیڈکوچ مکی آرتھر نے کردی "" بڑی غلطی ""، ہوگئی یہ سخت کارروائی",cricket
پاکستان دبئی ٹیسٹ میں آسٹریلیا کو دے سکتا تھا پٹخنی ، اگر کپتان سرفراز نے کوچ مکی آرتھر کی مان لی ہوتی یہ بات,cricket
کامیابی کو شخصیت پر حاوی نہیں ہونے دیا:دیپیکا پاڈوکون,entertainment
اترپردیش : تین دنوں تک کلینک میں بند کرکے 13 سالہ بچی کی آبروریزی کرتا رہا ڈاکٹر ! ، گرفتار,crime
سیکریڈ گیمس کے بعد رادھیکا آپٹے نے لیا ایسا بولڈ انداز ، مداحوں کی اڑ گئی نیند,entertainment
"مشکل میں ""زیرو "" ، مذہبی جذبات کو ٹھیس پہنچانے کے معاملہ میں شاہ رخ خان کے خلاف کیس درج",entertainment
بنگلہ دیش کے اس کرکٹر نے 16 سال کی عمر میں کی تھی شادی ، اب لگا جہیز کیلئے استحصال کا الزام,cricket
میڈم تساد میوزیم میں لگا سنی لیونی کا پتلا ، اس میں آئے گی ایک خاص خوشبو,entertainment
طلاق کی خبروں کے درمیان آئی پرینکا اور نک کی ایسی تصویر، ٹرولرس کو ملا جواب,entertainment
ایشیا کپ 2018: وسیم اکرم نے ہندستان جبکہ گواسکر نے پاکستان کو فیورٹ قرار دیا,cricket
بھگوان مت بنو: سنیل گروور نے کپِل شرما سے کہا,entertainment
سری دیوی کی اچانک موت پر سبرامنیم سوامی نے دیا یہ چونکانے والا بیان,entertainment
اکشے کمار نے پٹرول کی قیمت میں اضافہ پر تنقید کرنے والا اپنا چھ سال پرانا ٹویٹ کیا ڈیلیٹ,entertainment
سڈنی ٹسٹ: چوتھے دن بارش کی رکاوٹ کے درمیان ٹیم انڈیا نے لکھ دیا آسٹریلیا کی شکست کا 'اسکرین پلے'۔,cricket
کپل شرما اور گنی چترتھ 12 دسمبر کو کریں گے شادی، سامنے آیا شادی کا کارڈ,entertainment
آسٹریلیا کے خلاف چوتھے ون ڈے سے پہلے پاکستان کو لگا جھٹکا، یہ دو بڑا بلے باز ہوا باہر,cricket
سالگرہ مبارک: 15 مرتبہ جب شاہ رخ خان نے ثابت کیا کہ ان سے بہتر کوئی حاضر جواب نہیں اور وہی ہیں بالی ووڈ کے اصلی کنگ خان,entertainment
آئٹم گانے کا مطلب پتہ نہیں: زرین خان,entertainment
بوسان فلم فیسٹیول میں فلم بجرنگی بھائی جان کاجلوہ,entertainment
سلمان خان کے ساتھ اپنے خاص رشتے کو لیکر کٹرینہ کیف نے کہہ دی اپنے دل کی بات,entertainment
بیٹی سہانا کی 18 ویں سال گرہ پر شاہ رخ خان نے جذباتی پیغام لکھ کر دی مبارکباد,entertainment
سنچری سے چوکنے کے باوجود وراٹ کوہلی نے رقم کی نئی تاریخ ، یہ کارنامہ انجام دینے والے بنے پہلے کرکٹر,cricket
مصباح الحق کو اس معاملہ میں پیچھے چھوڑنے سے بال بال چوک گیا پاکستان کا یہ بڑا کھلاڑی,cricket
ناتھن لائن نے پوچھا سوال : چتیشور پجارا کیا تم بور نہیں ہوتے ، جانئے پھر اس بلے بازی نے کیا کیا ؟ ,cricket
شادی کے جوڑے میں تھیں سپنا چودھری جب آئی بھائی کی شہادت کی خبر! دیکھیں یہ جذباتی ویڈیو,entertainment
سلمان خان کی فلم 'بھارت' کے ٹیزر کی پہلی جھلک آئی سامنے، دیکھیں ویڈیو,entertainment
پونم پانڈے نے پار کی بولڈنیس کی ساری حدیں ، شیئر کی ٹاپ لیس ویڈیو ، دیکھ کر اڑ جائیں گے آپ کے ہوش,entertainment
دھونی اورجادھوکی شانداراننگ کی بدولت ٹیم انڈیا نے تاریخ رقم کردی، آسٹریلیا میں پہلی بارونڈے سیریزپرقبضہ,cricket
شاہد آفریدی کا دھماکہ ، 17 گیندوں میں بنا ڈالے 59 رن ، لگائے 7 چھکے ، اس پاکستانی گیند باز کی جم کر کی دھنائی,cricket
مکھیا نے دوستوں کے ساتھ مل کر نابالغ لڑکی کو اغوا کیا ، پھرجبرا شراب پلاکر کی اجتماعی آبروریزی ، گرفتار,crime
رنبیر اور عالیہ کی شادی کو لے کر والد مہیش بھٹ نے دیا بڑا بیان ، کہی یہ بات,entertainment
اداکار نواز الدین صدیقی نے اپنی کتاب واپس لینے کا کیا اعلان ، مانگی معافی ، پڑھیں کیا ہے پورا معاملہ ؟,entertainment
سری دیوی کی آن اسکرین بہن سجاتا کو ہوا کینسر، جسم کے کئی حصوں نے کام کرنا بند کر دیا,entertainment
تشارا پریرا نے کھیلی طوفانی اننگز ، لگائے ریکارڈ 13 چھکے ، پھر بھی ہار گئی سری لنکائی ٹیم,cricket
میرے پاپا چاہتے ہیں کہ میں اپنی مقبولیت کا صحیح استعمال کروں: عالیہ,entertainment
پاکستان کے خلاف تیسرے ون ڈے میں بھی چلا بلا ، مگر بڑا ریکارڈ بنانے سے بال بال چوک گیا یہ آسٹریلیائی کھلاڑی,cricket
حیرت انگیز واقعہ ! نو بال پر دو کھلاڑی ہوگئے رن آوٹ ، جانئے کیسے ہوا یہ کمال,cricket
پریا پرکاش وارئیر کے خلاف مقدموں پر سپریم کورٹ کی روک,entertainment
گندے فوٹو اور فحش کمینٹس سے پریشان ایف آئی آر اداکارہ کویتا کوشک نے چھوڑی فیس بک,entertainment
ریو اولمپکس : ہر ہندوستانی کھلاڑی کو ایک لاکھ روپے کا انعام دیں گے سلمان خان,entertainment
اس گیند باز کے خون میں ہے کرکٹ ، صرف 8 گیندوں میں اڑائے ٹیم انڈیا کے تین وکٹ,cricket
ان دنوں بیڈمنٹن سیکھ رہی ہیں شردھا کپور، کہا پیار و محبت کے لئے نہیں ہے وقت,entertainment
! ایم ایم ایس معاملے کے بعد اس اداکارہ نے اتاری تھی اداکار کی پینٹ، ویٹر سے کر دی تھی سیکس کی ڈیمانڈ,entertainment
ختم ہوا انتظار، دوستانہ کے سیکوئل میں نظر آئے گی یہ بےحد خوبصورت اداکارہ,entertainment
فن کاروں میں پہلے کی طرح شائستگی اور احسان کا جذبہ نہیں : امیتابھ,entertainment
وسیم اکرم کے نام آئی سی سی کا ٹویٹر پر پیغام تہنیت,cricket
راجستھان : گینگسٹر لارینس وشنوئی نے بالی ووڈ اداکار سلمان خان کو جان سے مارنے کی دی دھمکی,entertainment
آئی پی ایل سٹہ بازی: ارباز کے بعد اب ساجد خان پھنسے،بوکی نے کھولا راز,entertainment
امیتابھ بچن کے بغیر نہیں بن سکتی تھی فلم ’بدلہ‘ : سجوئے گھوش,entertainment
نیم برہنہ حالت میں ملی لڑکی کی لاش، ریپ کے بعد کیا گیا نابالغہ کا قتل,crime
فلم ’سون چڑیا‘میں کیا منوج واجپئی کا کردار ڈاکو مان سنگھ سے متاثر ہے؟,entertainment
کٹرینہ کیف کو بھگا کر لے جانے والے ہیں سلمان خان ، کیاکریں گی یولیا ؟ ,entertainment
انسانیت شرمسار ، بلند شہر میں 7 اور 5 سال کی دو معصوم بہنوں کی آبروریزی,crime
"بالی ووڈ اسٹار عامر خان کے ساتھ افیئر کی خبروں نے کیا "" دنگل گرل "" کو پریشان !۔",entertainment
بنگلہ دیشی آل راونڈر شکیب الحسن نے اپنے نام کیا یہ نیا عالمی ریکارڈ ، بوتھم کو چھوڑا پیچھے,cricket
آسٹریلیا کے دو کھلاڑیوں نے بارتھ روم میں کھینچی تصویر ، پوری دنیا بنا رہی ہے مذاق,cricket
میگا اسٹار امیتابھ بچن نے ملائم پر بن رہی فلم سے کنارہ کشی اختیار کی,entertainment
ورن دھون فلم کے لئے 32 کروڑ روپے فیس لیں گے,entertainment
وائرل: ایوارڈ شو میں رنویر سنگھ نے دیپیکا کو کیا کس تو رنبیر کو لگایا گلے، دیکھیں ویڈیو,entertainment
پیراگوئے میں فائرنگ میں چار افراد ہلاک، 11 زخمی,crime
نیوزی لینڈ کے خلاف ٹی 20 میچ سے قبل پاکستانی کپتان سرفراز احمد نے دیا بڑا بیان ، کہا : سنبھل کر رہنا ہوگا,cricket
ورلڈ کپ سے پہلے اس ٹیم کے کپتان کو پولیس نے کیا گرفتار ، لگ سکتی ہے پابندی ! ۔,cricket
ممبئی : سوشل میڈیا کی دوستی کا دردناک انجام ، جنسی تعلقات سے انکارپر 20 سالہ لڑکی کا بے رحمانہ قتل,crime
اترپردیش میں ایک شخص نے بیوی اور 3 بیٹیوں کوزندہ جلایا,crime
وراٹ کوہلی نے رلیز کیا اپنی فلم ’ٹریلر: دی مووی‘ کا ٹیزر، یہاں دیکھیئے,cricket
جب کرن جوہر نے پہلی مرتبہ اپنی جنسیت پر کھل کر کی تھی بات,entertainment
"مدھیہ پردیش میں بین ہوسکتی ہے فلم "" دی ایکسیڈینٹل پرائم منسٹر"" ، کانگریس نے کہا : ریلیز سے پہلے ہمیں دکھائیں ",entertainment
لو سیکس اور دھوکہ : ان کے بیڈ روم سے ہو رہے تھے کنڈوم غائب ، سچ سامنے آیا تو ... ۔,crime
جو آج تک کوئی ہندوستانی کپتان نہ کرسکا کیا وہ کرسکیں گے وراٹ کوہلی؟,cricket
راج گھرانے سے تعلق رکھنے والی اس اداکارہ کے نام کی حقیقت جانتے ہیں کیا آپ؟,entertainment
کشمیر سے متعلق متنازع بیان دینے پر گمبھیر کے بعد اب کوہلی ، رینا اور کپل دیو نے شاہد آفریدی کی لی کلاس,cricket
"سیف علی خان کی بیٹی سارا علی خان کی فلم "" کیدار ناتھ "" مشکل میں ، لو جہاد کی حمایت کا لگا الزام !۔",entertainment
دل والوں کی کہانی ہے دلوالے,entertainment
اٹل بہاری واجپئی نے اس طرح کی تھی پاکستان کرکٹ بورڈ کی امداد,cricket
شوٹنگ کے پہلے دن ہی فلم کے ہٹ یا فلاپ کا پتہ چل جاتا ہے: اجے دیوگن,entertainment
شاہ رخ خان کو ریکھا کے ہاتھوں ملا چوتھا یش چوپڑا میموریل ایوارڈ,entertainment
!کون ہے یہ پاکستانی جس کا خواب ہے بس سلمان خان سے ملنا,entertainment
کینسر کے دوران کبھی مایوس نہیں ہوئی: لیزا,entertainment
جنوبی افریقہ میں سیف اور کرینہ کے ساتھ کچھ اس انداز میں اپنی سالگرہ منا رہے ہیں تیمور علی خان، تصاویر وائرل,entertainment
امیتابھ بچن کاٹوئٹرپران کے فالوورز کوگھٹانے کا الزام،ابھی تک کے سفر کےلئے ٹوئٹر کو کہا شکریہ,entertainment
دنیا کے پانچ طوفانی بلے بازوں نے لگائے ہیں بین الاقوامی کرکٹ میں ایک اوورمیں 6 چھکے,cricket
سونم اور نیہا کے بعد اب ہمیش ریشمیا نے سونیا کپور کے ساتھ لئے سات پھیرے ، شیئر کی تصویریں,entertainment
"ونیتا نندا کے الزام پرآلوک ناتھ کا جواب ""میں نے نہیں کسی اورنے کی ہوگی آبروریزی""۔",entertainment
میرٹھ میں دو سگے بھائیوں نے چار سالوں تک اپنی ہی بہن کی آبروریزی کی ، گرفتار,crime
قادر خان کے بعد متھن چکرورتی کی صحت بگڑی، لاس اینجلس کے اسپتال میں داخل,entertainment
تاریخی جیت کے بعد جذباتی ہوئے وراٹ کوہلی ، کہا : ورلڈ کپ جیتنے کے بعد بھی نہیں ہوئی ایسی خوشی !۔,cricket
فیس بک پر اپنی ہی بھانجی کی بنائی فرضی آئی ڈی اور وائرل کردیں فرضی فحش تصویریں ، گرفتار,crime
معروف ادکار ونود کھنہ کی آخری رسومات ادا ، بالی ووڈ نے نم آنکھوں کے ساتھ کہا الوداع,entertainment
فلائٹ میں 65 سال کے شخص نے خاتون کا کیا جنسی استحصال، مگر ضمانت,crime
آٹھ ماہ کی بچی کی لاش ملنے سے اندور میں سنسنی، عصمت دری کے بعد قتل کا خدشہ,crime
جڈیجہ کا بڑا بیان ، آئی سی سی ورلڈ کپ 2019 میں وراٹ کوہلی نہیں دھونی کریں کپتانی,cricket
ویلنٹائن ڈے پر نابالغ لڑکی کو بہلا پھسلاکر لے گیا سنسان جگہ ، پھر کی اجتماعی آبروریزی ، گرفتار,crime
اداکارہ کنگنا نے کھولے بالی ووڈ کے کئی راز، ان اداکاروں پر لگایا جنسی استحصال کا الزام,entertainment
نوازالدين صدیقی پر خاتون نے لگایا چھیڑ چھاڑ کا الزام ، کیس درج,entertainment
سلمان خان ہو گئے بیہوش جب کٹرینہ کو اس اداکار نے کر دیا شادی کے لئے پرپوز,entertainment
ٹی وی کے ایگزیکٹو پروڈیوسرکو اداکارہ سےعصمت دری کےمعاملہ میں 7 سال کی قید,entertainment
پہلے ونڈے سیریز پھرٹی -20 اوراب آئی پی ایل، ہرجگہ ناکام ہورہے ہیں کوہلی,cricket
ٹی وی کی سب سے سیکسی بولڈ ادکارہ نے ایک بار پھر نارنگی بکنی پہن کر ہاٹ انداز سے لگا دی آگ,entertainment
پیروں کی ویکسنگ نہ کرانے پر اسکول میں ٹرول ہوتی تھیں اداکارہ سنی لیونی,entertainment
جودھپورعدالت سے سلمان خان کو غیر ممالک جانے کی اجازت، لیکن رکھی یہ شرطیں,entertainment
شاہد آفریدی کی صفائی – میرے بیان کو ہندوستانی میڈیا نے غلط طریقہ سے پیش کیا,cricket
مائیکل کلارک نے کوہلی کو بتایا ون ڈے کا آل ٹائم سب سے بہترین بلے باز ، دھونی کیلئے کہی یہ بڑی بات,cricket
ہولی پر اداکارہ کی کار پر شرابیوں کا حملہ ، لوگوں نے نہیں کی مدد تو خود ہی چپل سے کرنے لگی پٹائی,entertainment
بیٹی کے ساتھ برہنہ تصویر کی وجہ سے ٹرول ہوئیں سنی لیونی,entertainment
کیا سلمان نے ابھی تک نہیں کیا پرینکا کو معاف؟ ہاتھ سے نکلی یہ بڑی فلم,entertainment
ثانیہ مرزا کے بیٹے کی پیدائش کی خبروں کی شعیب ملک نے کی تردید، سوشل میڈیا پرپاکستانی کھلاڑی نے کہی یہ بات,cricket
افغانستان کے خلاف میچ میں کے ایل راہل نے کی بڑی غلطی ، دھونی کو بھگتنا پڑا خمیازہ ، اب ہورہا ہے پچھتاوا,cricket
فلم پریم رتن دھن پايو کا پوسٹر جاری ، رومانٹک انداز میں نظر آئے سلمان,entertainment
جنوبی افریقہ کے خلاف باکسنگ ڈے ٹیسٹ میں پاکستانی بلے بازوں کا ہوگا کڑا امتحان ، یہ ہوسکتی ہے پلیئنگ الیون,cricket
