headline,label
نیوز 18 رائزنگ انڈیا : کنگنا رناوت نے کہا : میں وزیر اعظم مودی کی سب سے بڑی مداح ہوں,entertainment
لکژری ٹرینوں کے لائق نہیں ہم؟ مسافرنل اور پائیدان تک چرا لے گئے,crime
رنبیر کپور سے عالیہ بھٹ کے رشتہ کو لے کر مہیش بھٹ نے کہی یہ بڑی بات,entertainment
ٹیم انڈیا کے خلاف شان مارش نے لگائی شاندارسنچری، آسٹریلیا نے دیا 298 رنوں کا ہدف,cricket
سونم کی مہندی میں دیوانہ ہوا بالی ووڈ ، سویگ میں نظر آئے یہ سلبریٹیز,entertainment
سنی لیونی کی نازک جلد کے بارے میں کیسے جانتا ہے یہ شخص ؟,entertainment
لو سیکس اور دھوکہ: شوہر کو اس حالت میں پکڑا جہاں ثبوت کی ضرورت نہیں ہوتی,crime
وائرل: جیجی حدید کا پوسٹ کاپی کر ٹرول ہوئی تھی اورواشی رائوتلا، اب مانگی معافی,entertainment
یہ ہیں بالی ووڈ کے ریئل كپل ، پردے پر بھی مچا چکے ہیں دھمال,entertainment
"انگلینڈ سے چوتھا ٹیسٹ ""ہارنے کی پریکٹس ""کررہی ٹیم انڈیا ! دوہرا رہی یہ ہے ""بڑی غلطی ""۔",cricket
بہار میں آرٹی آئی کارکن سمیت دولوگوں کا گولی مارکر قتل، کیس درج,crime
‘پانچ سال کی اس بچی کی تصویر سوشل میڈیا پر وائرل، لوگوں نے بتایا ’ دنیا کی سب سے خوبصورت لڑکی,entertainment
اس صدر نے کیا بھرے منچ سے ایک خاتون کو ’ لپ کس‘، ہوگیا تنازعہ,entertainment
بھونیشور کمار نے چھکا کا لیا بدلہ ، اپنائی یہ حکمت عملی اور چاروں خانے چت ہوگیا نیوزی لینڈ کا طوفانی بلے باز,cricket
فلم رئیس کی کمائی سے شاہ رخ نے توڑا سلمان کا ریکارڈ,entertainment
پلوامہ حملہ سے پاکستان سپرلیگ کو لگا بڑا جھٹکا ، ڈی اسپورٹس کے بعد اب اس کمپنی نے بھی کھینچے اپنے ہاتھ,cricket
دوستوں کے ساتھ سوئمنگ پول میں نہانے گئی تھی لڑکی، 8 لڑکوں نے 10 مرتبہ مسلسل کیا ریپ اور ویڈیو بھی بنایا,crime
اس اداکارہ پر لگا تھا سیف علی خان کو گھر سے نکالنے اور ٹارچر کرنے کا الزام,entertainment
ایس پی خاتون لیڈر کے ہوٹل میں چل رہا تھا سیکس ریکٹ ، قابل اعتراض حالت میں ملے لڑکے اور لڑکیاں,crime
لٹیرا کو ایوارڈ نہ ملنے سے دکھ ہوا تھا : رنویر سنگھ,entertainment
آئی پی ایل 2018: ممبئی انڈینس نے کولکاتانائٹ رائیڈرس کو 13 رنوں سے شکست دی,cricket
جب غصے میں انڈیاز بیسٹ ڈرامے باز کی شوٹنگ چھوڑ کر چلی گئیں ہما قریشی,entertainment
آخری ونڈے میں بھی ٹیم انڈیا نے نیوزی لینڈ کو روند دیا، سیریزپر1-4 سے قبضہ، محمد شمی بنے مین آف دی سیریز,cricket
ٹی وی اداکارہ شلپا شندے نے تھاما کانگریس کا دامن، راہل گاندھی کو وزیر اعظم بنتے دیکھنا چاہتی ہیں,entertainment
پاکستان کے خلاف ٹی 20 سیریز سے باہر ہوا جنوبی افریقہ کا یہ بڑا کھلاڑی ، پہلے میچ میں کھیلی تھی طوفانی اننگز,cricket
کالج میں پڑھاتے تھے قادر خان ، لیکن دلیپ کمار کی اس ایک پیشکش نے بدل دی پوری زندگی,entertainment
عرفان خان کے مداحوں کے لئے بری خبر، ’گورمنٹ‘ کو بول دیا الوداع,entertainment
اسلام آباد میں ہوئی پیدائش ، اب آسٹریلیا کی جانب سے سنچری بناکر پاکستان کی اڑائی نیند !۔,cricket
انسٹاگرام پر فیک اکاؤنٹ چلاتی ہیں سارہ علی خان، ہاٹ ماڈل کو کرتی ہیں لائیک,entertainment
جنوبی ہندوستان کی اس اداکارہ نے زہریلی جھیل کے اندر ڈوب کر کروایا فوٹو شوٹ ، تصویریں وائرل,entertainment
اب فواد خان کی جگہ سیف علی خان کے ساتھ فلم بنائیں گے کرن جوہر,entertainment
بالی ووڈ کے وہ اسٹارس جنہوں نے کی اپنے کو- اسٹار سے شادی,entertainment
وراٹ کوہلی کی بیوی انوشکا شرما کے ساتھ رومانس کرتے نظر آئے شاہ رخ خان ، ویڈیو میں دیکھیں,entertainment
اب سونو نگم نے ٹویٹ کیا اذان کا ویڈیو ، لکھا : گڈ مارننگ,entertainment
تصاویر : کیا آپ نے دیکھا ہے شلپا شیٹی کا وارڈ روب کلیکشن,entertainment
پڑھئے ، آخر انوشکا شرما نے کیوں کہا : تینوں خان کو لے کر نہیں بنا سکتی فلم,entertainment
فلم اڑتا پنجاب کو اے گریڈ کا ملا سرٹیفکیٹ ، نہلانی نے کہا : اب پروڈیوسر اور کورٹ جانے,entertainment
کرینہ کپورخان بی ٹاون میں اپنے جم پہنچیں، دکھائی دیا ادارکارہ کا دلکش انداز,entertainment
اجے دیوگن نے مجھے بڑا آدمی بنا دیا : کمال راشد خان,entertainment
"پاکستان کو پٹخنی دے کر نیوزی لینڈ کی تاریخی جیت میں چمکے "" غیر ملکی "" کھلاڑی ، بنا ڈالے کئی ریکارڈز",cricket
چھوٹے شہروں اور قصبوں میں کرکٹ کے فروغ کیلئے یوسف اور عرفان پٹھان نے اٹھایا یہ بڑا قدم,cricket
انوپ جلوٹا پر اس اداکارہ نے لگایا تھا جنسی استحصال کا الزام، کئے متعدد انکشافات,entertainment
دیپیکا کو پیچھے چھوڑ کر کنگنا ایک مرتبہ پھر بنی کوین، انتی بڑھا دی اپنی فیس,entertainment
ہیٹ اسٹوری۔ 3 نے ہفتے کے آخر تک 27 کروڑ کی کمائی کی,entertainment
روہت دھون کی فلم میں کام نہیں کریں گے بالی ووڈ اداکار ریتک روشن,entertainment
پاکستان سپر لیگ کے آغاز سے عین قبل کوئٹہ گلیڈی ایٹرس کو لگا جھٹکا ، یہ بڑا کھلاڑی ہوا زخمی,cricket
کیلاش ستیارتھی کے گھر چوری، نقد-زیور کے ساتھ نوبل انعام کا توصیف نامہ بھی چرا لے گئے چور,crime
فائنل نہیں ہے یہ ٹیم ، ابھی بھی ورلڈ کپ کی ٹیم میں میں ہوسکتی ہے تبدیلی ! ۔,cricket
شاہ رخ کی فلم کے آئٹم نمبر میں نظر آسکتی ہیں سنی لیونی,entertainment
سری دیوی کی موت کی جانچ کے لئے دائر کی گئی عرضی سپریم کورٹ میں خارج,entertainment
بگ باس کے گھر کی تصویریں ہوئیں لیک ، دیکھئے اس مرتبہ کیسا نظر آئے گا گھر اور کیا کیا ہیں انتظامات,entertainment
یوراج سنگھ کی ایکس گرل فرینڈ کریں گی بگ باس 12 میں وائلڈ کارڈ انٹری,entertainment
بیٹوں کے ساتھ کام کرنے کے لئے صحیح اسکرپٹ کی تلاش کررہے ہیں دھرمندر,entertainment
شادی کے بعد اس شاندار فلم سے بالی ووڈ میں واپسی کریں گی دیپیکا,entertainment
سری دیوی کی ناگہانی موت سے کرن جوہر کی یہ خواہش رہ گئی ادھوری,entertainment
سلمان خان سمیت بالی ووڈ کے یہ 7 فلم اسٹارس، جو آج بھی کر رہے ہیں اپنے ہم سفر کا انتظار,entertainment
آئی پی ایل 2018 لائیو : کولکاتہ کو جیت کیلئے 177 رنوں کا ہدف ، کے کے آر کی اننگز جاری,cricket
بالی ووڈ کے کھلاڑی اکشے نے چنئی کیلئے دیئے ایک کروڑ روپے,entertainment
ٹیم انڈیا کا یہ کھلاڑی کبھی جیتا تھا بنداس زندگی ، اب نہیں نکل رہا گھر سے بھی باہر,cricket
"تو یہ ہے کرن جوہر اور منیش ملہوترا کے ""رلیشن شپ "" کا سچ",entertainment
آپ کی نظروں نے سمجھا پیار کے قابل مجھے'...جیسے گانے والے مدن موہن کو کبھی فلم فیئر کیوں نہیں ملا' ؟,entertainment
سالگرہ مبارک رنبیر: کیا ہونے والی ہے عالیہ اور رنبیر کی منگنی؟,entertainment
!سلمان خان کی بھارت کے بعد کیا کرنے والی ہیں کٹرینہ کیف,entertainment
جب پاکستان میں پھیل گئی تھی ایشوریہ رائے بچن کی خودکشی کی افواہ,entertainment
امیتابھ اورایشوریہ ہیں بالی ووڈ کے سب سے زیادہ گلیمرس ستارے,entertainment
فوج کے جوان کا الزام، بیوی نے پرائیویٹ پارٹ پر زہریلا مرہم لگاکر رچی تھی یہ سازش,crime
سالگرہ پر خاص: اس بولڈ اداکارہ کی وجہ سے ہیرو بنے تھے دلیپ کمار,entertainment
پوتی کر رہی تھی ایسا ڈانس کی آخر میں ’یہ‘ کرنے پر مجبور ہوئی دادی,entertainment
‘جب شادی کے جھانسے میں پھنس گئی تھیں ’ بالی ووڈ کی کوین,entertainment
آئی پی ایل 2019 : دہلی کیپیٹلس سے جڑے شیکھر دھون ، کہا : جیت کیلئے بلے بازوں کو لینی ہو گی زیادہ ذمہ داری,cricket
میچ میں دو مرتبہ سنچری سے چوک جانے کے باوجود پاکستانی کپتان سرفراز احمد نے کرڈالا یہ بڑا کارنامہ,cricket
آئندہ فلم ’بھارت‘ کے لئےابھی صرف سلمان کو کاسٹ کیا گیا ہے: ظفر,entertainment
پرینکا۔ نک کے رسیپشن میں پہنچے پی ایم مودی اور کئی نامی ہستیاں، دیکھیں تصویریں اور ویڈیو,entertainment
یوم پیدائش: جب کشور کمار نے گھر کے باہر بورڈ پر لکھوایا- بی وئیر آف کشور,entertainment
ریس 3 کا ٹریلر دیکھا .....اور یہ ڈائیلاگ مس کر گئے تو کیا دیکھا,entertainment
گنگولی+ دھونی+کوہلی= کپتان عمران خان: آخر کیسے؟,cricket
می ٹو مہم: اب دیا مرزا نے بھی کہا، ساجد کے بارے میں شروع سے معلوم تھا,entertainment
انگلینڈ کے اس کھلاڑی نے ٹیم انڈیا کو دی وارننگ ، ٹیسٹ جنگ میں بھلا دیں گے دوستی,cricket
پاکستان کے اس تیز گیند باز نے اڑائے آسٹریلیا کے ہوش ، 100 سالوں میں کوئی گیند باز نہیں دے سکا ہے یہ کارنامہ انجام !۔,cricket
میں شکیل دل کا ہوں ترجماں کہ محبتوں کا ہوں رازداں، بہترین نغمہ نگار اوربہترین غزل گوشاعر تھے,entertainment
باپ نے کی چارمہینہ تک اپنی بیٹی کے ساتھ عصمت دری، ملزم گرفتار,crime
سب کا دل جیت رہی یہ وائرل تصویر، بالی ووڈ بھی ہوا ان معصوموں کا دیوانہ,entertainment
آر ایس ایس کے اجلاس میں بالی ووڈ کا مجمع، نوازالدین صدیقی سمیت بھوجپوی اورہندی فلموں کے ستارے سرخیوں میں,entertainment
لڑکی کی عصمت دری کے بعد اس کی ایم ایم ایس بنائی,crime
کالا ہرن شکار معاملہ : سلمان خان کی اپیل پر سماعت ملتوی ، اب ملی یہ تاریخ,entertainment
"پہلے پریشان کیا اور پھر پویلین کی راہ دکھائی ... اس طرح دھونی کے ""جال "" میں پھنس گئے وراٹ کوہلی",cricket
ہالی ووڈ کی اس فلم کیلئے پرینکا چوپڑا نے سلمان خان کو دیا دھوکہ ؟,entertainment
شعیب ملک نے حاصل کیا ایک اور سنگ میل ، ٹی 20 میں یہ کارنامہ انجام دینے والے بنے پہلے پاکستانی کھلاڑی,cricket
بی جے پی ایم ایل اے نے سوشل میڈیا پر مچائی کھلبلی ، سونالی بیندرے کی موت مان کر پیش کر دی خراج عقیدت,entertainment
شادی کی خبروں کے درمیان اسپتال پہنچے ارجن کپوراور ملائکہ اروڑہ، سامنے آئیں تصویریں,entertainment
"انٹرویو میں پوچھا گیا ""سیکس لائف "" سے وابستہ سوال ، تو اداکارہ پرینکا چوپڑا نے دیا یہ بے باک جواب",entertainment
اترپردیش : دوسری شادی کرنے کیلئے شوہر نے پانچ ماہ کی حاملہ بیوی کو فون پر دیا تین طلاق,crime
دیکھیں: کہاں ہیں اور آج کل کیا کر رہی ہیں عامر کی یہ ہیروئن!۔,entertainment
ہوٹل کی بالکنی سے نیچے کودنا چاہتے ہیں وکٹ کیپر ریشبھ پنت ! ۔,cricket
جوالا گٹا کا سنسنی خیز انکشاف، ایک افسرنے برباد کردیا میرا مستقبل!۔,cricket
پٹخنی دینے والی غیر ملکی خاتون ریسلر سے آج پھر لڑیں گی راکھی ساونت ، کہا : حساب برابر کروں گی,entertainment
گڈ نیوز: 'دا کپل شرما شو' کے مداحوں کے لئے آئی یہ بڑی خوشخبری، جانیں یہاں,entertainment
شہید فوجی پر متنازع بیان کے لئے اوم پوری نے مانگی معافی,entertainment
اب ملیشیا میں بھی پدماوت پر پابندی عائد، کہا مجروح ہو سکتے ہیں مسلمانوں کے جذبات,entertainment
...جانہوی کپور کی ’دھڑک‘ دیکھ کر لتا منگیشکر نے کہہ دی ایسی بات,entertainment
پاکستانی فنکاروں کی حمایت میں آئے سلمان خان ، کہا : دہشت گرد اور فنکار میں فرق ہوتا ہے,entertainment
فلم ’لو راتری‘ کا ٹریلر دیکھ کر آجائے گی آپ کو ’دل والے دلہنیا لے جائیں گے‘ کی یاد,entertainment
پرینکا چوپڑا کے منگیتر نک جونس کو یہ ہے بیماری ، سوشل میڈیا پر کیا چونکانے والا انکشاف,entertainment
پی سی بی کو لگا بڑا جھٹکا ، تمام تر کوششوں کے باوجود اس ملک نے اپنی ٹیم پاکستان بھیجنے سے کیا انکار,cricket
شی ٹو: راکھی ساونت نے لگایا تنو شری پر عصمت دری کا الزام، کہا- ہم جنس پرست ہے وہ، دیکھیں ویڈیو,entertainment
کبھی اکشے تو کبھی شاہ رخ ، کئی ستاروں کے ساتھ جڑ چکا ہے پرینکا کا نام,entertainment
ہندوستان - پاکستان مقابلہ : کب ، کہاں اور کیسے دیکھ سکتے ہیں آپ میچ ، یہاں ہوگی آن لائن اسٹریمنگ,cricket
دیپیکا پڈوکون نے اپنے بولڈ انداز سے سوشل میڈیا پر لگا دی آگ، دیکھیں تصاویر,entertainment
فوٹوز:اس بکنی تصویر سے سوشل میڈیا پر چھا گئی سنجے دت کی بیٹی ترشلا,entertainment
آسٹریلیا کے خلاف سیریز کے دوران قانون توڑنے پر ہوئی تھی سخت کارروائی ، وطن لوٹتے ہی اس پاکستانی کھلاڑی نے مچایا تہلکہ,cricket
"دھونی کی گالی کا ہوتا ہے ""اثر"" ، ایک کھلاڑی ہوچکا ہے ٹیم انڈیا سے باہر ، اب تیز گیند باز خلیل احمد کا کیا ہوگا ؟",cricket
پہلی بار دیپیکا کے ساتھ گھر سے باہر نکلے رنویر سنگھ، تصاویر وائرل,entertainment
مشکل میں پھنسا پاکستان کا یہ کرکٹر ، رشوت کا الزام ، برطانیہ کی عدالت میں پیش ہونے کا حکم,cricket
وجے مالیا کے ہمشکل کے ساتھ نظر آئے وراٹ، سوشل میڈیا پر برپا ہنگامہ,cricket
سلمان کی سزا پر بولے پاکستانی وزیر خارجہ: ’مسلمان‘ ہیں اس لئے ملی سزا، ہوئے ٹرول,entertainment
روہت شیٹی کے ساتھ دوبارہ کام کریں گے شاہ رخ خان,entertainment
کٹھوعہ آبروریزی کیس پر پھوٹا بالی ووڈ کا غصہ ، اکشے کمار نے کہا : انصاف ہو ، فورا ہو اور سخت ہو,entertainment
وراٹ کوہلی کو ذہنی سکون کے لئے ایشیا کپ میں دیا آرام: روی شاستری,cricket
روہت نے پریس کانفرنس میں سرفراز کے سامنے کہا، اپنے لڑکوں کو کنٹرول میں رکھا کرو,cricket
ثانیہ مرزا سے اس کرکٹرنے کی چھیڑچھاڑ، لگ سکتی ہے تاعمرپابندی,cricket
بپاشا باسو کی وہ فلمیں جسے نہیں دیکھنا چاہیں گے آپ!۔,entertainment
پورن دیکھنے کے بعد 9 سے 14 سال کے لڑکوں نے کی 8 سالہ بچی کی عصمت دری,crime
علی گڑھ مسلم یونیورسٹی کے طالب علم کے قتل کےبعد حالات کشیدہ,crime
بگ باس کے گھر میں جائے گا ٹیم انڈیا یہ سابق کھلاڑی ، سامنے آئے گی بڑی سچائی,cricket
اب راکی کی ماں منورما دیوی فرار، پولیس گرفتاری کی تیاری میں، منورما دیوی پارٹی سے معطل,crime
پرینکا۔نک کے طلاق پر پرینیتی کو یاد آئی 'جوتا چھپائی' کی رسم، بتائی یہ بات,entertainment
شادی کے بعد سب سے پہلے دیپیکا کے اس قریبی سے ہوگا رنویر کا سامنا,entertainment
آفریدی کا ورلڈ ریکارڈ توڑ کر جلد ہی 500 چھکے پورے کرے گا یہ بلے باز!۔,cricket
دیپیکا نے کی روتے ہوئے ویڈیو شیئر، بتایا کیا ہوا تھا ان کے ساتھ,entertainment
سالگرہ اسپیشل: ’صدمہ‘ سے لے کر ’ویشوروپم‘ تک ایسا رہا کمل ہاسن کا بالی ووڈ سفر,entertainment
سہرا باندھ چکے ہیں آنند اہوجا ، دل چرا رہا ہے سونم کپور کے 'دولہے راجا' کا یہ انداز,entertainment
تو اب الگ ہورہے ہیں ارباز اور ملائکہ اروڑہ ؟,entertainment
دنگل بنی سب سے زیادہ کمانے والی ہندی فلم ، 17 دن میں ہی پی کے کو پیچھے چھوڑا,entertainment
آئی پی ایل میں سب سے بڑا گیم ، یہ ایک غلطی ہوئی تو کروڑوں کا کنٹریکٹ ہونے پر بھی نہیں ملے گا ایک پیسہ,cricket
اکشے کمار کو بہترین اداکار ، فلم نیرجا کو بہترین ہندی فلم اور زائرہ وسیم کو بہترین معاون اداکارہ کا نیشنل ایوارڈ,entertainment
اب اس اداکارہ کے ساتھ ٹرین میں ہوئی چھیڑ چھاڑ ، مگر مدد کیلئے آگے نہیں آئے لوگ,entertainment
گلوکار عدنان سمیع کو ملی ہندستان کی شہریت ، نئے سال کا تحفہ,entertainment
کالج کی لڑکیوں کو دیکھ کرخود کو بھی کبڈی کھیلنے سے نہیں روک پائے ابھیشیک بچن,entertainment
عامر خان نے پاکستان کی تجویز کی مسترد ، فلم دنگل نہیں ہوگی وہاں ریلیز,entertainment
یہ اداکار نبھائیں گے اس فضائیہ کے پائلٹ کا کردار، پاکستان سے جنگ پر بنے گی فلم,entertainment
زندگی کے انجانے سفر سے بے حد محبت کرنے والے ہندی سنیما کے عظیم گلوکار تھے کشورکمار,entertainment
آسٹریلیا کے اس کھلاڑی کے خلاف پاکستان کو رہنا ہوگا محتاط ، ورنہ ٹیسٹ سیریز میں بھی ہار تقریبا طے !۔,cricket
صرف سلمان ہی نہیں ان سلیبرٹیز کے خلاف بھی درج ہو چکا ہے کرمنل کیس,entertainment
اس فلاپ اداکار کو ہٹ کروانے کی قسم کھا چکے ہیں سلمان خان,entertainment
"وراٹ کوہلی کو دوسری بار ملا ٹیم انڈیا سے ""دھوکہ""۔",cricket
کیا شاہد کپور کو بھی ہوا کینسر...؟ اور کنبے نے دیا ایسا رد عمل، جانئے کیا ہےاصل خبر,entertainment
انوپم کھیر جنسی مساوات کے لئے اقوام متحدہ کے سفیر بنے,entertainment
کوچ روی شاستری کا بڑا بیان ، 2019 کا ورلڈ کپ نہیں کھیلیں گے یہ چار بڑے کھلاڑی !۔,cricket
!موت سے چند گھنٹوں پہلے آخر کیا ہوا تھا اس رات دویا بھارتی کے ساتھ,entertainment
کانپور میں 96 کروڑ روپے کے پرانے نوٹ برآمد، 16 افراد حراست میں,crime
دو بہنوں کا کیا اغوا ، اجتماعی آبروریزی کے بعد ایک کو کھیت میں چھوڑا ، دوسری لاپتہ,crime
بیٹی کو برقع پہنانے پر ٹرول ہوئے اے آر رحمان، ٹرولرس کو دیا زبردست جواب,entertainment
"آنکھوں کے خراب ہونے سے ختم ہونے والا تھا اس پاکستانی کھلاڑی کا کیرئیر ، اب کیا ""دھماکہ ""۔",cricket
کسان والد نے ادھار مانگ کر دلائی تھی رائفل، آج بیٹے نے جیتا سلور میڈل,cricket
ٹیم انڈیا کا اعلان، ویسٹ انڈیزکے خلاف شکھردھون کی چھٹی، محمد سراج اوراگروال کی شمولیت,cricket
اب کنگنا رناوت نے کہا : مجھے اذان کی آواز کافی پسند ہے,entertainment
شرمناک : اپنی ہی 11 سال کی بچی کا دو مہینے سے ریپ کر رہا تھا باپ,crime
دو فلموں کا ہےآفر ، مگر سوچ سمجھ کر سائن کرنا چاہتی ہیں کرینہ,entertainment
بالی ووڈ سنگر سونو نگم نے کہا ' کاش میں پاکستان میں پیدا ہوتا ' جانئے آخرکیوں ؟,entertainment
اب شوبھا ڈے نے کہا : معافی مانگنے کی نوٹنکی نہیں کر سکتی,entertainment
جب وکاس نے لگایا دیپکا کو گلے تو شوہر شعیب ابراہیم نے سوشل میڈیا پر شیئر کیا یہ میسیج,entertainment
کیا اب ارجن تیندولکر کو کبھی ٹیم انڈیا میں نہیں ملے گی جگہ؟,cricket
شوہر کی جیت پر خوشی سے پاگل ہوئیں پرینکا چوپڑا، وائرل ہوئی کس کرتی تصویر,entertainment
قرینہ کپور پاکستانی فلم میں نظر آئیں گی,entertainment
تصویریں: ظہیر-ساگركا کی پارٹی میں شامل ہوئیں یہ ہستیاں، ایسا رہا انداز,entertainment
آئی پی ایل 2018 : کے ایل راہل کے دھماکہ کی بدولت پنجاب نے دہلی کو 6 وکٹوں سے دی مات,cricket
بالی ووڈ اداکارہ سونم کپور کا انکشاف ، بچپن میں میرے ساتھ ہو چکی ہے چھیڑ چھاڑ,entertainment
کیا آپ جانتے ہیں صرف بیرون ملک میں ہی نہیں چاند پر بھی ہے شاہ رخ کی زمین,entertainment
عرفان خان -سری دیوی بہترین اداکار و اداکارہ کا آئیفا بین الاقوامی ہندی فلم اکادمی ایوارڈ,entertainment
دہلی سے شاملی کو جانے والی پیسنجر ٹرین میں عالم دین کے قتل کی کوشش,crime
!ویرے دی ویڈنگ کے بعد آن اسکرین ماں بننے والی ہیں تیمور کی ممی,entertainment
خطرے میں 82 سالہ قدیم ورلڈ ریکارڈ ، پاکستان کے جادوئی گیند باز یاسر شاہ پہنچے انتہائی قریب,cricket
راجستھان رائلس کا یہ گیند بازنے کوہلی اورڈی ویلیئرس کے لئے بن گیا ہے پریشانی,cricket
آئی پی ایل 2019 : بنگلورو میں آندرے رسل کی سونامی ، پانچ وکٹ سے جیتا کولکاتہ نائٹ رائیڈرس,cricket
غازی آباد : مدرسہ میں لے جاکر ایک نابالغ نے 10 سالہ لڑکی کی آبروریزی کی ، ملزم گرفتار، لوگوں کا احتجاج,crime
پاکستان کے ’کپتان‘ بنے عمران خان کا کرکٹ سے سیاست تک کا سفر,cricket
چنئی سپرکنگس لے کر براوو نے کیا بڑا انکشاف ، جان کر سبھی آئی پی ایل ٹیموں کا چکرا جائے گا سر !۔,cricket
عامر خان نے کھولا راز ، فلمیں فلاپ ہونے پر لیتے ہیں اتنی فیس,entertainment
!وراٹ کوہلی 2018 میں سب سے آگے، جائیں کیسے,cricket
اسمرتی مندھانا نے 19 چھکے لگا کر بنا دیا ریکارڈ، جارحانہ بلے بازی سے اپنی ٹیم کو دلائی جیت,cricket
معصوم بچی سے عصمت دری کرکے بلیڈ سے بازووں پرکیا 50 بارحملہ، 4 ملزمین کو گرفتار کرنے میں پولیس کامیاب,crime
تو اس وجہ سے کٹرینہ کیف نے سلمان خان کوکہا ' ہاں ' ، جان کر رہ جائیں گے حیران,entertainment
شاہد آفریدی کا بنگلہ دیش پریمیر لیگ میں دھماکہ ، یہ کارنامہ انجام دینے والے بنے دنیا کے تیسرے آل راونڈر,cricket
پہلے انکار کر رہے سلمان نے اب کہا : میں تو شادی کیلئے بیتاب ہوں، لیکن ۔ ۔ ۔ ۔,entertainment
سنچورین میں دوکپتانوں کا ایک انوکھا ریکارڈ، ٹیسٹ کرکٹ کی تاریخ میں پہلی مرتبہ ہوا یہ اتفاق,cricket
اپنے کپڑوں کو لے کر ٹرول ہوئی اجے دیوگن کی بیٹی، والد نے دیا منہ توڑ جواب,entertainment
آئی پی ایل 2018: ممبئی نے ٹاس جیت کر رائل چینلجنرس بنگلور کو بلے بازی کی دعوت دی,cricket
....سہیل خان نے سلمان- ایشوریہ کے رشتے کی کھولی پول، بولے- جب وہ بھائی کے ساتھ گھر آتی تھیں,entertainment
گھر میں گھس کر 4 نوجوانوں نے کی خاتون کی اجتماعی عصمت دری، پھر پھندے پر لٹکایا,crime
برتھ ڈے اسپیشل: بے پناہ حسن کی ملکہ مدھوبالا کی اندیکھی تصویریں,entertainment
بگ باس میں وائلڈ کارڈ انٹری پر یوراج کی ہاٹ ایکس گرل فرینڈ کم شرما نے کیا بڑا انکشاف,entertainment
اذان سے متعلق ٹویٹ کرکے چوطرفہ تنقید کی زد پر آئے سونو نگم نے کی اب تنازع ختم کرنے کی اپیل,entertainment
انکشاف: سلمان خان جلد کرنے والے ہیں کٹرینہ کیف سے شادی، سامنے آئیں خبریں,entertainment
آئی پی ایل 2018 : دلچسپ مقابلہ میں چنئی سپرکنگس نے سن رائزرس حیدر آباد کو 4 رنوں سے شکست دی,cricket
رنویر دیپیکا کی شادی کی فل کوریج، دیکھیں ویڈیو,entertainment
شیوسینا نے رام لیلا میں نوازالدین کے رول ادا کرنے کی مخالفت کی، پروگرام منسوخ,entertainment
‘‘اسمرتی ایرانی بھی ہیں اوینجرس فین، سوشل میڈیاپر لوگوں نے کہا ’’ کولیسٹ منسٹر,entertainment
ہاپوڑ : اغو کے بعد بی اے کی طالبہ کی اجتماعی آبروریزی ، علاج کے دوران ہوئی موت,crime
چھن جائے گی سرفراز احمد سے پاکستانی ٹیم کی کپتانی ؟ پی سی بی چیئرمین احسان مانی نے دیا یہ بڑا بیان,cricket
ان پانچ کھلاڑیوں کی وجہ سے ٹیم انڈیا نے آسٹریلیا میں پہلی مرتبہ جیتی ٹیسٹ سیریز,cricket
کیوں پاکستان جانا چاہتی ہیں عالیہ بھٹ کی ماں سونی رازدان؟ جانیں وجہ,entertainment
سلمان خان کے دھوکہ کی وجہ سے ملک چھوڑ کر چلی گئی یہ اداکار,entertainment
سنیل چھیتری کی جذباتی اپیل کے بعد ہندوستان اور کینیا کے درمیان ہونے والے میچ کے تمام ٹکٹ فروخت,cricket
ٹی -20 سیریز میں اگرآسٹریلیا نے پاکستان کو ہرایا تو ٹیم انڈیا کو ہوگا بڑا نقصان,cricket
ماں نے اپنی ہی نابالغ بیٹی کو جسم فروشی کے دھندہ میں دھکیلا ، تین کے خلاف معاملہ درج,crime
پاکستان نے جیتی مسلسل 11 ویں سیریز، ہندوستان سمیت دنیا کی سبھی ٹیموں کو چھوڑا پیچھے,cricket
وسیم اکرم اورظہیرعباس نےکی سرفرازاحمد کی حمایت، کہی یہ بڑی بات,cricket
عامر اور سلمان کی دوستی میں آئی دراڑ,entertainment
بیٹے ویان کی سال گرہ پر اولڈ ایج ہوم کا ویڈیو پوسٹ کر کے ٹرول ہوئیں شلپا،دیا کرارا جواب,entertainment
انگلینڈ کے طوفانی بلے باز نے غصے میں آکر اپنے ہی منہ پر دے مارا بلا ، میچ سے ہوئے باہر,cricket
پاناما لیک کا اثر، امیتابھ فی الحال نہیں بنیں گے اتلیہ بھارت کے برانڈ ایمبیسڈر؟,entertainment
نیوزی لینڈ 243 رن پر ڈھیر، محمد شمی نے لئے سب سے زیادہ تین وکٹ,cricket
"فرسٹریٹیڈ "" محمد حفیظ نے پاکستان کرکٹ بورڈ سے کی منہ زوری ، ملا یہ معقول جواب """,cricket
ملک میں ملنے والے اعزازات کو کافی اہم سمجھتی ہیں پرینکا چوپڑا,entertainment
اداکارہ چاہت کھنہ نے اپنے شوہر پر لگایا سنگین الزام ، کہا : بیمارہوتی ہوں تو بھی زبردستی کرتے ہیں یہ کام,entertainment
میدان پربگڑگئی کرس گیل کی طبیعت، درد کی وجہ سےگنوا دیا وکٹ,cricket
کرکٹ کا سب سے حیرت انگیز وکٹ ، گیند باز نے چڑیا کو ماری گیند اور بلے باز ہوگیا بولڈ !۔,cricket
